SongNumber,AlbumName,ArtistName,Danceability,Duration,KeySignature,Tempo,TimeSignature,Title,Year
24,"b'Daryll-Ann Weeps'","b'Daryll-Ann'",0.0,279.61424,7,110.999,4,"b'Springfever'",1996
25,"b'Interstellar Soul'","b'T.Rex'",0.0,175.0722,2,190.645,4,"b'Casual Agent'",1976
26,"b'Tonight At The Arizona'","b'The Felice Brothers'",0.0,313.05098,9,149.125,3,"b'Rockefeller Druglaw Blues'",2007
27,"b'CYPRESS HILL'","b'Cypress Hill'",0.0,179.22567,1,108.481,4,"b'Psycobetabuckdown'",1991
28,"b'See You In Alaska (remastered)'","b'Epitaph'",0.0,201.82159,9,135.848,4,"b'Bad Feeling'",0
29,"b'Delilah Blue'","b'Joshua Kadison'",0.0,589.73995,9,139.654,4,"b'Delilah Blue'",1995
30,"b'Plan 58'","b'Main Concept'",0.0,35.76118,1,121.034,3,"b'Live aus Erlangen'",2002
31,"b'Maga (blanco)'","b'Maga'",0.0,241.52771,4,130.025,4,"b'Agosto Esquimal'",2002
32,"b'Degradation Trip Volumes 1 and 2'","b'Jerry Cantrell'",0.0,284.60363,7,113.49,4,"b'Angel Eyes (Album Version)'",2002
33,"b'In League With Satan'","b'Venom'",0.0,163.49995,10,119.087,4,"b'Satanachist'",0
34,"b'The Essential Charley Pride'","b'Charley Pride'",0.0,188.94322,11,91.399,1,"b'Amazing Love'",1973
35,"b'Nite Grooves Drumz Collection Vol. 2'","b'Mateo & Matos'",0.0,254.85016,11,127.004,4,"b'Those Afro Drums (Drumz)'",0
36,"b'In The Shadows'","b'Mercyful Fate'",0.0,506.56608,9,131.994,4,"b'Egypt'",0
37,"b'Molokai'","b'Papa Wemba'",0.0,235.17995,2,92.682,4,"b'Shofele'",1995
38,"b'Mille E Una Notte Fa'","b'Eugenio Bennato'",0.0,256.80934,4,120.02,4,"b'Ai Naviganti In Ascolto'",1997
39,"b'Every Child Deserves A Lifetime - Songs From The For Our Children Series'","b'Babyface'",0.0,180.6624,4,101.769,4,"b'If'",1996
40,"b'Ninja Assassin'","b'Andy Brown;Film Orchestra Babelsberg'",0.0,395.93751,0,99.29,4,"b'Training'",0
41,"b'Stoke'","b'Philip Jeck'",0.0,358.29506,7,135.888,4,"b'Above'",2002
42,"b'Astronomy'","b'Dragonland'",0.0,180.50567,7,111.008,4,"b'Antimatter'",2006
43,"b'Then Again'","b'James Keelaghan'",0.0,218.8273,7,175.858,4,"b'Hillcrest Mine'",2004
44,"b'Serial'","b'Andi Sexgang'",0.0,34.16771,9,59.058,4,"b'News Of The Moors Murderers'",0
45,"b'Nothing In This World'","b'Paris Hilton'",0.0,193.64526,0,130.07,4,"b'Nothing In This World [Jason Nevins Radio Remix]'",2006
46,"b'Iron Fist'","b'Mot\xc3\xb6rhead'",0.0,188.00281,1,133.062,1,"b'(We Are) The Roadcrew'",2010
47,"b'Urban Vacation'","b'Terje Lie'",0.0,288.1824,5,125.948,4,"b'Sedona'",0
48,"b'Oxford'","b'John Wesley'",0.0,224.86159,4,73.872,7,"b'Showing Happy to the World (Live Acoustic)'",0
49,"b'Digital Solutions Volume 2'","b'Destro and Beretta'",0.0,332.30322,7,87.515,4,"b'The Abominable Snowman'",0
50,"b'The Essential Julie London Collection'","b'Julie London'",0.0,146.72934,3,63.718,4,"b"I'm Glad There Is You"",1955
51,"b'I Get Off'","b'Ron Perkov'",0.0,532.34893,11,128.014,4,"b'I Get Off'",0
52,"b'The Italian Disco Sound'","b'Peter Jacques Band'",0.0,503.17016,10,139.123,4,"b'Walking On Music'",1990
53,"b'Cajun Conja'","b'BeauSoleil'",0.0,188.3424,0,210.156,1,"b'Tortue Perdue (LP Version)'",1991
54,"b'What We Defend'","b'The Panoply Academy'",0.0,306.33751,9,147.395,4,"b'Six Volts Until Good News'",0
55,"b'Taglich Brot  New York - Berlin'","b'Andr\xc3\xa9 Herman D\xc3\xbcne'",0.0,219.68934,4,122.021,3,"b'Birthday Song'",2006
56,"b'Namebrand'","b'Shaka Shamba'",0.0,221.46567,6,92.953,4,"b'Girls Fat'",0
57,"b'From The Attic'","b'Damone'",0.0,123.29751,9,119.947,4,"b'Overchay With Me'",2003
58,"b'Broad Daylight'","b'Amir Sulaiman'",0.0,210.41587,2,79.538,5,"b'Game Recognize Game'",0
59,"b'Jukebox Hits 1940-1950'","b'ERSKINE HAWKINS'",0.0,198.24281,1,68.471,4,"b"I've Got A Right To Cry"",0
60,"b'Brains - Never Heal Uncut'","b'Psilodump'",0.0,291.39546,1,140.033,4,"b'Harum Scarum'",2006
61,"b'Charge It 2 Da Game'","b'Silkk The Shocker'",0.0,252.02893,7,96.377,4,"b'How Many'",1998
62,"b'The Red Album'","b'The Flying Burrito Brothers'",0.0,272.87465,2,248.091,4,"b'Sin City'",1969
63,"b'Underneath [Remixes]'","b'Alanis Morissette'",0.0,281.57342,2,123.995,4,"b'Underneath [The Whatever/Whatever Mix Show Edit]'",0
64,"b'Bajofondo Tango Club'","b'Emilio Kauderer'",0.0,282.72281,2,162.541,3,"b'Maroma'",2002
65,"b'Tragic Error& / Second Act'","b'Exile'",0.0,433.94567,2,132.988,4,"b'Tragic Error&'",0
66,"b'The Richard Smallwood Singers Live'","b'Richard Smallwood'",0.0,492.95628,8,92.03,4,"b"He's Able (The Richard Smallwood Singers Live Album Version)"",0
67,"b'Fred \xc3\x85kerstr\xc3\xb6m Sjunger Bellman Till Carl Michael'","b'Fred \xc3\x85kerstr\xc3\xb6m'",0.0,202.63138,2,130.136,7,"b'V\xc3\xa4rm mer \xc3\xb6l och br\xc3\xb6d'",0
68,"b'Forbidden Meat'","b'Sloppy Meateaters'",0.0,229.32853,8,105.564,4,"b'One Dream At A Time'",0
69,"b'Jamparalele'","b'Loredana'",0.0,219.16689,10,86.912,4,"b'Marine_ La Nunta Ta'",2006
70,"b'Race To Witch Mountain OST'","b'Steve Rushton'",0.0,179.35628,0,171.935,4,"b'Emergency'",2009
71,"b'One World'","b'the feelers'",0.0,285.88363,2,126.042,4,"b'Warrior (Album Version)'",0
72,"b'Good Fellas'","b'M-Sphere'",0.0,462.13179,0,140.008,4,"b'Stonewashed'",0
73,"b'Treehouse'","b'The Grapes Of Wrath'",0.0,218.46159,7,90.095,3,"b'At Your Soul'",1987
74,"b'Le Jeu des Balcons Mal Ferm\xc3\xa9s'","b'Aur\xc3\xa9lien Merle'",0.0,228.85832,6,104.759,3,"b'La D\xc3\xa9rive'",0
75,"b'Insomnia'","b'Mike Candys & Jack Holiday'",0.0,279.66649,11,86.66,3,"b'Insomnia'",2009
76,"b'Runaway Horses'","b'Belinda Carlisle'",0.0,244.50567,2,120.655,4,"b'Deep Deep Ocean'",1989
77,"b'Unfabulous and More'","b'Emma Roberts'",0.0,301.87057,7,94.701,3,"b'Mexican Wrestler'",2005
78,"b'Reggae Damcehall Now'","b'Lukie D'",0.0,244.92363,3,132.246,4,"b'Cry for Love'",0
79,"b'Listening Pearls Series - Box Two'","b'Alphawezen'",0.0,391.83628,2,129.962,4,"b'Rain'",2004
80,"b'Lullabies In A Glass Wilderness'","b'Lalleshwari (Katie Jane Garside)'",0.0,232.54159,9,101.424,3,"b'Lost Upon The Flame'",2005
81,"b'Return of the DJ Volume III'","b'Z-Trip'",0.0,333.19138,5,189.808,4,"b'Rockstar II'",1999
82,"b'Straw Donkey: The Singles'","b'Carter USM'",0.0,184.58077,7,112.892,4,"b'Rubbish'",1990
83,"b'Lesser Matters'","b'The Radio Dept.'",0.0,187.48036,9,140.054,4,"b'Slottet#2'",2003
84,"b'Hell On \x18Em'","b'Big Tuck'",0.0,78.41914,1,186.247,4,"b'It Ain\x19t A Game Homey'",0
85,"b'Misanthropic Alchemy'","b'Ramesses'",0.0,480.7571,10,95.52,1,"b'Ramesses Part 3'",2007
86,"b'Welcome To The Freakshow'","b'Red Elvises'",0.0,222.53669,0,140.0,4,"b'Million Miles'",2001
87,"b'Soft Lips'","b'Ruth Brown'",0.0,159.97342,1,77.949,3,"b'So Long'",1957
88,"b'Allophone'","b'Addison Groove Project'",0.0,102.63465,1,73.84,4,"b'Allophone'",2002
89,"b'Eleanora Fagan (1915-1959): To Billie With Love From Dee Dee'","b'Dee Dee Bridgewater'",0.0,310.67383,5,84.429,3,"b"You've Changed"",0
90,"b'Tragic Kingdom'","b'No Doubt'",0.0,225.85424,5,162.656,4,"b'End It On This'",1995
91,"b'Look What The Rookie Did'","b'Zumpano'",0.0,204.35546,0,183.843,1,"b'I Dig You (Album)'",1995
92,"b'The Very Best Of Bobby Goldsboro'","b'Bobby Goldsboro'",0.0,170.63138,11,84.753,4,"b'Danny'",0
93,"b'Live As One'","b'Zion Train'",0.0,204.45995,5,103.355,3,"b'Bloodlines'",2007
94,"b'Label This! US Special Edition'","b'Darude'",0.0,427.80689,6,133.983,4,"b'In The Darkness (Tech Mix)'",2007
95,"b'Fette Beute'","b'Stendal Blast'",0.0,240.84853,0,120.017,4,"b'Keine Ahnung'",2002
96,"b'Prinsen av Peking'","b'Markus Kruneg\xc3\xa5rd'",0.0,217.44281,2,130.048,3,"b'Lika barn leka bra'",2009
97,"b'Pop Sensibility'","b'Blue Meanies'",0.0,151.53587,4,150.219,4,"b"I'm Not in Love With You"",1981
98,"b'Conquer The World: The Lost Soul Of Philadelphia International Records'","b'Bunny Sigler'",0.0,345.52118,11,195.809,1,"b"Everybody Needs Good Lovin' (Pts. 1 & 2)"",0
99,"b'Para Que No Se Duerman Mis Sentidos'","b'Manolo Garcia'",0.0,220.3424,2,98.028,4,"b'Fragua De Los Cuatro Vientos'",2004
100,"b'New Classix 2008'","b'Secret Garden'",0.0,301.60934,0,64.945,1,"b'You Raise Me Up'",2002
101,"b'The Mark Robinson Re-Mixes'","b'Tuscadero'",0.0,56.94649,11,147.436,1,"b'I Am King Oil'",0
102,"b'Shall We Salsa'","b'Ricardo Lemvo'",0.0,277.55057,8,174.993,4,"b"Kidia M'Fuka"",0
103,"b'Oui-oui et le cadeau surprise'","b'Oui Oui'",0.0,213.39383,7,127.991,4,"b'La belle recette'",0
104,"b'The Galilean Satellites'","b'Rosetta'",0.0,585.24689,2,88.256,5,"b'Beta Aquilae'",2005
105,"b'Blue Collar Comedy Tour Rides Again'","b'Larry The Cable Guy'",0.0,42.84036,8,213.877,3,"b'Larry The Cable Guy Intro (Album Version)'",0
106,"b'Jazz The World Forgot  Vol. 2'","b'The Whoopee Makers'",0.0,185.41669,5,88.806,4,"b'Rush Inn Blues'",2005
107,"b'Roman Radio'","b'Nat Johnson And The Figureheads'",0.0,138.31791,3,135.838,4,"b'Envy'",0
108,"b'T.E.V.I.N.'","b'Tevin Campbell'",0.0,254.27546,10,94.418,4,"b'Goodbye (Album Version)'",1991
109,"b'Special 20'","b'Tim Easton'",0.0,205.66159,2,152.245,4,"b'Sweet Violet'",0
110,"b'Dead Reckoning (Expanded Edition)'","b'Threshold'",0.0,259.23873,6,114.028,4,"b'Disappear'",2007
111,"b'The Tommy Boy Story_ Vol. 1 [Digital Version]'","b'K7'",0.0,314.72281,6,106.121,4,"b'Come Baby Come (Remastered Extended Version)'",0
112,"b'Supernatural Birth Machine'","b'Cathedral'",0.0,391.23546,0,65.299,5,"b'Nightmare Castle'",1996
113,"b'Antichrist Superstar (Ecopac Explicit)'","b'Marilyn Manson'",0.0,232.09751,8,108.061,4,"b'Angel With The Scabbed Wings'",0
114,"b'Les Temps Heureux'","b'Les Ptits Yeux'",0.0,204.56444,9,162.087,1,"b'La Parisienne'",2008
115,"b'UHB III: Against All Odds'","b'Sunspot Jonz feat. The Living Legends'",0.0,42.05669,3,106.428,3,"b'X-Moment'",0
116,"b'Progressive History XXX'","b'Fluke'",0.0,397.76608,7,131.86,4,"b'Absurd (Marine Parade Mix)'",2002
117,"b'Children Of The Dark Waters'","b'Eternal Tears Of Sorrow'",0.0,152.16281,0,120.075,4,"b'When The Darkest Night Falls'",2009
118,"b'The Latin Brothers - Gratest Hits'","b'The Latin Brothers'",0.0,211.66975,11,200.805,7,"b'Dime Que Paso'",0
119,"b'Francesco De Masi Film Music'","b'Francesco De Masi'",0.0,120.00608,9,95.285,1,"b'Thunder - Thunder Vengeance'",0
120,"b"Everything's Alright"","b'Arthur Big Boy Crudup'",0.0,176.01261,10,92.631,1,"b'You Got To Reap'",0
121,"b'Audio & Murder'","b'The Frantic'",0.0,36.80608,4,111.169,4,"b"We're The Frantic"",0
122,"b'Enterprise Reversal'","b'Wetdog'",0.0,126.64118,1,85.216,3,"b'Magnet Face'",2006
123,"b"Don't Panic_ Go Organic!"","b'Drink To Me'",0.0,231.99302,4,129.949,4,"b'Cinebrivido'",2008
124,"b'Hannibalism!'","b'The Mighty Hannibal'",0.0,180.55791,0,122.188,3,"b"We're Gonna Make It"",0
125,"b'Fire'","b'Inner City'",0.0,317.54404,3,102.061,4,"b'Till We Meet Again'",2001
126,"b'Freno De Mano'","b'Los Tres'",0.0,444.31628,4,83.739,4,"b'La Espada & La Pared'",2000
127,"b'Street Walkin And Street Talkin'","b'The Cadillacs'",0.0,140.90404,8,125.747,4,"b'Speedoo'",1955
128,"b'The Out Sound From Way In!'","b'Perrey And Kingsley'",0.0,166.1122,1,137.516,1,"b'Pioneers Of The Stars'",1967
129,"b'Clouds'","b"Lee Ranaldo_ William Hooker_ Jim O'Rourke_ Gianni Gebbia"",0.0,460.79955,6,186.134,1,"b'No Apples Fell'",0
130,"b'If The Sky Falls_ We Shall Catch Larks'","b'Kiss the Anus of a Black Cat'",0.0,494.18404,2,110.049,4,"b'Nihil_ As In Nihilism'",0
131,"b'The Best of Blaze_ Vol. 2 - Hubert Street'","b'Blaze'",0.0,365.7922,6,123.81,4,"b'Just a Little Different (Club Mix)'",0
132,"b'Adios ayer'","b'Jose Padilla'",0.0,450.61179,7,130.429,4,"b'Adios Ayer (Farfa Barcelona Remix)'",0
133,"b'Songs Of Passion'","b'Cristy Lane'",0.0,225.09669,5,99.064,4,"b"I'm With You Tonight"",0
134,"b'Best Of The Songbooks - The Collection'","b'Ella Fitzgerald'",0.0,171.88526,9,62.381,3,"b"There's A Small Hotel"",1957
135,"b'Lost In A Moment'","b'Lene Marlin'",0.0,268.35546,0,92.989,4,"b'Leave My Mind'",2005
136,"b'Orange Rhyming Dictionary'","b'Jets To Brazil'",0.0,180.55791,2,128.326,4,"b'Resistance Is Futile'",1998
137,"b'Public Enemy #1'","b"Cam'Ron"",0.0,239.85587,8,147.247,4,"b"The Cycle's Sick"",0
138,"b'Sennik'","b'Mikromusic'",0.0,184.68526,9,90.056,5,"b'Sennik'",2008
139,"b'Let\x19s Try Something Different'","b'Tony Rohr'",0.0,325.74649,11,135.018,4,"b'Tested Well'",2005
140,"b'Ultramega OK'","b'Soundgarden'",0.0,61.90975,11,198.974,3,"b'One Minute Of Silence'",1988
141,"b'Incognegro'","b'Ludacris'",0.0,170.78812,9,96.493,4,"b'Ho'",2000
142,"b'Welcome To Avalon Heights'","b'I Dream / Calvin Goldspink'",0.0,196.5971,8,115.739,4,"b'Dreaming'",2004
143,"b'Who Wrote The Book Of Love? [Digital Version]'","b'The Monotones'",0.0,149.10649,5,91.874,3,"b'Forever Yours (Alternate Version)'",0
144,"b'Soul and Blues Collection'","b'Patti Labelle & The Bluebelles'",0.0,163.26485,2,120.459,4,"b"The Joke's On You"",1963
145,"b'No Manners'","b'Evil Nine'",0.0,275.17342,4,130.092,4,"b'No Manners (feat. Spoek Mathambo)'",0
146,"b'Everybody Hates You'","b'Combichrist'",0.0,311.01342,1,139.998,4,"b'Im happy anyway'",2005
147,"b'The Very Best Of'","b'James P. Johnson'",0.0,163.10812,0,101.633,1,"b"A Porter's Love Song"",0
148,"b'Anna'","b'Valeria'",0.0,313.86077,8,115.956,4,"b"Autumn'S Smoke"",0
149,"b'Entends-tu mon coeur'","b'Jacynthe'",0.0,202.52689,11,97.007,4,"b'Someday'",0
150,"b'Diez Y Cuarto'","b'Siempre asi'",0.0,245.34159,6,81.783,1,"b'Vivir Amandonos'",0
151,"b'The Now Sound of Ursula 1000'","b'Ursula 1000'",0.0,312.08444,7,135.975,4,"b'Funky Bikini'",1999
152,"b'The Essential Total Touch & Trijntje Oosterhuis'","b'Trijntje Oosterhuis'",0.0,257.38404,11,136.155,4,"b"Don't You Worry 'Bout A Thing"",1999
153,"b'The Roulette Story'","b'Sonny Stitt'",0.0,148.79302,7,125.888,4,"b"Morgan's Song"",0
154,"b'Everything Is Beautiful / A Retrospective 1983-1995'","b'The Wolfgang Press'",0.0,292.98893,2,89.973,4,"b'Slowtime'",1989
155,"b'R.O.R.X. - The Tenth Annual Reggae On The Rocks'","b'Black Uhuru'",0.0,279.45751,9,168.878,4,"b'Statement'",1991
156,"b'Los 30 Mejores'","b'Rafael Orozco Con El Binomio De Oro'",0.0,304.79628,5,165.021,3,"b'La Candelosa'",0
157,"b'No Doubt'","b'Petra'",0.0,300.43383,9,100.014,4,"b'Enter In (LP Version)'",0
158,"b'Time & Charges'","b'The Buckinghams'",0.0,146.6771,9,130.184,1,"b'Pitied Be The Dragon Hunter'",1999
159,"b'Einer von uns'","b'Heino'",0.0,212.00934,7,87.844,3,"b'Adler flieg hinaus'",1999
160,"b'Thunderbirds'","b'Busted'",0.0,194.35057,4,100.049,4,"b'Thunderbirds Are Go'",0
161,"b'The World Of Scott Joplin'","b'Max Morath'",0.0,218.87955,3,152.808,1,"b'Kinklets-Two Step'",0
162,"b'The Cowsills - Their Very Best'","b'The Cowsills'",0.0,171.75465,7,131.533,4,"b'Indian Lake'",1968
163,"b"Will O' The Wisp"","b'Leon Russell'",0.0,129.69751,5,203.356,1,"b'Make You Feel Good (1995 Digital Remaster)'",0
164,"b'Dream with Me'","b'Vicky Emerson'",0.0,177.18812,0,138.893,1,"b'Free Spirit'",0
165,"b'Hospital Prescription Volume 1'","b'Cyantific'",0.0,445.90975,1,86.489,4,"b'Be True'",2003
166,"b'Spotlight On Gene Chandler'","b'Gene Chandler'",0.0,360.04526,6,170.919,3,"b'Rainbow'",1962
167,"b'Escapexstacy'","b'Poisonblack'",0.0,267.20608,5,167.966,4,"b'Exciter'",2003
168,"b'Viva El Mariachi Vol. 5'","b'Mariachi Arriba Ju\xc3\xa1rez'",0.0,259.76118,9,88.841,1,"b'Costumbres'",0
169,"b"Burnin' Burnin' Burnin'"","b'Sargasso Trio'",0.0,421.45914,11,111.557,5,"b"Get Workin' On Me"",2007
170,"b'De Antologia'","b'Leopoldo Federico'",0.0,298.762,7,138.653,5,"b'La Cumparsita'",0
171,"b'B.W. Goes C.W.'","b'Bobby Womack'",0.0,189.6224,2,128.857,4,"b'Song Of The Mockingbird'",0
172,"b"Reaching For The Blues '79 to '81"","b'John Mayall'",0.0,255.00689,7,157.988,4,"b'John Lee Boogie'",1991
173,"b"Hi Way (I'm Gone)"","b'DJ Paul'",0.0,217.44281,5,159.015,4,"b"Hi Way (I'm Gone) (feat. Montana Trax)"",0
174,"b'Down Tools'","b'Da Sunlounge'",0.0,359.8624,11,124.022,4,"b'Needed You'",0
175,"b'The Return Of The Great Guitars'","b'Charlie Byrd / Herb Ellis / Mundell Lowe / Larry Coryell'",0.0,265.11628,0,213.866,3,"b"Bernie's Tune"",1996
176,"b'Tracy - The Very Best Of The Cufflinks'","b'The Cufflinks'",0.0,167.07873,2,131.871,1,"b'Sweet Caroline'",1997
177,"b'Take One More Chance With Me'","b'Jazz Gillum'",0.0,145.50159,0,94.778,4,"b"I'll Get Along Somehow"",0
178,"b'Blues With Bukka'","b'Bukka White'",0.0,175.90812,0,92.886,4,"b'Promise True & Grand'",0
179,"b'CLR 11 Riot Day E.P.'","b'Hardcell'",0.0,308.94975,9,139.978,4,"b'CLR 11 B1 Abouse it (Riot Day E.P.)'",0
180,"b'Homenaje A Violeta Parra'","b'Mercedes Sosa'",0.0,165.09342,1,115.462,4,"b'La Carta'",1971
181,"b'Peer Tere Jaan De'","b'Gurdas Mann'",0.0,291.73506,4,111.705,1,"b'Peer Tere Jaan De'",0
182,"b'Rawkus 50 Presents Grass Roots'","b'3rd Brillyance'",0.0,272.90077,6,168.112,4,"b'Dont Be Ashamed'",0
183,"b'Sun Again'","b'Kinnie Starr'",0.0,254.87628,4,99.999,4,"b'Alright'",2003
184,"b'Slania (Tour Edition)'","b'Eluveitie'",0.0,83.33016,4,114.978,4,"b'Giamonios'",2008
185,"b'The Masters'","b'Gene Vincent'",0.0,160.54812,11,117.227,1,"b'Words And Music'",0
186,"b'All That I Am'","b'Santana'",0.0,256.15628,0,109.365,7,"b'El Fuego'",0
187,"b'Seven Seals'","b'PRIMAL FEAR'",0.0,197.48526,7,134.996,4,"b'Carniwar'",2005
188,"b'Forr a dalom'","b'Akela'",0.0,317.25669,10,96.586,3,"b'\xc3\x96ld\xc3\xb6klo angyal'",2004
189,"b'Music For Animals'","b'Bio-Tonic'",0.0,459.96363,9,144.995,4,"b'Bite Me Baby'",0
190,"b'Neurotica'","b'Redd Kross'",0.0,213.21098,8,131.207,4,"b'Play My Song'",1987
191,"b"Can't Let You Go"","b'Sammi Cheng'",0.0,266.23955,3,146.318,3,"b'She Bu De Ni'",0
192,"b'The Almanac'","b'Shira Kammen'",0.0,208.45669,7,84.911,4,"b'The Oar Wheel'",2003
193,"b'Cruel Intention'","b'Nasty Idols'",0.0,256.39138,5,113.896,4,"b"Trashed n'dirty"",0
194,"b'Endegutallesgut'","b'Turbolenz'",0.0,213.86404,9,86.022,4,"b'schau mir tiefer in die augen'",0
195,"b'#447'","b'Marshall Crenshaw'",0.0,197.82485,9,116.814,4,"b'You Said What??'",1999
196,"b'Best Of The Doobie Brothers Live'","b'The Doobie Brothers'",0.0,248.92036,9,131.206,4,"b"Dependin' On You"",1978
197,"b'Un Autunno A Parigi'","b'Marco Di Marco'",0.0,302.07955,8,151.659,4,"b'Le Chat qui Pzche'",0
198,"b"Poppin' The Hood"","b'The Sklar Bros.'",0.0,132.15302,5,91.744,4,"b'Guiltor'",0
199,"b'Guilt By Association'","b'Creaming Jesus'",0.0,212.74077,0,163.145,1,"b'Lillies'",1991
200,"b'Beethoven: Symphony No. 9 - Gershwin: Rhapsody in Blue'","b'Paul Whiteman & His Orchestra_ Paul Whiteman'",0.0,521.06404,9,122.765,3,"b'Rhapsody in Blue'",1988
201,"b'The Finest Thing'","b'Lori Carson'",0.0,261.74649,9,98.845,1,"b'Hold On the Sun'",2004
202,"b'Teachings From The Electronic Brain'","b'Future Sound Of London'",0.0,292.33587,5,126.029,4,"b'Expander (12" Version)'",2006
203,"b'Getting Real'","b'Ken Chu'",0.0,269.40036,5,139.721,4,"b'Inside of My Guitar'",0
204,"b'Exile in Guyville'","b'Liz Phair'",0.0,206.78485,9,95.682,4,"b'Johnny Sunshine'",1993
205,"b'Open'","b'Blues Image'",0.0,91.16689,7,236.53,3,"b'Wrath Of Daisey (LP Version)'",1970
206,"b'World Extermination'","b'Insect Warfare'",0.0,81.31873,1,88.808,4,"b'Mind Ripper'",2007
207,"b'Recessional'","b'310'",0.0,326.39955,1,115.974,4,"b'Cloud Rooms'",2003
208,"b'In One Ear'","b'Cage The Elephant'",0.0,200.38485,1,166.706,4,"b'In One Ear (New Radio Edit)'",2008
209,"b'100% Real'","b'Mr. Lucci'",0.0,281.59955,11,100.088,1,"b'Chill Wit You'",0
210,"b'Christmas Gospel Classics'","b'One Voice'",0.0,287.55546,6,156.181,7,"b'All I Want For Christmas Is You'",0
211,"b'Rarities & B-Sides'","b'The Smashing Pumpkins'",0.0,222.98077,6,111.793,1,"b'Quiet (Live In Atlanta_ 1993)'",0
212,"b"The Lord Knows I'm Drinking"","b'Cal Smith'",0.0,182.72608,10,93.743,4,"b"I've Found Someone On My Own"",0
213,"b'Con Ritmo'","b'Burnt Friedman'",0.0,192.02567,0,133.922,4,"b'Demolition Derby'",2000
214,"b'Malibooz Rule!'","b'The Malibooz'",0.0,146.05016,0,145.872,4,"b'Firestorm At Surfrider'",0
215,"b'Zug Um Zug'","b'Klaus Lage'",0.0,233.79546,3,188.32,7,"b'Du Wei\xc3\x9ft (Tell Me No Lies) (Alternativ-Mix Ohne Streicher)'",2007
216,"b'Series Inmortales - El M\xc3\xa1s Grande Organista Colombiano'","b'Jaime Llano Gonz\xc3\xa1lez'",0.0,152.42404,2,157.315,3,"b'Coqueteos'",0
217,"b'Bumpus Live at Schubas 06/18/2004'","b'Bumpus'",0.0,335.5424,0,101.243,1,"b'Open The Door'",0
218,"b'Simple Moves'","b'Sintax the Terrific'",0.0,93.33506,8,104.761,5,"b'Got Beef'",2004
219,"b"It's The Feelgood"","b'The Coldspot 8'",0.0,206.44526,7,191.697,4,"b'Explanation Dub'",0
