Artist, Song, Genre, Tempo, Duration
Sean Kingston,Me Love,pop,89.982,226.7424
Shy FX & T Power feat. Top Cat,Everyday,jazz,133.594,253.23057
Maria Mena,Miss You Love,rock,84.388,189.6224
Dennis Brown Presents Prince Jammy,The Truth,hip-hop,124.08,166.81751
Topmodelz,Your Love,hip-hop,141.963,362.50077
Parker_ Maceo,Black Widow,pop,145.578,296.77669
Forced Movement,Drown,electronic,118.028,205.73995
Bull Moose Jackson,Without Your Love,rock,71.328,170.05669
Arthur H,The Man I Love,folk,44.098,273.91955
Sprung Monkey,Good Times,rock,204.787,176.16934
Pedro Javier Hermosilla,Eclipse,indie,135.988,227.7873
Justin Timerlake Featuring T.I.,My Love,classical,129.99,503.58812
Steve Winwood,Valerie,hip-hop,116.32,247.06567
Modern Talking feat. Eric Singleton,You Are Not Alone,rock,127.937,202.65751
Roert Palmer,Pride,rock,120.338,219.89832
Bryan Savage,Saturday Night,pop,161.995,245.96853
Erik Hassle,First Time,rock,129.956,185.91302
Movetron,Stay,classical,138.991,234.52689
Monkey Business & Danny Suko,How Will I Know,pop,141.991,191.32036
Jamiroquai,When You Gonna Learn?,jazz,107.701,230.63465
Balligomingo,Escape,pop,122.655,263.99302
Charmers,Summertime,pop,93.314,354.24608
Chris Duarte Group,Crazy,alternative,151.368,273.76281
The Cardigans,Been It,rock,105.98,222.30159
Sheila Walsh,The Prayer,rock,136.245,270.8371
Placeo,The Bitter End,rock,185.485,190.61506
Thom Hell,Alone,rock,83.392,239.35955
Ignacio Pe\xc3\x1a,Let Go,electronic,157.029,261.51138
Mary Black,Your Love,hip-hop,145.721,295.18322
Jarvis Church,Finally,pop,87.989,154.22649
Verano,My Home,hip-hop,113.994,414.1971
Blowing Free,Careless Whisper,rock,152.025,252.3424
Kirk Whalum,Exhale (Shoop Shoop),pop,77.954,282.25261
The Summer Wardroe,Underground,indie,134.042,240.09098
The Fortunes,Love,folk,66.497,155.68934
Dina Carroll,Hold On,folk,199.93,291.81342
Virus Syndicate,Karma,pop,135.259,320.05179
Duderstadt & Anita Kelsey,Smile,jazz,89.372,257.56689
Divinyls,Only You,alternative,133.87,196.15302
Creed,Say I,hip-hop,153.7,315.55873
Calvin Harris,Colours,electronic,114.917,241.81506
Knoody,You,classical,98.922,180.63628
Patty Pravo,Yo,electronic,138.939,234.16118
Folk Implosion,Coral,alternative,135.972,311.64036
Kitty Wells & Roy Drusky,My Happiness,rock,88.445,153.41669
Mandy Moore,Indian Summer,electronic,85.038,142.62812
Lizard,Beautiful,hip-hop,136.901,464.87465
Low,Words,electronic,78.721,348.83873
Craig Morgan,I Am,pop,100.496,243.66975
For The Worse,Go Home,pop,114.211,93.09995
Stephen Wareck,The Journey,folk,115.565,102.97424
Timeox,Promises,alternative,132.849,126.35383
Zoo Brazil,Arrival,classical,125.997,407.50975
This Mortal Coil,Drugs,alternative,94.941,182.04689
Plus One,The Promise,rock,135.999,225.43628
Virgin Prunes,Pagan Lovesong,alternative,137.412,208.19546
David Darling,Clouds,hip-hop,97.213,377.05098
John Hammond,Money Honey,pop,107.143,292.98893
Patrick Alavi,Glory, Part II,126.977,271.20281
The Somatics,Lemonade,electronic,126.201,193.67138
Inactive Messiah,Beat It,hip-hop,150.042,328.28036
Pulp,The Fear,electronic,96.185,323.83955
Thrushes,Ghost Train,alternative,127.58,226.66404
Herman Brood & His Wild Romance,Young, Wild & Free,86.132,148.94975
Angel City Outcasts,Where I Belong,pop,121.895,228.28363
Romero Luamo,Just the Two of Us,hip-hop,126.629,324.28363
Hootie And The Blowfish,Almost Home,folk,144.279,231.75791
Suncatcher,Epic,rock,140.022,495.25506
Yung Berg,Interlude,rock,64.037,71.99302
Michal Ho,Take Me Away,alternative,124.002,412.26404
The Clovers,Blue Velvet,electronic,73.47,149.86404
Samiyam,Space,rock,120.49,165.82485
The Producers,Feel It,electronic,123.256,358.37342
Feltmann,All Summer Long,country,130.026,297.40363
Dean Miller,Missing You,rock,131.815,199.73179
Thomas Cunningham,Harvest,rock,172.949,367.15057
Kostya Veter,Envy,rock,129.995,451.29098
Danny Davis & The Boys,Exodus,electronic,124.162,188.60363
Stephane Pompougnac,Last Night,hip-hop,116.001,212.47955
Tom Grant,White Christmas,pop,110.188,187.81995
James Morrison ,Broken Strings,folk,111.849,250.64444
David Cook,Come Back to Me,folk,108.468,248.00608
The Marx Brothers,Alone,rock,80.585,255.42485
Jamiroquai,When You Gonna Learn?,jazz,107.791,228.44036
Clarence Frogman Henry,Lost Without You,rock,137.032,126.04036
Colestone Jazz,Fiesta,folk,120.675,352.13016
Fat & Frantic,Too Late,rock,153.211,247.32689
Sonic Youth,Barracuda,rock,129.517,262.24281
Paul Kelly,Static,rock,80.515,205.40036
Moev,Cocoon,pop,120.044,285.36118
The Clarendonians,Bye Bye Bye,pop,91.598,170.03057
Woleshop,Marie,rock,70.014,192.49587
Ks Choice,Believe,folk,96.882,211.66975
Lost Trie,Angel,electronic,135.036,387.57832
Twinkle Twinkle Little Rock Star,Smile Like You Mean It,alternative,168.009,232.51546
Tiga,Overtime,pop,128.079,319.26812
White Plains,I Believe I Can Fly,hip-hop,120.278,288.54812
Gene Farris featuring JDu,Back & Forth,pop,125.994,322.06322
Mundo Complexo,Hey DJ, I Can't Dance (To That Music You're Playing),103.973,224.10404
XYZ,Inside Out,electronic,97.03,268.59057
Ozzy Osourne,Flying High Again,rock,131.53,302.54975
Christie,Here I Am,pop,132.29,158.87628
The Photos,Last Time,electronic,216.115,195.94404
Mesh,Leave You Nothing,electronic,94.925,258.0371
Greg Laswell,The One I Love,alternative,139.95,155.61098
Justin,My Love,classical,113.398,229.69424
Collective Soul,Love,folk,120.06,212.00934
The Aces,Kansas City,electronic,122.733,364.56444
Vincenzo,Come Together,electronic,59.935,408.78975
Calvin Harris,The Girls,electronic,127.822,236.14649
Future Funk Squad,Alien,pop,99.026,213.2371
Jo\xc3\xa3o Gilerto,Wave,folk,88.059,277.60281
Tata Young,Perfection,pop,166.928,194.42893
The Black Ghosts,Full Moon,alternative,122.005,456.6722
Riff Raff,Thunderstruck,electronic,142.043,296.01914
TNT,Without Your Love,rock,130.872,230.94812
Richard Thompson ,Never Again,folk,91.296,189.20444
Mott The Hoople,Rose, My Rocket-Brain!,106.242,237.73995
Plej,You,classical,117.939,301.13914
Uncle Tupelo,So Called Friend,rock,71.051,192.70485
Charge 69,Seul,pop,102.17,217.62567
Kultiration,Propaganda,rock,132.461,209.29261
Boris Brejcha,Desire,electronic,125.022,460.69506
Natalie Walker,Quicksand,rock,110.175,204.30322
Adequate Seven,Ghost,pop,118.133,206.36689
Don Dokken,Forever,hip-hop,123.885,324.96281
Shaggy,Stand Up,alternative,165.974,214.282
Potluck,Real Love,electronic,111.985,238.96771
Michael Penn,Brave New World,rock,97.254,272.32608
Gerald Veasley,Signs,hip-hop,95.861,322.45506
Charles Wright & The Watts 103rd. Street Rhythm Band,Express Yourself,hip-hop,92.422,233.11628
Hitman Sammy Sam,Paranoid,hip-hop,93.974,169.74322
Moonootica,Sundown,pop,93.26,149.81179
The Hollies,This Is It,pop,122.189,211.85261
Ray Stevens,Winter Wonderland,electronic,78.585,143.15057
Dyor 2 Dyor,Vision,electronic,132.006,451.02975
Art Blakey ,Waterfalls,folk,73.821,688.43057
The Del McCoury Band,Dreams,alternative,167.993,220.78649
Blue Foundation,History,alternative,179.808,57.15546
New York Rel-X,Open Your Eyes,rock,193.349,146.96444
New Limit,Tonight, Tonight,149.985,328.61995
Maroon 5,Sunday Morning,rock,176.05,244.84526
Seed,Commitment,pop,84.06,316.9171
E.S.G.,The South,country,200.164,247.24853
Choklate,Whenever, Wherever,89.987,217.36444
Five Satins,Again,pop,88.36,137.9522
The Perishers,Well, Did You Evah!,98.667,392.77669
Irahim Ferrer,Silencio,folk,80.453,278.64771
Peter Bjorn And John,Lay It Down,indie,80.62,208.37832
Phil Coulter,Take Me Home,pop,145.704,244.89751
Neon Plastix,Dream,hip-hop,160.955,189.54404
Carpenters,One Love,rock,116.096,206.13179
Skin,Pray,pop,150.796,243.19955
France DAmour,Love,folk,104.091,177.8673
LITE,Interlude,rock,80.222,94.51057
Sleepy LaBeef,Amazing Grace,folk,206.883,218.06975
Slowdive,Sing,pop,139.356,288.49587
Howard Goodall,Silent Night,alternative,120.927,208.56118
Kendel Carson,Mercedes Benz,pop,183.061,220.682
Forty Winks,Sick, Sick,130.722,125.23057
Alexia,Happy,electronic,127.964,197.40689
The Mad Scene,Halo,rock,72.0,142.65424
Rise Against,Heaven Knows,rock,136.536,203.10159
Marc Ford,California,rock,153.453,208.40444
Chris Farlowe,Borderline,electronic,97.059,277.73342
Mylo;Miami Sound Machine;Gloria Estefan,Doctor Pressure,pop,128.992,338.80771
Aerospace,Afterglow,rock,125.078,388.64934
Everton Blender,Material Girl,electronic,169.005,224.9922
Jason Trachtenurg,Holy Water,alternative,83.856,278.22975
Tujiko Noriko,7,rock,96.887,369.47546
Liz Phair,Ride,electronic,134.026,184.11057
Brown Boy,Come Back to Me,folk,155.004,211.12118
Nice & Smooth,Gold,rock,71.025,162.45506
Mark Ronson featuring Alex Greenwald,California,rock,160.203,223.97342
Enrique Iglesias,Mamacita,jazz,92.711,295.18322
Todd Rundgren,I Want You,jazz,127.458,282.64444
Emiliana Torrini,To Be Free,pop,127.866,488.46322
Susanna And The Magical Orchestra,Love Will Tear Us Apart,folk,73.25,307.98322
Fivestar Riot,Through the Rain,pop,184.975,239.49016
Roachford,Open Road,pop,120.028,204.48608
DJ Backslash & D-Gor,Take Me Away,alternative,128.026,346.17424
Carly Simon,Coming Around Again,pop,139.056,218.48771
The Faulous Thunderirds,Stand Back,rock,120.594,216.2673
S.K.A.M.,Killer,electronic,124.001,468.50567
Gruppo Sportivo,Tokyo,indie,72.4,71.00036
Snoop Dogg,Sensual Seduction,hip-hop,120.169,245.57669
Midnight Oil,Common Ground,folk,75.57,265.74322
The Gae Dixon Band,Five More Hours,hip-hop,147.912,235.62404
Alcatrazz,Evil Eye,rock,122.206,311.64036
Chris Brown,With You,hip-hop,86.002,205.26975
Roger Eno,Voices,classical,114.352,151.66649
Toy Keith,Loaded,rock,167.948,161.72363
Slaraffenland,Postcard,folk,144.989,138.97098
Gene Chandler,Wish You Were Here,hip-hop,103.199,124.55138
Michal Ho,Take Me Away,alternative,125.027,396.61669
Juno Reactor,God Is God,electronic,199.22,340.94975
The Enid,Adieu,pop,135.775,529.76281
Toots & The Maytals,Redemption Song,jazz,90.098,187.89832
Bone Crusher,We Are,folk,85.909,254.11873
Idlewild,Chandelier,pop,126.162,141.63546
Stevie B,Come Back,electronic,110.023,341.89016
Max Melvin,Underneath,alternative,160.109,320.33914
Howard Jones,Show Me,hip-hop,209.985,271.77751
Dougie MacLean,Get Me Out,rock,178.532,156.42077
Trace Adkins,Ride,electronic,124.149,237.11302
Yello,Vicious Games,electronic,127.499,231.49669
Frank Chacksfield,If,pop,157.163,190.9024
The Ventures,Hurricane,rock,153.276,175.77751
Pop Will Eat Itself,Can U Dig It?,alternative,129.095,196.98893
Rockin Reels,Dynamite,rock,204.53,164.67546
Heather Small,Rise Up,electronic,121.914,213.75955
The Crests,Guilty,alternative,100.966,166.71302
Xavier Cugat,Temptation,alternative,115.56,186.06975
Heart,Things,rock,104.145,175.64689
Hot Tuna,Candyman,indie,157.718,275.06893
Teenage Fanclu,Start Again,alternative,112.769,191.32036
Rich Roinson,Hold You,electronic,134.83,231.47057
Stakka Bo,Here We Go,pop,205.778,345.44281
Delroy Wilson,Live and Learn,rock,148.094,199.26159
Earl King,It Must Have Been Love,rock,99.301,156.08118
Billie Holiday,Without Your Love,rock,119.324,171.15383
Escape The Fate,Let It Go,electronic,87.583,208.09098
Toshack Highway,Waking Up,rock,136.608,352.88771
Max Sedgley,Happy,electronic,57.336,404.27057
Lloyd Brown,Love Is,rock,91.942,245.34159
Primal Scream;Denise Johnson,Free,alternative,129.3,333.68771
Aztec Two-Step,Walking on Air,hip-hop,164.632,149.10649
Open Hand,This Is The End,pop,135.663,216.21506
Kenny Loggins,This Is It,pop,102.978,236.35546
John Legend,Again,pop,105.9,301.81832
No Mercy,What Is Love,pop,124.013,271.0722
Joe Cocker,First We Take Manhattan,rock,129.31,222.48444
George Howard,Interlude,rock,85.485,7.05261
Boy George,Il Adore,rock,145.278,373.2371
Four Year Strong,Beep Beep, I Love You,181.957,245.10649
Stevie Ray Vaughan And Doule Troule,Crossfire,electronic,117.01,249.88689
Miles Davis,Summertime,pop,112.565,198.00771
Marian McPartland ,Conversation,pop,72.485,110.8371
Mindy Smith,Hurricane,rock,115.681,212.1922
The Sunny Cowgirls,Holding On,jazz,119.394,182.49098
Roen Ford,Earthquake,hip-hop,95.479,464.77016
Spencer Davis,Promises,alternative,139.313,229.56363
Darius Rucker,Winter Wonderland,electronic,121.059,160.80934
Loner,Supernatural,electronic,147.889,214.25587
Topmodelz,Take On Me,pop,131.809,391.10485
Drum Cult,Radio,alternative,124.995,411.37587
Slam,Positive Education,electronic,126.927,339.1473
Lady Saw,Dream On,rock,67.937,193.17506
Sugaaes,Promises,alternative,109.037,196.51873
Norman Connors,Rock With You,rock,114.034,299.72853
Baak Shayan,Flowers,pop,126.971,255.68608
Lou Rawls,The Letter,alternative,152.406,154.38322
Warrant,Quicksand,rock,116.777,237.92281
Usurp Synapse,Untitled,alternative,60.717,64.39138
The Pierces,Secret,alternative,145.002,228.62322
Simon Foy,Inside Out,electronic,139.522,382.06649
Mis-Teeq,All I Want,electronic,133.957,208.3522
Thomas Schumacher,Slow,electronic,124.041,573.1522
Graaf,I Wish,hip-hop,150.033,259.68281
Whispering Jack Smith,Sunshine,hip-hop,175.46,172.7473
Inspiral Carpets,Move,indie,138.101,206.28853
Irie R\xc3\xa9volt\xc3\xa9s,Voyage,electronic,130.714,186.17424
Der Blutharsch,Untitled,alternative,82.992,183.17016
Poptart Monkeys,Dreams,alternative,107.485,320.60036
Monk & Neagle,Secret,alternative,110.018,195.65669
David Arkenstone,The Long Way Home,rock,162.731,411.53261
Quincy Jones ,Ai No Corrida,jazz,122.592,249.25995
Love and Rockets,Set Me Free,hip-hop,151.989,164.23138
Chromatics,I Want Your Love,pop,116.946,401.3971
Army Of Lovers,I Am,pop,239.321,223.18975
Midnight Oil,Sometimes,electronic,163.556,208.53506
OneRepulic,All This Time,classical,145.05,215.71873
Greg Keelor,Home,folk,67.245,120.842
Joe Henry,Lighthouse,folk,112.229,311.24853
Crash Boom Bang,Dangerous,rock,146.047,183.03955
J. Holiday,Thank You,rock,122.489,262.76526
Bay Rasta & Gringo,Interlude,rock,99.149,25.36444
DJ Deeon,Milkshake,pop,139.945,227.63057
The Bachelors,Last Christmas,pop,107.034,269.21751
Jay Tee,Hard Times,electronic,160.711,258.42893
Reach The Sky,Sometimes,electronic,94.545,213.68118
Staylefish,Stereo,rock,152.278,378.98404
Deorah Brown,Finally,pop,40.869,391.00036
Mandy Moore,Senses Working Overtime,rock,128.223,250.48771
Bj\xc3\x6rk,Pagan Poetry,pop,131.726,312.45016
Pseudo Existors,Summer Nights,electronic,184.282,117.83791
Josh Martinez,Exile,folk,101.868,277.99465
Litto Neia,Manana,pop,176.953,233.61261
Rakim,Show Me Love,pop,88.874,258.95138
Dot Rotten,Voices,classical,139.991,234.26567
Craig Morgan,What You Do to Me,alternative,130.374,200.61995
Switch,Spiral,classical,145.047,395.36281
Jim Lauderdale,Change,alternative,109.153,173.60934
Madonna,Borderline,electronic,119.888,238.36689
Michael Allen Harrison,Silent Night,alternative,80.799,255.52934
Giorgio Moroder,Reach Out,rock,127.977,173.58322
Wyclef Jean ,911,hip-hop,86.99,259.36934
Sator,Stereo,rock,179.233,179.56526
Death By Stereo,Anything Goes,electronic,151.87,207.46404
Skink,Nothing,pop,110.045,87.30077
Morton Feldman,Only,hip-hop,62.978,92.49914
Samantha Fox,I Only Wanna Be With You,pop,130.51,164.04853
Astral Projection,One,electronic,141.99,552.48934
Ka\xc3\xa1t,Joy,electronic,110.66,100.54485
B.E.N & Mr. Pit,Superstition,pop,132.007,504.89424
112,Say Yes,pop,85.912,243.77424
Squares On Both Sides,Indication,pop,109.429,175.75138
Swiss,Cry,electronic,182.809,240.48281
Ernesto,Interlude,rock,78.791,93.88363
Sniff n The Tears,Without Love,pop,139.378,220.47302
Chromeo,Me & My Man,electronic,0.0,260.20526
Stacy Sullivan,Winter Wonderland,electronic,118.371,153.62567
Two Loons For Tea,Boy, Boy,151.842,295.20934
Carpenters,Silent Night,alternative,141.999,199.96689
Lake Trout,Bliss,jazz,177.007,219.42812
Cepia,As,rock,150.096,276.79302
Where Angels Fall,Requiem,alternative,100.041,388.51873
Mississippi Mass Choir,Be Still,electronic,90.19,351.42485
