Artist, Song, Genre, Tempo, Duration
Yoko Ono,Where Do We Go From Here,rock,148.602,182.282
Kingdom Come,Slow Down,rock,87.976,240.84853
Alannah Myles,Song Instead of a Kiss,rock,84.53,304.56118
Angra Mainyu featuring Di,Dark Horse,folk,126.009,452.91057
Aidonia,Reload,pop,121.676,176.95302
Hellsongs,Thunderstruck,electronic,110.49,309.75955
Kim Waters,Heaven Sent,jazz,90.052,251.55873
Danny Tenaglia_ Giorgio Moroder,From Here to Eternity,rock,121.515,366.44526
Mustasch,Parasite,country,175.09,159.4771
Joseph Arthur,Hunter,pop,81.296,213.89016
Kyoto Jazz Massive,Eclipse,indie,120.126,455.57506
Russell G,Lose It,rock,84.651,430.86322
Vienna Teng,Radio,alternative,113.974,252.96934
Agnostic Front,Take Me Back,hip-hop,190.765,117.4722
Sean Finn And Miss Candy Featuring Lucille,Higher,hip-hop,127.999,405.15873
Ercola feat. Annie,Follow Me,rock,133.932,251.19302
Kalle Baah,Turn Me On,folk,193.876,237.60934
Yuppie Pricks,Loser,folk,137.889,88.842
Doug Wimish feat. Shara Nelson,I Wanna Know,pop,101.009,282.64444
Moving Targets,This World,rock,176.155,111.28118
Wyclef Jean featuring T.I.,Slow Down,rock,180.092,317.46567
Starship,Jane,rock,117.57,249.36444
Wayne Wonder,You Got Me,jazz,111.996,169.27302
Tim McMillan,Bones,alternative,124.337,241.42322
The Dutchess & The Duke,Mary,jazz,89.916,168.33261
Toxic Narcotic,Parasite,country,197.436,139.31057
N-Duz,No One Knows,rock,103.916,203.93751
Roscoe Mitchell,Keep On Keeping On,pop,156.154,168.202
Tina Moore,Never Gonna Let You Go,folk,84.982,239.90812
Griffin House,Waterfall,rock,115.311,358.71302
Dolores ORiordan,Loser,folk,94.991,177.94567
Men Without Pants,Rock Show,rock,131.542,79.17669
Manchester Orchestra,Pride,rock,113.576,347.61098
Du Syndicate,I Need a Man,electronic,132.944,364.45995
The Fresh & Onlys,Endless Love,pop,167.319,121.93914
Andy Araham,Just My Imagination,alternative,90.908,232.54159
Wayne Watson,Beautiful Place,electronic,91.75,271.93424
Edward Shearmur,Dynamite,rock,80.944,146.62485
Alphaville,Inside Out,electronic,99.947,317.46567
The Haunted,Ceremony,alternative,195.112,223.05914
Morphine,Come Over,electronic,129.068,141.97506
Tony Tuff,Action,hip-hop,124.064,225.04444
X,Los Angeles,rock,188.59,134.53016
Zoo Brazil,Boy, Boy,126.457,367.04608
Eddie Jefferson,Body and Soul,pop,55.945,196.0224
Ronan Hardiman,New Lands,electronic,186.068,210.9122
Roie Dupree,Wrapped Around Your Finger,alternative,120.05,274.1024
Damage,Wicked,hip-hop,141.991,497.97179
Freeland,We Want Your Soul,electronic,125.996,373.49832
Throw That Beat In The Garagecan!,Over and Over,hip-hop,74.779,227.16036
Men of Vizion,Forgive Me,electronic,58.139,344.13669
Brad Paisley,Flowers,pop,104.614,229.58975
Holly Williams,Mama, I'm Coming Home,158.103,172.87791
Beth Hart,Easy,folk,141.004,364.30322
Graham Coxon,I Wish,hip-hop,122.041,287.65995
Tama Trio,Mas Que Nada,pop,160.627,162.19383
Sean Kingston,Me Love,pop,72.016,204.30322
Air,Photograph,rock,129.968,230.94812
Venus Hum,The Christmas Song,rock,131.874,217.88689
The Spencer Davis Group,Georgia On My Mind,rock,90.965,297.37751
Phyllis Hyman,Walk Away,rock,85.878,266.16118
Tone Loc,Wild Thing,rock,125.736,239.90812
Paul Jackson_ Jr.,Heaven,electronic,109.418,329.89995
a1,Everytime,pop,134.133,270.8371
Art Pepper,Imagination,electronic,82.762,357.48526
Tim Fite,A Little Bit,pop,83.118,191.32036
Barie Bangkok,Oh My God,hip-hop,112.5,151.37914
Majesty,Heroes,pop,121.779,398.2624
George Lewis & His New Orleans Stompers,Ice Cream,electronic,115.238,359.33995
Fractured,Everytime,pop,140.053,253.33506
Prospot,Stalker,electronic,84.649,409.93914
T-Pain,My Place,hip-hop,122.054,219.97669
Wicked Allstars,Yesterday,folk,140.084,322.2722
Enemies Swe,Superstar,hip-hop,141.977,189.93587
The Andrews Sisters_ Bing Crosy,Jingle Bells,electronic,121.508,153.59955
Kohfie Konnect,Wow,folk,96.748,206.602
Two Witches,Requiem,alternative,136.767,290.48118
Nanette Natal,Lose Control,indie,94.42,506.85342
The Ordinary Boys,Shut Your Mouth,electronic,148.001,191.21587
Perry Como,White Christmas,pop,100.36,206.86322
The Suways,Somewhere,folk,130.309,286.06649
2-4 Grooves feat. Reki D.,Relax,pop,130.012,181.02812
Crosy & Nash,Samurai,electronic,84.881,101.66812
Darin Zanyar,Un-Break My Heart,pop,110.189,255.76444
Newsoys,Dance,pop,140.085,215.71873
Her Alpert,Love Is,rock,103.926,269.53098
D-12,Fight Music,hip-hop,89.681,261.09342
The Bumleeez,Jingle Bells,electronic,99.391,177.08363
Boogie Drama,Action,hip-hop,84.641,356.8322
Betty Hutton,Basin Street Blues,electronic,121.518,194.21995
Marshall Jefferson,Move Your Body,hip-hop,126.999,388.33587
Shystie,One Wish,rock,134.12,248.52853
Mull Historical Society,Oh Mother,rock,88.508,186.46159
Mr. Vegas,Like That,electronic,107.63,249.91302
The Rum Diary,Audio, Video,124.217,111.64689
Michael Gettel,Shelter,electronic,133.045,354.37669
Kristian Stanfill,Go,rock,150.047,222.40608
20th Century Steel Band,Lazy Days,rock,112.945,205.68771
Dannii Minogue And The Soul Seekerz,Perfection,pop,129.993,437.7073
Tom Petty And The Heartreakers,Goldfinger,electronic,106.534,242.57261
Tony Roots,Ease Up,electronic,159.99,219.21914
Aidan Baker,Slide,pop,135.002,110.34077
LA NARANJA CHINA,Angel,electronic,160.055,351.05914
Gigi Dagostino,The Riddle,electronic,129.998,249.67791
Jonas Brothers,Tonight, Tonight,155.993,210.72934
Melissa Manchester,Bad Weather,pop,108.765,201.01179
H-Blockx,Yesterday,folk,86.011,187.53261
Fallacy,Requiem,alternative,150.075,284.02893
The Stuck-Ups,Good Girl,country,109.415,95.05914
Tiffany Giardina,Candy,rock,135.996,184.11057
Adema,Tornado,electronic,142.015,230.86975
One Voice,Silent Night,alternative,116.132,212.84526
Christian Falk feat. Royn,Dream On,rock,127.996,435.04281
Crash,Cocoon,pop,105.015,242.31138
Jason Donovan,Blue Velvet,electronic,80.976,170.31791
J\xc3\x6rn Schl\xc3\x6nvoigt,Halt mich,rock,95.992,172.19873
Bill Douglas,Voyage,electronic,114.946,253.93587
Korn,Blind,electronic,123.272,258.53342
Grayson Manor,Set You Free,electronic,126.714,187.402
The Fray,Happiness,rock,145.556,322.55955
Stacie Orrico,White Christmas,pop,111.384,219.21914
Bud Powell,Yesterday,folk,70.176,397.92281
Doy Doson,Strange,country,171.742,136.01914
Kamikaze,Paradise,electronic,160.071,194.08934
Lady GaGa ,Just Dance,electronic,118.985,243.33016
David Gilmour Featuring David Bowie,Arnold Layne,rock,136.031,241.89342
White Noise,White Noise,electronic,87.299,286.48444
Bo Margolin,Consolation,rock,66.636,210.57261
Kathleen Edwards,Run,rock,125.838,223.55546
Terry Winchell,Sing,pop,110.066,262.21669
Pulic Domain,Love U More,electronic,140.104,359.96689
Gianluca Motta ,Ooops Up,electronic,126.92,224.62649
Michael Stanley Band,Lover, Please Stay (live),128.676,292.85832
Troiz,No Hook,hip-hop,96.702,192.46975
Maura OConnell & De Danann,Maggie,electronic,94.214,236.12036
Three Dog Night,Joy To The World,pop,128.947,215.01342
Shape Of Broad Minds,Electric Blue,pop,105.055,266.10893
Elena,Pure,classical,90.667,249.99138
Brown Boy,Grace,rock,142.533,201.97832
Nine Inch Nails,Please,electronic,119.986,210.6771
John Foxx & Harold Budd,Linger,folk,175.763,119.19628
The Everly Brothers,Kansas City,electronic,96.76,146.442
Triinu Kivilaan,Now and Forever,pop,150.022,195.13424
Klaas,The Way,electronic,112.43,414.4322
Sensation,Taking Off,alternative,94.002,267.78077
Cj Peeton & Di,Let Me In,indie,127.989,511.73832
Weezer,Holiday,hip-hop,112.371,250.25261
Oasis,Fade Away,folk,124.052,252.1073
The Oppressed,White Flag,hip-hop,136.852,110.52363
Rage Against The Machine,Freedom,hip-hop,120.054,425.32526
Natalie Imruglia,Only You,alternative,91.024,207.64689
Beyonc\xc3\xa9,Halo,rock,184.908,393.42975
The Quails,Fever,electronic,150.925,263.13098
Jeff Kashiwa,The Good Life,rock,120.025,291.99628
Liza Minnelli,The Singer,alternative,100.49,145.34485
Timo Maas,Jetstream,alternative,121.972,393.24689
Stephen Simmonds,For You,jazz,90.798,327.8624
Clifford Brown ,Delilah,rock,47.903,484.41424
Cory Gunz,Rain,electronic,82.639,216.18893
Hella Donna,Come On,folk,120.046,191.37261
Danny Williams,Rain,electronic,74.958,207.12444
Simply Red,Shine,alternative,117.659,202.86649
Frankie Bones,Someone Like You,jazz,86.754,277.75955
Nita Whitaker,Shine,alternative,67.651,197.90322
Seventh Day Slumer,Candy,rock,146.804,282.14812
Richard Chartier,Untitled,alternative,100.828,1178.122
Carcass,I Told You So,country,138.605,230.45179
G-Unit ,Let It Go,electronic,100.738,186.06975
Norther,Nothing,pop,95.041,357.19791
Gordon,Forever Young,folk,90.053,189.28281
Epsilon Minus,Wasted Years,rock,135.121,260.54485
Atari Teenage Riot,Paranoid,hip-hop,83.007,180.71465
No Use For A Name,Weirdo,pop,119.651,157.36118
Dilated Peoples,Guaranteed,jazz,101.869,232.38485
R Kelly,I Believe I Can Fly,hip-hop,120.589,319.26812
Alex Bugnon,Any Love,rock,94.292,332.38159
Billie Holiday,Georgia On My Mind,rock,145.615,196.54485
Grammatrain,Drown,electronic,132.209,235.83302
Black Reel Motorcycle Clu,Bad Blood,rock,114.743,308.71465
Jimi Hendrix,Stepping Stone,pop,153.786,320.1824
The Awesome Machine,Supernova,hip-hop,155.223,168.54159
The 69 Eyes,Discipline,rock,143.685,197.92934
Little Jimmy Taylor,Keep On Keeping On,pop,103.005,166.79138
Marian McPartland ,Conversation,pop,112.009,59.58485
The Four Aces,Tell Me Why,pop,77.528,118.59546
Shakta,Fire,hip-hop,132.008,410.27873
Static revenger,Happy People,hip-hop,129.977,443.32363
Drumsound And Simon Bassline Smith,Ghosts,folk,86.929,426.89261
Bling Dawg,Knock Knock,indie,122.606,255.242
Trik Turner,Temptation,alternative,101.001,209.65832
Hellmouth,Crooked Teeth,indie,151.101,178.96444
Memphis Bleek ,My Life,hip-hop,144.703,293.14567
Hyrid,Original Sin,rock,128.007,418.66404
What We Feel,Freedom,hip-hop,105.007,219.95057
Rossington,Dangerous Love,pop,104.878,201.03791
RAMP,Infinity,pop,147.014,365.24363
Valeria,Good Morning,rock,87.091,208.29995
The Cranerries,Promises,alternative,130.015,327.49669
Drowning Pool,Regret,alternative,164.034,195.42159
Wolverine,Sarah,rock,138.75,271.67302
Biffy Clyro,Mountains,rock,157.886,203.33669
7000 Dying Rats,Untitled,alternative,85.045,5.04118
XTC,Dear God,pop,90.663,217.23383
Les Mis\xc3\xa9rales - 10th Anniversary Concert,Stars,alternative,95.409,206.47138
Tim Buckley,Wings,folk,112.574,163.94404
Electromagnets,Neon,rock,104.955,488.04526
Lam,Alien,pop,137.261,286.40608
Working Week,Sweet Nothing,electronic,92.293,219.19302
Taylor Hawkins & The Coattail Riders,Sunshine,hip-hop,151.055,212.00934
Craze C,Space,rock,141.947,523.75465
Golden Earring,Twilight Zone,rock,125.372,392.4371
Sanctus Real,I Love You,electronic,84.126,138.4224
Mos Def ,Roses,hip-hop,103.804,221.09995
Los Del Sol,Fiesta,folk,88.656,249.46893
BT,Suddenly,pop,129.994,486.32118
Elton John,Pain,jazz,130.344,229.38077
Cowoy Mouth,Bad Girl,electronic,190.943,162.42893
Piotta,Single,pop,134.667,205.34812
Arasive Wheels,Out of Control,jazz,110.123,206.88934
Kostia,Interlude,rock,139.482,295.26159
Jena Berlin,Dancing,electronic,82.443,102.5824
The Human League,Empire State Human,electronic,131.786,193.41016
Ganz Sch\xc3\x6n Feist,Vollmond,rock,130.932,312.47628
Dj Satomi,With You,hip-hop,136.035,331.98975
Central Seven,If I Were You,folk,138.95,211.98322
Capital Tax,You And Me,rock,83.022,303.04608
Hi-Tack,Say Say Say,folk,128.925,166.24281
Kevin Koell,Someday,indie,85.112,224.20853
Mirage,Woman,folk,231.146,307.98322
Mando Diao,Gloria,jazz,128.619,257.12281
Madness,Forever Young,folk,167.894,215.09179
TSOL,Serious,hip-hop,119.058,164.62322
Buffy Sainte-Marie,Lay It Down,indie,122.315,165.79873
The Rolling Stones ,Honky Tonk Women,folk,112.336,204.25098
Jade Warrior,Waterfall,rock,168.782,358.66077
Cantoma,Overtime,pop,137.966,307.48689
Donny Osmond,Mandy,pop,104.415,231.47057
Lyte Funkie Ones,Forever,hip-hop,127.837,255.73832
Ole van Dansk,Wicked,hip-hop,93.333,381.90975
Ti\xc3\xasto ft. Nicola Hitchcock,In My Memory,electronic,135.025,554.00444
PROFANE OMEN,Adrenaline,electronic,102.478,230.86975
Bad Hait,Lost Without You,rock,119.958,221.3873
Bodyrox ,Yeah Yeah,electronic,84.028,159.13751
Cassie Davis,Do It Again,hip-hop,133.651,127.9473
The Dangerous Summer,Home,folk,59.45,284.83873
The Teardrop Explodes,Chance,rock,127.912,122.74893
Bottom Line,Blind,electronic,190.036,162.0371
Steve Roach & Roert Rich,Forever,hip-hop,85.532,291.42159
Kenny Rogers,Sunshine,hip-hop,113.093,190.27546
Enya,I Want Tomorrow,folk,70.893,242.23302
Santas Little Helpers,Winter Wonderland,electronic,139.863,70.32118
The Bad Plus,Guilty,alternative,170.047,333.92281
The Undecided,Blind,electronic,162.767,170.60526
The Golden Palominos,Over,pop,134.041,424.12363
K-Ci & JoJo,Hi, Hi,97.957,112.1171
The Casualties,Blitzkrieg Bop,rock,116.014,110.99383
Toni Braxton,Breathe Again,pop,153.953,255.03302
Fermin Muguruza feat. Todos Tus Muertos_ Amilcar Lumuma_ Ana Sol Torroixa,54-46, That's My Number / Dreamland,186.956,275.48689
Mike Shupp,Stranded,pop,138.127,253.12608
Cosarosa,Summertime,pop,202.33,133.74649
Sonya Kitchell,Words,electronic,145.434,242.96444
David T. Chastain,Mind Games,folk,85.956,392.56771
Alien Ant Farm,Wish,rock,133.275,204.7473
Josef Locke,Silent Night,alternative,107.0,184.97261
Ryan Leslie,Quicksand,rock,99.998,224.86159
The Freelance Hellraiser,All I Want,electronic,221.927,233.01179
Texas,Fade Away,folk,101.591,208.48281
Soul Stalker,Another Day,electronic,109.996,194.82077
The Fall-Outs,Seen the Light,rock,86.207,217.39057
Kvazar,Sometimes,electronic,157.395,309.28934
Bo Bice,The Real Thing,rock,146.848,201.66485
Index ID,Gone, Gone,174.022,255.7122
Ayreon,The Stranger From Within,folk,201.976,453.79873
Marian McPartland ,Conversation,pop,45.78,83.04281
Irma Thomas,Breakaway,hip-hop,81.316,163.42159
Toy Toias,In Your Eyes,folk,75.993,359.26159
Ursula 1000,The Wizard,jazz,94.994,198.89587
Nada Surf,Slow Down,rock,160.763,249.62567
Angelique Kidjo ,Open Your Eyes,rock,141.947,268.45995
Ernie,Sandstorm,electronic,114.031,421.40689
EZ Rollers,Carousel,rock,177.974,247.90159
Billy Vaughn Orchestra,Auld Lang Syne,jazz,129.609,163.57832
Patti LaBelle,Winter Wonderland,electronic,101.704,122.5922
Sinister Street,Lost for Words,pop,127.322,375.43138
Dead Left,Tell Me Why,pop,89.49,208.92689
The Triffids,Wide Open Road,alternative,161.812,249.86077
Logistics,Never Ending Story,rock,173.972,292.44036
Lena,Dawn,electronic,97.995,186.17424
Al Storm Feat. Ali,Rain,electronic,175.985,272.77016
Erik Gr\xc3\x6nwall,Bodies,rock,94.966,221.04771
33Miles,Hold On,folk,139.673,252.00281
George Michael,An Easier Affair,rock,120.954,278.56934
Vakill,Forever,hip-hop,181.233,193.90649
Daycare Swindlers,Too Late,rock,111.345,130.0371
Aalto,Rush,electronic,137.954,472.0322
Siouxsie And The Banshees,Forever,hip-hop,59.465,245.2371
Fluke,Freak,hip-hop,130.004,469.28934
Whateverland,My Love,classical,140.437,189.93587
Northern Kings,Sledgehammer,folk,119.949,308.21832
Delerium,Magic,rock,99.998,275.66975
Benjy Myaz,Conversation,pop,165.209,234.63138
Rufus Featuring Chaka Khan,Hollywood,alternative,92.742,249.49506
Ridin Thum,I Told You So,country,67.674,346.74893
Hil St Soul,For Your Love,rock,96.97,224.02567
Barcelona,Mirror Man,electronic,132.973,227.44771
Valve,Clarity,electronic,137.939,525.47873
Fischerspooner,Natural Disaster,hip-hop,124.797,286.35383
Rick Cua,Eternity,country,129.639,254.11873
Moving Hearts,Downtown,alternative,122.705,205.42649
Enchant,Surrounded,electronic,127.032,258.01098
Oasis,Hey Now,hip-hop,101.362,341.41995
Martin Jondo,Children,electronic,155.932,248.55465
Lone Pigeon,Waterfall,rock,112.74,259.86567
Kellie Pickler,Happy,electronic,144.041,220.05506
Aces High,In Your Eyes,folk,144.002,274.88608
Betty Davis,Ooh Yeah,rock,139.426,189.09995
Delilah,The Way You Make Me Feel,rock,129.348,237.87057
Diana Krall,Basin Street Blues,electronic,99.606,352.62649
Six y Seven,New Year,pop,141.135,216.2673
Blufeld,Glow,pop,125.001,337.81506
Supergrass,Moving,rock,74.002,254.53669
Eight Legs,Untitled,alternative,101.788,181.05424
Joseph Arthur,Electrical Storm,electronic,90.153,290.0371
Sarah Slean,Wake Up,alternative,62.017,225.04444
Arasive Wheels,Born Loser,hip-hop,95.455,175.43791
Speeduggy USA,Hurricane,rock,70.837,184.16281
Gary Burton,Clarity,electronic,115.201,354.11546
The Saturdays,Work,pop,100.36,193.98485
Z\xc3\xa1m\xc3\x3 Jimmy,Only You,alternative,123.016,150.07302
Charming,Sunday Morning,rock,110.686,107.93751
Pulic Domain,Love U More,electronic,140.209,177.21424
Doro,Broken,rock,137.74,287.11138
Joyce Cooling,The Wizard,jazz,114.91,311.35302
Augie Meyers,I Wonder Why,electronic,87.05,201.66485
The Mo,Here We Go,pop,130.49,366.2624
Lisa Stansfield,In All the Right Places,pop,89.998,363.78077
Jennifer Love Hewitt,First Time,rock,93.0,229.51138
Stryper,Alive,alternative,147.785,216.08444
Bjorn Berge,I Believe,jazz,145.366,258.89914
Dio,I Am,pop,85.629,300.2771
Hack Mack Jackson,Sometimes,electronic,124.321,165.8771
Chuck Love,Playing With Fire,hip-hop,0.0,215.03955
Since Octoer,Beautiful,hip-hop,93.951,211.66975
Angus & Julia Stone,Wasted,electronic,90.203,172.85179
Pete Murray,Sugar,electronic,141.395,294.47791
Yellowman,Beat It,hip-hop,179.915,211.722
The Mystic Moods Orchestra,A Dream,alternative,109.662,275.33016
Jihad,Blackout,rock,105.993,165.19791
South Central Cartel,What!,electronic,100.067,214.41261
Jamie-Sue Seal,Jesus,pop,70.721,193.14893
Bauchklang,Come Along,hip-hop,126.324,238.71519
Soul Emraced,Crawl,hip-hop,160.059,231.67955
The Barracudas,Not That Kind,pop,144.21,245.36771
Chris Isaak,The Christmas Song,rock,156.62,214.69995
Second Skin,Unwritten,pop,87.289,259.39546
Article One,Angels,rock,85.34,267.31057
Bing Crosy,White Christmas,pop,97.937,176.84853
Mariano Yanani,Seven Days,classical,85.943,163.18649
Cheap Czad,Temptation,alternative,136.087,203.96363
Kris Kristofferson,The Wonder,electronic,84.352,208.97914
Stationary Odyssey,Los Angeles,rock,113.14,68.362
Peshay,Switch,hip-hop,172.654,365.63546
Worm,Gone, Gone,120.078,325.74649
Timo R\xc3\xa4is\xc3\xa4nen,Without You,rock,122.737,248.81587
Lisa Scott-Lee,Lately,jazz,137.841,218.85342
Fold Zandura,Everything,alternative,152.548,222.98077
The Velvet Underground ,New Age,pop,77.776,399.82975
Kai Winding,Sunday,alternative,158.673,196.0224
Joy Division,Transmission,electronic,156.982,182.25587
Velvet Revolver,Set Me Free,hip-hop,162.983,246.02077
MF Grimm,Emotions,pop,88.996,264.28036
Menswear,Daydreamer,hip-hop,110.122,138.03057
Sam Brown,Kissing Gate,jazz,108.144,201.58649
Famous L. Renfroe,War,rock,110.397,185.25995
Power Project,Blue,blues,93.345,282.85342
Carlton Livingston,Marie,rock,135.703,189.75302
Shattered Realm,Showdown,hip-hop,154.489,98.87302
Sa-ra Creative Partners,Glorious,electronic,91.015,281.33832
Wire,Strange,country,106.342,149.34159
Kristian Stanfill,I Need You,rock,147.811,287.50322
Pete Townshend,Body Language,hip-hop,120.86,93.28281
Jean Elan,Killer,electronic,85.328,412.00281
Zakir Hussain,Sandstorm,electronic,142.912,337.65832
Guerilla Black,Whatever,rock,166.054,237.73995
Microstern,Windows Down,pop,124.928,275.66975
Naked Beats,Hope,electronic,129.0,425.482
Randy Edelman,Finale,electronic,119.68,54.64771
Donald Byrd,Think Twice,electronic,216.244,370.65098
Seastian Deyle,I Want You Back,pop,85.011,256.80934
The Pilgrim Travelers,Go Ahead,rock,103.746,163.86567
House Mouse,Dancing,electronic,129.996,347.53261
Doug Hoekstra,Eternity,country,85.977,189.90975
The Police,Roxanne,alternative,92.433,490.86649
Gloria De Haven,Life,pop,131.357,115.66975
Tommy Tee,Wow,folk,161.626,209.71057
Kay Stone,Alone,rock,143.005,396.30322
Wolfman featuring Pete Doherty,For Lovers,alternative,93.975,231.73179
Moy,Sound,electronic,148.744,71.1571
Agoria,Diva Drive,electronic,80.032,429.58322
White Heart,Heroes,pop,91.77,287.39873
Ozma,So Bad,rock,89.984,311.92771
Lovehammers,Loaded,rock,75.875,219.03628
Esthetic Education,Regret,alternative,107.317,267.85914
The Lovetones,Alone,rock,75.218,304.22159
Rememering Never,Blue,blues,73.868,159.9473
Real Life,Cars,jazz,124.99,221.77914
Lenny Dee,Undecided,electronic,184.528,133.17179
Brother Beyond,Restless,alternative,106.636,261.35465
Enrique Iglesias,Miss You,electronic,96.402,201.24689
Helena Noguerra ,Work,pop,161.375,156.55138
Brian Lane Green,I Miss You,alternative,86.158,331.2322
North Dakota,Reflection,rock,137.914,493.29587
Metermaids,Feel Alive,electronic,99.017,202.78812
Dudley Perkins,Flowers,pop,91.194,149.39383
Shirley Horn ,Conversation,pop,177.791,224.20853
Tor.Ma in Du,Higher,hip-hop,114.955,367.64689
Jos\xc3\xa9 James,Warrior,hip-hop,85.015,353.14893
Keith Lelanc,Hallelujah,hip-hop,190.344,218.67057
Westlife,Let There Be Love,rock,120.585,163.16036
Bangles,Manic Monday,rock,121.382,184.89424
Carol Douglas,Light My Fire,hip-hop,121.764,315.29751
Michelle Williams,Thank U,alternative,120.019,225.93261
Eric Andersen,It Must Be Love,pop,124.134,225.07057
Brand X,Fragile,classical,185.657,328.33261
Masif DJs,Silence,electronic,147.813,183.2224
Ernest Ranglin ,Headline News,rock,119.292,311.09179
Roy Orison,Walk On,electronic,198.218,171.96363
Aliens Ca,Escape,pop,192.355,94.37995
Caroline Henderson,Dive,folk,100.499,305.73669
Jeremih,My Sunshine,electronic,80.038,258.89914
The Cassandra Complex,I Want You,jazz,121.135,165.642
Hot Boogie Chillun,Tonight, Tonight,194.626,155.29751
Big In Japan,Here We Go,pop,185.539,153.91302
Silverchair,Blind,electronic,171.353,254.11873
Phoee Killdeer & The Short Straws,Let Me,country,105.083,173.21751
War Of Ages,Desire,electronic,169.507,174.39302
Bright Eyes,Bad Blood,rock,95.004,280.00608
Ara Moore,Sorry,electronic,92.031,321.01832
Oceanic,Insanity,electronic,126.973,235.25832
DJ Wally,Illuminated,electronic,87.697,277.9424
The New Frontiers,Mirrors,pop,136.997,293.40689
The Bacon Brothers,Children,electronic,115.0,241.21424
Everyday Sunday,The One,alternative,93.435,190.61506
Michael W. Smith,Silent Night,alternative,71.257,94.61506
Kosheen,Wish,rock,110.012,309.81179
