Artist, Song, Genre, Tempo, Duration
Sergio Mendes ,Mas Que Nada,pop,101.059,267.20608
Sunscreem,Secrets,folk,172.172,241.89342
Little Eva,The Loco-Motion,electronic,129.781,145.162
Britney Spears,Everytime,pop,85.331,206.81098
Hiram Bullock,Voodoo Chile,rock,129.245,502.69995
Aerosmith,Angel,electronic,76.096,335.33342
Jimmy Riley,Life,pop,85.746,232.25424
House Of Lords,Rock Bottom,electronic,127.974,232.75057
Gary Nichols,Paper Doll,jazz,73.979,162.19383
Timo Maas,Bad Days,rock,87.995,417.56689
Butthole Surfers,All Day,folk,79.709,512.1824
Rikk Agnew,Everyday,jazz,154.286,269.40036
Stiff Meat,Lonely,pop,166.124,240.29995
Max Melvin,Someday,indie,100.01,262.79138
Jimi Hendrix,Fire,hip-hop,167.263,192.23465
Teena Marie,Light,electronic,59.253,78.96771
U2,Vertigo,electronic,130.013,451.44771
Xmilk,Why,rock,146.454,100.8322
Shanadoo,King Kong,electronic,142.946,225.20118
Snow Patrol,Chasing Cars,pop,106.002,268.95628
Glen Washington,Your Love,hip-hop,102.605,234.68363
4Him,Wings,folk,171.329,241.97179
KRS-One,Getaway,rock,109.072,187.24526
James Last,Summer Rain,electronic,84.001,227.94404
Virtuoso,Beautiful Maria of My Soul,folk,100.095,277.7073
Go,No Regrets,alternative,133.986,153.33832
Wang Chung,Dance Hall Days,rock,205.245,234.762
Hot Chip,Hold On,folk,134.5,381.17832
Chariots,Ghosts,folk,98.085,162.69016
Bo Carlisle,Somewhere,folk,141.379,326.16444
Mongo Santamaria,Hush,jazz,175.613,366.70649
Beyonc\xc3\xa9,Be With You,electronic,149.913,260.20526
Deep Forest,Madazulu,electronic,133.392,301.06077
2Fresh,Get It Started,alternative,85.322,461.24363
Charlie Haden & Chris Anderson,Alone Together,rock,115.007,412.21179
Sugarom,Gone, Gone,139.778,219.74159
April Wine,Say Hello, Wave Goodbye '91,166.036,179.04281
Sergio Franchi,Silent Night,alternative,69.768,170.94485
Mongo Santamaria,Lady Marmalade,rock,118.295,194.76853
The Police,Wrapped Around Your Finger,alternative,85.207,313.70404
David Saylor,This Time,rock,112.998,273.34485
Slim Whitman,Serenade,classical,100.398,141.92281
Carl Smith,Hey Joe,rock,120.546,141.47873
UK Sus,Crash Course,electronic,123.26,140.30322
Mr. Lif,For You,jazz,107.32,327.6273
Little Milton,My Way,electronic,76.415,264.59383
Wilshire,When,electronic,126.179,181.49832
Cowoy Mouth,Disconnected,electronic,103.218,237.60934
Tum Tum,So Fresh, So Clean,66.565,209.18812
Plasmatics,Dream Lover,rock,125.363,344.24118
Gyptian,Lonely,pop,186.285,253.70077
Camp Lo,Uptown,rock,90.983,214.46485
Wonderland,You,classical,123.976,172.30322
S.U.P,Insanity,electronic,78.601,369.24036
Vivian,Better,electronic,140.08,184.63302
Jeff Wahl,Waterfall,rock,243.195,43.88526
BigElf,Superstar,hip-hop,120.07,225.59302
In Extremo,Vollmond,rock,110.133,297.45587
Krystof,Star,rock,105.157,301.24363
Cece Winans,Life,pop,124.332,248.99873
Roni Size,Encore,electronic,87.618,268.9824
Streetwize,No One,pop,93.001,265.58649
Screamin Jay Hawkins,I Put a Spell on You,rock,130.335,211.33016
Radney Foster,Again,pop,140.595,208.14322
Jah Cure,Freedom,hip-hop,85.731,287.65995
Deathstar,Represent,rock,142.253,122.56608
Korn,Right Now,electronic,210.691,185.93914
David Gilmour Featuring Richard Wright,Arnold Layne,rock,138.43,202.1873
Marvin Sapp,Smile,jazz,97.022,264.09751
DJ Nasty,Do It,folk,100.013,191.84281
Nine Inch Nails,Survivalism,rock,86.624,256.83546
The Black Crowes,Sting Me,rock,97.672,348.89098
Jimmy Riley,Conversation,pop,165.67,225.802
Eminem,Beautiful,hip-hop,131.955,397.60934
Mothers Pride,Silence,electronic,79.252,244.71465
Jedi Mind Tricks,Silence,electronic,96.054,205.06077
Frankie J,Gone, Gone,117.844,273.00526
George Nooks,No One Knows,rock,85.994,222.14485
Vangelis,Procession,alternative,119.712,573.67465
M\xc3\xam,Nightly Cares,electronic,95.576,249.05098
The Jets,Curiosity,pop,122.954,280.65914
Bow Wow Wow,Sex, Love & Money / Ghetto Rock,137.398,167.83628
Janitor Joe,Boyfriend,indie,160.979,169.22077
James Newton Howard,Voices,classical,88.662,95.50322
Michael Jackson,Dirty Diana,rock,131.319,281.73016
Martin Sexton,White Christmas,pop,90.099,144.19546
Silverchair,The Door,rock,91.922,213.13261
4Him,Freedom,hip-hop,182.247,238.49751
The Panic Channel,Awake,electronic,147.975,227.99628
The Cure,Cut Here,alternative,135.038,250.85342
Eddie Turner,Secret,alternative,93.99,254.9024
Paul Glazy,Beautiful,hip-hop,149.864,541.51791
Saga,Believe,folk,101.303,294.73914
Thriller U,Memories,electronic,89.675,226.32444
The Cars,Drive,rock,111.319,234.50077
De La Soul ,Rock Co.Kane Flow,hip-hop,86.813,185.23383
The Rapture,The Devil,alternative,119.813,277.02812
George Lopez,Memories,electronic,118.06,153.49506
DJ Harry,Shadows,electronic,181.371,309.60281
Black Eyed Peas ,Magic,rock,103.652,275.04281
Beenie Man,Imagination,electronic,159.248,230.24281
Mystery,Faith,rock,171.787,216.73751
Buju Banton,Searching,rock,85.988,256.78322
Laidack Luke & Diplo,Hey!,jazz,126.94,315.92444
Steve Vai,Brother,electronic,227.161,304.71791
The Mustangs,So Many Roads,hip-hop,117.044,174.57587
J.B. Lenoir,I Feel So Good,rock,129.583,114.62485
Screaming Jay Hawkins,I Need You,rock,172.112,128.96608
Fiona,Why,rock,157.759,215.06567
Roen Ford,The Champ,hip-hop,114.681,312.92036
White Heart,Hold On,folk,125.881,221.20444
Busta Rhymes,Taste It,rock,146.971,226.32444
Papa Wema,Zero,alternative,134.201,265.76934
Spitfire,Tanzen,rock,155.056,200.09751
Rick Snel,Metanoia,rock,133.0,465.99791
Tree,Try,folk,101.409,172.90404
Carl Doy,Wave,folk,147.51,233.58649
Converge,Dark Horse,folk,156.924,174.75873
Shamen,Phorever People,alternative,125.749,292.28363
Jennifer Lopez,Play,pop,104.796,211.56526
Kelly Clarkson,Never Again,folk,131.991,368.92689
All Girl Summer Fun Band,Rewind,rock,76.455,138.97098
Tania Maria,Come With Me,hip-hop,176.18,325.66812
Placeo,The Never-Ending Why,rock,118.956,221.6224
Sex Pistols,Pretty Vacant,rock,144.573,194.58567
Pinch,Joyride,rock,139.994,315.84608
Uphill Battle,Memory,folk,137.911,210.36363
The Statler Brothers,White Christmas,pop,99.66,140.69506
The Kings,Who Do You Love,electronic,100.65,191.21587
Agnostic Front,Rock Star,hip-hop,116.438,94.6673
Steve Vai,Fire,hip-hop,163.692,363.36281
Jan Wayne,Hello,jazz,127.968,381.28281
James Taylor,Everyday,jazz,101.967,197.11955
Tito Puente,China,jazz,88.384,295.05261
Spooky Tooth,Evil Woman,rock,142.646,545.74975
Grayson Capps,Mermaid,alternative,132.684,236.59057
Amil,Get Down,electronic,90.894,269.19138
The Smashing Pumpkins,Rocket,alternative,115.938,246.93506
Richi M.,Wake Me Up,classical,136.826,590.00118
Tim Hughes,Dance,pop,145.962,268.2771
The Misfits,Halloween II,alternative,83.953,133.27628
Tomash Gee,Bad, Bad Leroy Brown,146.999,373.75955
30 Seconds To Mars,Hunter,pop,106.525,234.73587
George Lopez,Dogs,folk,75.114,297.22077
Quincy Jones,Exodus,electronic,109.86,204.82567
Kiss,Domino,pop,91.413,240.45669
Janet Jackson,Again,pop,129.542,227.082
The London Pops Orchestra,Smile,jazz,67.6,204.2771
Moonspell,Sacred,electronic,120.064,313.46893
Lamda,Hold On Tight,rock,128.07,180.79302
Justin Timerlake,What Goes Around...Comes Around,pop,127.952,254.1971
Moon Mullican,Mona Lisa,electronic,74.6,170.52689
Hot Chip,No, No,146.035,182.15138
Harry Dioula,Rendez-Vous,electronic,167.952,249.88689
Snow Patrol,Wow,folk,143.038,242.05016
Eminem,Paul,rock,120.765,13.58322
Alex,What If,country,147.871,250.69669
Helen Love,Shifty Disco Girl,indie,95.575,185.36444
Justin,Show Me,hip-hop,104.71,203.2322
Rhian Sheehan,Untitled,alternative,83.412,38.922
Michal,Stay With Me,pop,149.897,217.39057
Royal Bule Orchestra,Too Bad, So Sad,94.055,184.81587
The Killers,When You Were Young,alternative,130.065,269.76608
Usher,Moving Mountains,rock,126.955,309.83791
Mars Ill,Saturday Night Special,rock,69.313,287.55546
Herstrock,Halt mich,rock,99.995,203.4673
Phil Vassar,This Is My Life,pop,94.007,217.28608
Spade Cooley,Lover, Please Stay (live),172.612,108.87791
The Berzerker,Humanity,electronic,86.5,105.45587
The Dreamtree Project,Bliss,jazz,134.291,798.1971
Devanic,I Am,pop,87.044,336.06485
Converge,Deep Inside,electronic,152.775,407.03955
The Plimsouls,I Want You Back,pop,123.452,147.9571
LL Cool J ,What You Want,folk,50.51,264.48934
The Cardigans,Rise & Shine,rock,161.994,211.35628
Beherit,Witchcraft,rock,133.954,192.13016
The Plimsouls,Women,rock,162.907,192.13016
Shapeshifters,Chime,electronic,131.996,467.43465
Jay & The Americans,Tomorrow,rock,86.442,173.58322
1. Futurologischer Congress,Tokyo,indie,164.35,135.41832
Cartel,Georgia,indie,151.956,234.1873
Captain Hollywood Project,All I Want,electronic,109.85,372.27057
Jeanne Pruett,Love Me,pop,113.384,193.01832
John Digweed,Warung Beach,electronic,125.015,460.79955
Rick Astley,Nature Boy,alternative,99.985,192.10404
Faces,Stay With Me,pop,182.085,279.84934
Aynsley Lister,Crazy,alternative,96.364,227.10812
Chris Brown,I Love U,pop,66.696,182.22975
Broadcast,Guardian Angel,electronic,166.809,302.52363
The Incurales,Finally,pop,99.139,276.63628
Bee Winans ,Everyday,jazz,144.005,324.93669
Poncho Sanchez ,Morning,pop,215.461,355.05587
RyanDan,Always,alternative,111.518,235.12771
Patric C,Everything Has Changed,pop,198.138,286.4322
YZ,Love,folk,43.991,287.37261
Brainchoke,Crystal Clear,electronic,137.07,87.14404
Slim Whitman,China Doll,alternative,107.584,170.81424
Super700,The Other Side,alternative,64.101,47.28118
Johnny Osourne,Turn Me On,folk,91.775,271.5424
Cocoa Tea,100%,alternative,115.862,228.96281
Gorillaz,White Light,blues,154.873,128.41751
All Girl Summer Fun Band,Everything I Need,rock,139.967,212.84526
Take It Back!,These Days,pop,135.264,204.90404
Philip Bailey,Silent Night,alternative,160.313,210.93832
Agnostic Front,Come Alive,electronic,185.453,122.17424
Inspiral Carpets,Keep The Circle Around,indie,150.226,230.05995
Enuff Z Nuff,Style,hip-hop,158.795,182.15138
Bad Company,Rock Steady,folk,102.984,229.58975
Snow Patrol,New Sensation,rock,114.954,214.5171
The Sensational Alex Harvey Band,Delilah,rock,90.689,316.81261
CoCo Lee,Killing Me Softly With His Song,jazz,100.82,310.54322
Natalie Cole,The Gift,rock,115.45,194.53342
Franco,Forever,hip-hop,89.984,251.61098
The Rodeo,Cha Cha Cha,hip-hop,130.203,176.97914
The Elders,Fire in the Hole,electronic,151.726,274.46812
Chris Brown,Forever,hip-hop,85.322,389.25016
Mariano Yanani,When We Dance,classical,85.024,239.22893
Moss,Common Ground,folk,115.091,484.62322
Chris Brown,Help Me,blues,89.966,197.09342
Alicia Keys,Wait Til You See My Smile,pop,119.959,240.22159
Ginny Owens,Long Way Home,electronic,120.168,256.39138
Nine Inch Nails,Sin,rock,85.599,242.96444
Brian Littrell,Wish,rock,98.937,236.45995
David Arkenstone,First Kiss,country,73.162,205.11302
Snow Patrol,In My Arms,electronic,84.595,276.68853
Eri Esitt\xc3\xa4ji\xc3\xa4,Dawn,electronic,91.928,158.58893
Sunscreem,Perfect Motion,electronic,125.055,590.15791
Grandpa Jones,All American Boy,rock,177.752,159.60771
Miguel Migs,The One,alternative,104.988,284.60363
Bloc Party,One More Chance,rock,127.154,166.26893
The Smashing Pumpkins,Real Love,electronic,152.999,249.62567
Sick Of It All,Sanctuary,electronic,196.327,109.00853
Heavenly,Smile,jazz,69.965,234.60526
Gang Of Four,Is It Love,alternative,117.0,273.99791
Roin Fox,Wonderland,rock,140.021,515.65669
Mary Black,Sweet Love,hip-hop,42.75,310.20363
Roy Buchanan,Hey Joe,rock,119.089,329.66485
Eastmountainsouth,Hard Times,electronic,125.986,225.61914
Saga,Thank You,rock,74.811,243.61751
Carl Smith,Hey Joe,rock,110.076,151.24853
Carl Smith,Hey Joe,rock,124.648,136.04526
Gregory Isaacs,Down the Line,indie,138.039,219.402
Mariano Yanani,Why Should I Cry For You,classical,80.008,180.71465
Loop Guru,Climax,electronic,95.321,521.9522
Carolyn Arends,Happy,electronic,97.958,231.36608
Styles P & The Evil Genius DJ Green Lantern,Shadows,electronic,167.873,235.04934
Buju Banton,Destiny,rock,134.941,239.0722
Helen Love,Calm Down Dad,indie,205.016,143.15057
Chroma Key,Salvation,alternative,120.091,160.31302
Anna Areu,Shame,alternative,143.864,205.45261
Mykill Miers,Listen,folk,91.16,236.5122
Wet Wet Wet,Love Is All Around,pop,84.084,246.38649
Joe Lynn Turner,Knock Knock,indie,161.063,231.1571
Amy Winehouse,Valerie,hip-hop,96.224,229.85098
Bon Jovi,Wildflower,folk,93.044,253.83138
KMD,Change Your Mind,country,119.961,239.12444
Nana Mouskouri,Only You,alternative,137.476,175.12444
Paul Avgerinos,In My Heart,alternative,85.558,338.96444
Coolio Da Unda Dogg,Do Or Die,electronic,160.018,240.22159
Mariah Carey,Someday,indie,111.755,236.5122
Electrostatic,Today,electronic,130.023,285.88363
Alice Stuart,Bad Girl,electronic,111.214,189.93587
DCX,Hold Me,blues,135.045,193.72363
The Cure,Primary,alternative,165.303,209.60608
Sade,Paradise,electronic,80.292,271.98649
Anthony Cruz,Missing You,rock,161.899,217.75628
Diamond Rexx,Fire,hip-hop,103.14,181.39383
Butthole Surfers,Tongue,rock,122.47,126.64118
Montrose,Down,alternative,85.493,197.51138
Future Leaders of the World,Spotlight,electronic,120.638,249.67791
Zera,Red,electronic,90.07,205.11302
T-Bone,Ride Wit Me,hip-hop,96.007,234.16118
Kirk Franklin with toyMac & Sonny (of P.O.D.),Let It Go,electronic,153.819,299.85914
Movado,Dreaming,alternative,184.012,182.07302
Kenny G Featuring Brian McKnight,Careless Whisper,rock,149.979,232.25424
Bescenta,Why,rock,76.014,231.91465
Natasha Bedingfield,These Words,pop,97.325,377.25995
Patti Smith Group,Wave,folk,76.814,284.21179
Maddox Brothers and Rose,Jingle Bells,electronic,99.6,145.162
Jim Chappell,First Kiss,country,88.479,241.8673
Dala,Alive,alternative,121.967,240.27383
Oldelaf et Monsieur D,Ouragan,pop,116.714,540.47302
Casual,Let Me,country,83.979,270.78485
Bikini Machine,The Race,electronic,109.402,280.76363
Blue Octoer,Blue Skies,jazz,116.896,223.29424
The Exciters,Tell Him,pop,89.342,142.21016
Beo Norman,Sunday,alternative,90.191,219.45424
Sandi Thom,Bleeding Love,pop,96.171,261.72036
Boie Gentry,Reunion,electronic,99.777,156.21179
Gal Costa,Wave,folk,123.871,230.47791
Carroll Thompson,Change,alternative,127.506,188.15955
Vangelis,Twilight,rock,163.789,297.66485
Johnny Pearson,Purple Haze,rock,113.761,153.70404
Mystic Rhythms Band,Eden,pop,122.875,453.66812
Gerald Veasley,Love Letter,alternative,76.693,251.21914
Brasilian Tropical Orchestra,Yesterday,folk,159.848,160.31302
Su Focus,Juno,rock,173.903,292.98893
Mighty Diamonds,Searching,rock,86.205,215.562
Cama,Fade Away,folk,106.519,221.17832
Kanye West ,Gone, Gone,114.39,333.34812
Pacha Massive,Drive,rock,125.994,300.93016
Jimmy Page ,Thank You,rock,152.313,348.08118
Marilyn Scott,Take Me With You,rock,110.226,245.62893
Fontella Bass,Rescue Me,hip-hop,124.369,165.72036
Gwen Stefani,What You Waiting For?,rock,136.044,225.41016
Al De Lory,Country Girl,rock,95.871,175.49016
Donna The Buffalo,Broken Record,electronic,86.012,196.75383
The Gathering,Locked Away,pop,105.937,215.71873
Shunza,Happy,electronic,141.584,295.96689
Laidack Luke & Diplo,Hey!,jazz,126.958,431.51628
Gran Coquivacoa,Jesus,pop,144.03,286.45832
Old Soul,Silent Night,alternative,135.044,85.99465
Gloria,All the Way,pop,132.834,219.24526
Franz Ferdinand,No You Girls,rock,119.943,428.45995
The Prodigy,What Evil Lurks,rock,0.0,265.76934
Scheich,I Like,pop,90.01,344.81587
KNaan,Smile,jazz,163.44,249.12934
Kelly Clarkson,Cry,electronic,142.137,214.5171
Beres Hammond Feat. Natural Black,Let The Good Times Roll,hip-hop,146.238,223.4771
Vilma Palma e Vampiros,Bye Bye,pop,197.232,344.86812
Nick Cave & The Bad Seeds,Loverman,alternative,137.589,382.01424
Jo-El Sonnier,Amazing Grace,folk,123.472,192.67873
Malefaction,Forever,hip-hop,231.145,53.36771
John Van Tongeren,Salvation,alternative,150.111,45.37424
T.O.K.,Saturday,rock,97.997,225.72363
Franz Ferdinand,Do You Want To,rock,124.01,214.9873
Pretty Boy Floyd,Shut Up,pop,132.025,236.042
Aerosmith,Crazy,alternative,162.343,319.73832
Dale Hawkins,Pretty Little Thing,blues,85.794,168.59383
The Police,So Lonely,alternative,156.957,289.64526
Akon,Lonely,pop,90.069,211.66975
Since The Flood,Guardian Angel,electronic,174.281,194.92526
Ayo,These Days,pop,82.723,288.31302
Willy DeVille,Louise,electronic,60.646,282.30485
Maroon 5,This Love,classical,114.998,177.52771
Army of the Pharoahs,Listen Up,pop,92.099,242.25914
Smokin Joe Kuek & Bnois King,Tell Me Why,pop,115.863,221.3873
50 Cent ,Outta Control,hip-hop,91.981,247.77098
Mario Rosenstock,Mercedes Benz,pop,181.731,55.66649
Shangri Las,So Much Love,rock,132.149,134.68689
Bill Murk,Amazing Grace,folk,126.664,219.14077
Shely Lynne,Pretend,pop,100.848,167.07873
Lady GaGa,Poker Face,electronic,86.499,243.33016
Anthony Watson,Missing You,rock,120.211,248.29342
Northern State,Last Night,hip-hop,129.352,208.09098
Streetwize,Little Things,pop,185.93,292.64934
Unwritten Law,Superman,rock,201.269,216.81587
Free,Woman,folk,129.042,273.52771
Annie Lennox,Little Bird,rock,125.03,385.01832
Goose,Bring It On,alternative,122.956,395.85914
Rockaye Bay!,Desire,electronic,100.043,312.78975
Wyclef Jean,Guantanamera,hip-hop,87.965,208.29995
Hushaye Bay,These Days,pop,147.964,210.85995
DJ Nasty,Apologize,rock,86.664,231.13098
Maroon 5,She Will Be Loved,rock,102.143,261.61587
Beherit,Sense,electronic,111.125,625.57995
Premiums,All I Really Want,alternative,120.177,173.58322
Julio Iglesias Jr,Angel,electronic,150.071,252.13342
Bad Company,Rock Steady,folk,97.701,249.83465
Ke Mo,The Door,rock,104.204,236.48608
Ayo,Only You,alternative,57.639,288.49587
Sunscreem,Exodus,electronic,130.201,232.4371
Hoods,Heartless,hip-hop,60.308,175.3073
FFH,Here I Am,pop,138.504,263.83628
Soulwax,Kill Your Darlings,alternative,111.223,201.24689
Phantom Planet,Here I Am,pop,105.902,120.65914
Orital,Forever,hip-hop,87.982,478.45832
Usher Featuring The Nu Beginning,Only Human,rock,118.099,338.75546
The Shirrows,Leave Me Be,pop,123.491,130.76853
Opals,Love,folk,155.611,136.77669
Benga,The Future,rock,87.468,277.55057
Mannheim Steamroller,The Christmas Song,rock,96.002,199.83628
Mariah Carey,Honey, This Mirror Isn't Big Enough for the Two of Us,95.929,301.19138
Jim Reeves,Jingle Bells,electronic,95.264,108.19873
John Digweed,Warung Beach,electronic,127.995,405.10649
Gary Morris,That Girl,pop,130.72,305.10975
Evanescence,Good Enough,pop,91.371,331.36281
Casual,Bailando,pop,92.783,203.02322
Truckfighters,Traffic,rock,148.363,270.44526
Vinylase,Life,pop,142.972,361.79546
Paul Stanley,Move On,electronic,140.172,191.55546
Mariah Carey Featuring Da Brat & JD,Honey, This Mirror Isn't Big Enough for the Two of Us,95.138,314.122
Christina Aguilera,Beautiful,hip-hop,139.99,236.95628
David Banner ,The Christmas Song,rock,87.033,253.67465
Peter Hunningale,Too Late,rock,165.898,226.87302
Mikey Dread,Your Love,hip-hop,162.009,246.02077
Dann Huff,Light,electronic,120.366,160.73098
Jim Reeves,True,classical,91.632,151.58812
Danny Wright,Believe,folk,149.682,191.7122
Enrique Iglesias,Can You Hear Me,jazz,119.969,234.81424
Zuma,Juno,rock,161.919,735.60771
Baroness,Wanderlust,rock,162.019,269.71383
Dottie West,Country Girl,rock,87.192,187.53261
Carlton Livingston,Slow Down,rock,90.59,201.97832
LL Cool J ,Hello,jazz,184.15,232.14975
Donna Fargo,Superman,rock,202.358,149.62893
Phil Collins,One More Night,jazz,136.32,285.98812
Eddie Turner,Resurrection,alternative,89.984,146.1024
Toni Braxton,Best Friend,hip-hop,123.755,267.2322
Rick Astley,The Bottom Line,electronic,174.059,317.83138
Mariah Carey,Outside,rock,109.253,286.30159
ATB,Marrakech,electronic,132.998,262.21669
Saigon Kick,The Way,electronic,58.387,368.1171
Mariah Carey,Touch My Body,pop,129.991,273.52771
Fall Out Boy,Thriller,rock,178.518,203.54567
The Small Knives,The Line,pop,167.935,208.16934
Lighthouse Family,Run,rock,153.474,241.24036
Ayo,Girls,rock,208.832,463.59465
For Squirrels,Superstar,hip-hop,162.909,200.07138
Brazilian Tropical Orchestra,If You Leave Me Now,jazz,99.397,174.70649
Joe Bonamassa,So Many Roads,hip-hop,66.366,372.76689
Vexd,Oceans,rock,117.007,295.49669
Tony Tuff,Say Something,rock,149.844,229.58975
Natasha Bedingfield,Love Like This,pop,162.329,341.41995
Toni Braxton,Tell Me,hip-hop,84.797,249.18159
Julissa,Gloria,jazz,100.005,262.73914
3 of Hearts,Is It Love,alternative,101.684,224.07791
Iggy And The Stooges,Raw Power,rock,165.81,347.53261
Irish Tenors,My Love,classical,69.487,269.47873
Silverchair,Roses,hip-hop,153.785,209.00526
Heavy D,Private Dancer,rock,153.058,212.24444
Darwin Hos,Free,alternative,140.085,311.95383
Sophie B. Hawkins,I Want You,jazz,98.406,316.76036
Regina Belle,You Are Everything,jazz,135.985,225.33179
Less Than Jake,Automatic,electronic,133.05,125.28281
The Jason Bonham Band,Hold On,folk,142.26,260.51873
VHS Or Beta,Forever,hip-hop,123.847,343.562
Kol Simcha,Why,rock,156.27,548.38812
Juan Carmona; Ricardo Larroze,Marrakech,electronic,115.231,234.05669
David Rose & His Orchestra,One Love,rock,84.688,179.98322
YZ,One Thing,pop,89.995,267.59791
Les Rythmes Digitales feat. Nik Kershaw,Sometimes,electronic,123.829,297.45587
The Prodigy,Firestarter,rock,94.234,225.09669
Gary Go,Open Arms,rock,159.164,217.86077
Brainchoke,Untitled,alternative,99.654,53.81179
The Gathering,Locked Away,pop,91.003,203.49342
Daryl Hall & John Oates,Rich Girl,rock,178.825,216.34567
The Cardigans,Explode,folk,124.013,274.05016
Ill Harmonics,Life,pop,88.464,71.99302
Alicia Keys,Karma,pop,113.485,255.99955
Bedrock,Emerald,blues,129.988,501.86404
Jars Of Clay,Love Me,pop,128.018,191.81669
Aerosmith,Crazy,alternative,232.709,318.61506
Tunsi,Army,indie,84.606,12.72118
Phil Collins,Everyday,jazz,94.705,343.43138
Joe Bonamassa,Stop!,jazz,85.401,356.04853
Howie Day,Collide,pop,180.073,277.002
The Crystal Method,Keep Hope Alive,electronic,188.018,341.08036
King Swamp,Glow,pop,172.054,341.002
22-20s,Hold On,folk,133.325,317.46567
FFH,Listen,folk,61.117,218.22649
Rita Chiarelli,This Is My Life,pop,89.919,252.682
Trick Trick ,War,rock,180.02,266.78812
Hank Locklin,Let Me Be the One,pop,116.279,150.282
Swami,Tonight, Tonight,91.988,259.91791
Streetwize,Funny, Funny,79.076,307.33016
Photek,Junk,electronic,115.014,327.88853
George Michael,Amazing,hip-hop,128.407,266.94485
Long Beach Du Allstars,Free Love,jazz,150.573,205.11302
James Horner,Good Friend,jazz,129.237,197.38077
Stephen Pearcy,Freak,hip-hop,130.28,216.63302
The White Stripes,Blue Orchid,rock,152.785,160.31302
Agnostic Front,Separate Ways,rock,87.872,158.32771
Cocoa Tea,Getting Closer,rock,110.706,243.17342
Vivian,Slipping Away,rock,177.972,192.44363
Quadro Nuevo,Nature Boy,alternative,123.006,133.98159
The Faulous Thunderirds,Let Me In,indie,118.02,154.53995
Eric B. & Rakim,I Know You Got Soul,electronic,94.499,282.04363
Guns N Roses,Patience,pop,122.838,402.36363
Kanye West,Diamonds From Sierra Leone,hip-hop,81.53,247.64036
Cornell Campell,Just My Imagination,alternative,88.843,166.55628
