Artist, Song, Genre, Tempo, Duration
Anna Domino,This Time,rock,100.409,343.30077
Les Reines Prochaines,King Kong,electronic,107.788,255.18975
Shanice,I Love Your Smile,pop,93.961,228.93669
The Guess Who,Women,rock,98.381,203.54567
Bardot,Holding On,jazz,123.991,260.362
Poundhound,Red,electronic,133.997,244.06159
Erykah Badu,I Want You,jazz,85.176,653.13914
Weeping Willows,Somewhere,folk,137.687,248.21506
702,All I Want,electronic,94.42,239.33342
Isis (Female),Gold,rock,129.611,190.51057
Terrorvision,Easy,folk,100.109,190.87628
Descendents,Hope,electronic,117.264,121.12934
Corrupted Ideals,Something Else,rock,163.594,119.7971
White Wizzard,Out of Control,jazz,88.375,241.50159
Kelli Sae,Yesterday,folk,97.992,278.9873
Sloan,The Other Side,alternative,91.94,173.63546
7th Octave,Pressure,classical,155.015,213.86404
Phosphorescent,Pride,rock,76.482,369.6322
Janis Martin,Bang Bang,hip-hop,197.238,120.86812
Roert Wyatt ,Happiness,rock,112.969,181.91628
Stereo MCs,Running,electronic,118.007,218.64444
The Stylistics,United,rock,80.552,291.60444
P8 & Darkvision,Blow,pop,182.672,497.50159
Hazel OConnor,Summertime,pop,138.539,253.70077
Frenzal Rhom,War,rock,164.969,150.69995
Nick Heyward,Today,electronic,120.534,200.01914
Mariano Yanani,Sweetest Thing,electronic,140.107,177.24036
Devil Sold His Soul,Hope,electronic,141.029,270.96771
Joyce Cooling,The Christmas Song,rock,121.006,285.46567
Nightmares On Wax,Calling,rock,154.936,481.802
Earl Sixteen,Victims,pop,150.023,235.72853
Johnny Farnham,White Christmas,pop,80.591,235.78077
Strung Out,Monster,alternative,200.37,141.21751
Erika,Kingdom,rock,142.556,216.37179
Red Caf\xc3\xa9,Live the Life,rock,178.036,147.9571
Jamaram,I Like It,electronic,93.432,348.99546
Dusty Springfield,Spooky,alternative,106.394,159.08526
U2,New York, New York,127.081,300.30322
Eden Maine,Voices,classical,110.062,98.14159
The Hampton String Quartet,Have Yourself a Merry Little Christmas,folk,142.836,172.48608
Yma Sumac,Lament,alternative,171.921,197.51138
Angelo Badalamenti,Silencio,folk,82.939,267.54567
Cordrazine,Crazy,alternative,74.113,277.36771
Whitehouse,I Gotta Feeling,pop,85.303,238.47138
Soft Cell,Youth,indie,129.651,194.76853
Glenn Hughes,Silent Night,alternative,100.07,273.3971
Minus 8,Runaway,folk,220.197,285.88363
The Radio Dept.,South Side,rock,111.708,73.61261
Enchant,Look Away,rock,155.966,401.84118
T-99,Sayonara,folk,164.588,142.57587
Gunfight!,Flash,pop,142.021,120.65914
Brownie McGhee,Walk On,electronic,139.404,194.87302
Bassdealer & M.A.S.H.,Eternity,country,150.076,405.31546
Flamingos,Get With It,rock,139.551,166.50404
MGMT,Electric Feel,rock,102.989,229.25016
ATB,Hold You,electronic,134.023,435.3824
Effcee,Seven Nation Army,rock,135.067,222.64118
David Karsten Daniels,Falling Down,rock,136.512,230.71302
The Long Ryders,I Had a Dream, Joe,141.35,245.44608
Kirk Franklin,Sunshine,hip-hop,90.983,299.41506
Gemelli Diversi,Stereo,rock,164.93,280.18893
Happy Clappers,I Believe,jazz,124.963,372.11383
The Lords,Walk On,electronic,128.258,212.58404
Hagemeister,Pretty Girls,pop,164.036,217.96526
Joe Cocker,Honky Tonk Women,folk,144.264,270.94159
Jennifer Brown,Woman,folk,104.885,259.18649
Strawerry Switchlade,Jolene,rock,189.863,232.6722
Pat Green,Let Me,country,143.941,230.5824
Wealthy Beggar,Single,pop,104.589,259.73506
Faron Young,The Christmas Song,rock,72.74,187.89832
Omar Faruk Tekilek,I Love You,electronic,160.024,492.66893
Astream,Alone,rock,200.542,188.42077
Sid Vicious,Something Else,rock,158.394,126.22322
Elephant Man (feat. Action K),Tight,rock,95.006,163.36934
Mel Waiters,Love Trap,indie,100.07,286.82404
Snoop Dogg,Round Here,rock,163.996,222.4322
Dave Evans,Magic Man,rock,178.738,248.18893
The Pnuma Trio,Air,indie,100.106,411.68934
UNKLE,Twilight,rock,124.026,547.00363
ATB,Hold You,electronic,133.997,211.09506
Willie Dixon,The Real Thing,rock,194.904,213.7073
Richie McDonald,White Christmas,pop,74.609,232.17587
Thermostatic,Tonight, Tonight,125.945,220.15955
Vic Godard & Suway Sect,Out of Touch,electronic,147.541,171.41506
Polaris,Voyager,electronic,243.981,231.70567
Nasum,Sixteen,folk,212.194,111.80363
Stars,Reunion,electronic,108.015,234.4224
Kingston Falls,The Great Divide,pop,190.889,227.47383
The 69 Eyes,Sugarman,rock,165.929,150.54322
The Flies,In This World,rock,95.94,197.40689
Don Cornell,Hold My Hand,pop,70.98,163.3171
Marc Antoine,Spooky,alternative,102.992,242.78159
Dima Krasnik,Heaven,electronic,137.945,459.07546
The Restarts,Never,electronic,184.14,154.01751
JVC,Believe,folk,125.0,488.04526
Jimmy Nail,Angel,electronic,113.404,187.402
Michelle Wright,Winter Wonderland,electronic,85.903,216.81587
Youssoupha,One Love,rock,104.259,452.70159
Bill Wyman,Get It On,blues,142.935,212.94975
Daylight Torn,Broken,rock,135.892,273.10975
Bon Jovi,Summertime,pop,95.994,198.79138
Vanilla Pod,Excuses,indie,134.239,137.35138
Monolith,Paradise,electronic,129.987,333.53098
Central Seven,If I Were You,folk,138.984,352.28689
Black Diamond Heavies,Solid Gold,rock,126.304,155.76771
Jil Is Lucky,Without You,rock,165.046,150.56934
Dave Ellesmere,Tetris,electronic,140.155,352.9922
Mungo Jerry,Wild Love,electronic,88.406,188.96934
Soft Cell,Tainted Love,electronic,143.182,158.35383
Chloe Agnew,Someday,indie,165.611,262.37342
Ya Boy,Bang Bang,hip-hop,104.963,142.54975
Plastiscines,Under Control,electronic,110.057,112.43057
The Thermals,Now We Can See,rock,114.607,208.22159
Tito Puente,Cha Cha Cha,hip-hop,122.396,395.2322
Lake Trout,Another Day,electronic,100.051,211.12118
Povertys no Crime,Incognito,pop,137.49,444.78649
Kenny Loggins,Forever,hip-hop,131.233,264.9073
Satans Rats,Louise,electronic,119.196,184.18893
Jadakiss ,Something Else,rock,159.949,215.90159
Freaks Jam,I Like It,electronic,127.927,155.402
Mothoy,Too Close,rock,110.087,296.38485
MC EIHT FEATURING CMW,Hard Times,electronic,156.004,248.37179
Reset,Why,rock,195.311,146.52036
The Juliana Theory,Into the Dark,electronic,147.836,250.51383
Steel Pulse,Victims,pop,166.042,244.45342
Shur-I-Kan,Everytime,pop,125.214,374.49098
Patrick Green,Girlfriend,pop,102.036,285.962
Bettie Serveert,Heaven,electronic,121.538,213.31546
Lionel Richie,Joy To The World,pop,84.419,158.87628
Ben Granfelt,Hush,jazz,213.107,244.79302
Carpenters,You,classical,70.948,232.51546
Escape The Fate,You Are So Beautiful,pop,95.02,167.81016
Smile Empty Soul,Saturday,rock,175.959,193.33179
Roy Brown,Saturday Night,pop,121.164,140.85179
Useless I.D.,Birthday Song,hip-hop,104.278,89.18159
King Midas,Crush,electronic,189.913,375.66649
The Contours,It Must Be Love,pop,99.773,147.61751
Stacey Q,Good Girl,country,86.349,244.29669
Judas Priest,Awakening,folk,115.932,52.94975
Joyce Cooling,Almost Home,folk,115.974,242.62485
Martha Reeves,Quicksand,rock,168.588,161.27955
Brighter,Christmas,rock,116.744,219.95057
Zuul Fx,Fuck Them All,pop,105.537,252.21179
MC Serch,You Never Know,folk,90.087,299.65016
Camp Lo,Beautiful People,hip-hop,105.019,257.09669
Bow Wow Wow,I Want Candy,pop,109.173,163.73506
Good Charlotte,Little Things,pop,105.128,205.73995
Jill Scott,The Real Thing,rock,142.004,205.68771
deadoy & the Elephantmen,Break It Off,pop,117.104,227.23873
Nick Heyward,Take That Situation,pop,131.686,197.38077
Steve Angello,Gypsy,alternative,124.996,400.63955
Martina Topley Bird,Anything,pop,90.02,265.09016
Rockit,When I Think of You,pop,123.011,195.94404
Inishkea,Dreams,alternative,136.026,308.24444
Former Ghosts,Mother,folk,140.996,246.33424
Extasick,Radioactive,pop,92.643,118.85669
Fred Buscaglione,Io, una ragazza e la gente / ...e ci sei tu,80.992,156.73424
Plain White Ts,You And Me,rock,90.007,138.16118
Claire Hamill,Stars,alternative,104.193,180.13995
Dhany,Shut Up,pop,129.986,215.53587
The-Dream,Fancy,electronic,145.988,389.74649
Onslaught,Burn,hip-hop,214.929,282.53995
Planlos,Chaos,rock,125.36,138.13506
Sunspot Jonz,Fog,pop,101.014,236.87791
US Army Field Band Jazz Amassadors,Hidden Agenda,pop,150.403,409.80853
Sarah McLachlan,Vox,pop,122.986,412.02893
Martha D Lewis,Take Your Time,electronic,134.466,644.33587
Port OBrien,Split,electronic,115.107,79.90812
Harry Toddler,Believe,folk,151.003,225.27955
Rockaye Bay!,Patience,pop,111.464,236.9824
The Kills,Superstition,pop,116.64,280.13669
Su-Paka-Pooh,Interlude,rock,58.101,25.75628
Trashmonkeys,My Way,electronic,169.31,217.57342
Aliz\xc3\xa9e,Mademoiselle Juliette,pop,130.007,143.82975
Toots & The Maytals,Reggae Got Soul,rock,167.994,182.80444
Falco,Les Nouveaux Riches,rock,101.299,220.31628
Katherine Jenkins,Hallelujah,hip-hop,68.127,289.30567
Roomsa,Tonight, Tonight,125.787,531.40853
Ohm G & Bruno,One,electronic,108.016,288.88771
temposhark,Joy,electronic,63.021,325.72036
Dance Nation,Sunshine,hip-hop,137.888,406.15138
Fresh,Dum Dum,electronic,119.572,311.87546
T-99,Drunk,pop,184.011,182.282
The Michael Stanley Band,Real Good Time,rock,151.636,290.32444
Santas Little Helpers,Auld Lang Syne,jazz,85.804,108.95628
Low Vs Diamond,Stand Up,alternative,90.008,218.06975
Selena Gomez,Magic,rock,104.091,169.37751
Dance Hall Crashers,State of Mind,rock,179.245,141.76608
Herert Gr\xc3\x6nemeyer,So Far Away,rock,85.055,315.14077
getAmped,Plug Me In,rock,89.669,169.84771
Gavin DeGraw,Crush,electronic,169.767,205.89669
28 Days,On My Mind,rock,144.841,140.30322
ARMS AND SLEEPERS,Warm,alternative,126.065,247.14404
Captain Beyond,Do Or Die,electronic,139.578,218.09587
Hendrik Meurkens,Wonderful,hip-hop,152.092,284.36853
Honey Cone,Take Me With You,rock,92.378,182.12526
iio,Kiss You,pop,85.34,437.99465
Watashi Wa,Free Ride,rock,160.983,182.12526
Mad Professor & Lee Perry,Come Back,electronic,170.559,352.522
Mariah Carey feat. Boyz II Men,One Sweet Day,pop,128.129,281.20771
Terry Riley,Delay,rock,98.326,759.11791
Bua Sparxxx ,Open Wide,electronic,151.812,289.30567
Inishkea,I Will Always Love You,pop,115.136,297.32526
Electrixx,Tetris,electronic,126.942,377.93914
Lydian Sea,Undivided,hip-hop,94.733,202.84036
Genix & Chris Chamers,Waterfall,rock,136.978,469.73342
Oscar G,What You Need,rock,82.662,402.59873
Kaskade,Sorry,electronic,126.945,453.0673
Intricate Minds,What You Want,folk,92.007,313.23383
Paul van Dyk Feat. Johnny McDaid,Home,folk,136.975,224.23465
Surface,Christmas Time Is Here,jazz,123.943,257.802
Little Milton,Blue Monday,alternative,154.42,343.95383
Dishwalla,Home,folk,119.461,369.78893
The Partridge Family,Jingle Bells,electronic,130.037,171.07546
Stampin\xc2\x4 Ground,I Am Legend, Part 1,146.389,163.65669
Tigran Oganezov,Weirdo,pop,130.002,450.48118
Liido,Wake Up,alternative,150.075,250.77506
Paul Keeley,Kaleidoscope,electronic,126.982,436.11383
Patrice DAngelo & Nick Holson,One Day,pop,128.229,431.33342
George Cochrane,Good Enough,pop,124.989,420.44036
Pashon,Never Give Up,electronic,137.872,221.83138
Plan B,The Recluse,indie,124.182,199.3922
Ted Leo,Set You Free,electronic,141.286,343.32689
temposhark,Joy,electronic,120.024,200.14975
Boie Gentry,Sermon,pop,78.972,156.83873
Hinge,Untitled,alternative,101.258,53.28934
Chuck Willis,If I Were You,folk,139.584,163.23873
Rodney Hunter,Get Down,electronic,122.66,389.38077
Hocico,Scars,electronic,110.049,413.20444
YACHT,The Afterlife,rock,239.871,324.70159
Gorgeous X feat. Julia Falke,Wonderful Life,electronic,86.67,320.78322
Mat Kearney,On & On,jazz,144.075,241.42322
Aaron Carter,I Want Candy,pop,109.995,193.20118
Sa,Volcano,folk,148.514,182.7522
Cheap Trick,Best Friend,hip-hop,146.703,256.83546
Stanley Clarke,The Magician,rock,128.292,355.70893
\xc2\x5-ziq,Insomnia,pop,160.621,181.08036
Johnny Kidd And The Pirates,Ecstasy,electronic,120.488,158.45832
Kenny,Alone Together,rock,133.409,199.02649
Akon,Freedom,hip-hop,112.497,253.77914
Guy Seastian,Wait,folk,84.998,258.7424
Nu:Tone & Logistics,Hammerhead,rock,173.979,337.55383
Henry Kaiser,Ghosts,folk,74.308,261.58975
Boie Gentry,Rainmaker,rock,169.971,160.67873
Karl Martindahl,Stay,classical,116.046,134.53016
Jim Chappell,Holiday,hip-hop,157.975,238.28853
Henry Rollins,Vegas,rock,74.956,33.67138
Peter Bjorn And John,Barcelona,classical,155.524,321.61914
Candleox,Sometimes,electronic,113.194,286.51057
The Main Ingredient,Work To Do,rock,90.128,195.49995
Dann Huff,Alone,rock,91.707,45.97506
Korn,Deep Inside,electronic,98.637,166.29506
Danny And The Juniors,At the Hop,folk,190.068,156.96934
Daara J,Exodus,electronic,94.163,245.52444
Donna The Buffalo,I Wish You Love,rock,155.973,261.14567
Alice Cooper,Poison,rock,119.402,271.59465
Giorgio Moroder ,The Wheel,alternative,81.736,149.15873
Rosanne Cash,This World,rock,107.846,250.5922
Fannypack,Keep On,alternative,101.982,274.65098
Dinah Washington,The Man I Love,folk,80.706,173.5571
Lefty Frizzell,Sweet Lies,rock,98.154,150.02077
Joanna Wang,Now,rock,160.014,231.83628
DAN SEALS,Addicted,indie,100.452,254.48444
Machito & His Afro Cuan Orchestra featuring Zoot Sims,Tanga,electronic,107.722,298.10893
Ektomorf,Scream,hip-hop,176.867,183.95383
Ghetto featuring Ea$y Money_ Xavier Eon,One Night,country,136.448,229.61587
Promoe,Headache,rock,85.961,221.09995
Walt Wilkins,Untitled,alternative,98.072,199.91465
Tantric,Regret,alternative,86.773,253.80526
Sleeping At Last,Quicksand,rock,126.22,258.21995
Louie Austen,Music,electronic,125.955,324.362
SIMM,Crash,electronic,153.62,341.86404
The Paddingtons,You & I,folk,96.916,187.16689
Spinners,So Far Away,rock,86.582,267.83302
Rotersand,Alive,alternative,136.003,364.87791
OneRepulic,All Fall Down,rock,92.482,244.40118
The Cucumers,Lucy,rock,112.311,277.21098
Manikin,Lose Control,indie,126.788,342.83057
Rose Maddox,Sin City,jazz,105.83,257.61914
Martin Gore,Loverman,alternative,150.031,421.72036
Roert Gordon,Uptown,rock,124.953,142.47138
Fried Chicken & Gasoline,Running,electronic,175.044,180.32281
The Maccaees,I Drove All Night,blues,123.683,224.80934
Anssi Kela,Suuria kuvioita,rock,131.837,413.59628
Huffamoose,Mary,jazz,99.63,356.57098
Majestic,Wake Up,alternative,102.202,385.51465
Basslovers United,Music,electronic,141.997,378.38322
Carlos Santana,Guantanamera,hip-hop,110.593,240.74404
Fanny Grace,Mercy,hip-hop,87.995,233.89995
Melanie C,Why,rock,150.222,329.69098
Rising Sun,Deep Forest,electronic,99.992,450.79465
Greg Kihn,Whatever It Takes,rock,92.082,184.37179
Prima J,Rock Star,hip-hop,145.946,205.06077
Daddy Rings,Rumours,pop,156.539,235.80689
Cerrone,Supernature,electronic,129.982,463.93424
Ampere,Death Star,rock,157.612,411.55873
The Redwalls,Back Together,hip-hop,141.751,253.07383
Presto Ballet,Seasons,hip-hop,102.054,219.24526
Jack the Ripper,Words,electronic,106.744,316.05506
Keren Ann,Silent Night,alternative,74.553,198.16444
Ken Navarro,Let It Go,electronic,124.031,334.47138
Captain Jack,Give It Up,hip-hop,126.985,202.52689
Sugar Black,Such a Feeling,electronic,172.475,224.96608
Thelonious Monk,Evidence,rock,85.578,151.82322
Powerman 5000,What If,country,122.98,309.05424
New Rhodes,You Can Have It All,rock,141.996,351.84281
David Jordan,Move On,electronic,104.019,242.70322
Chimaira,Empire,alternative,96.65,338.20689
Terri Walker,Brand New Day,classical,117.008,219.50649
Girlschool feat. Fast Eddie,Metropolis,electronic,128.038,197.56363
Good Shoes,Wait,folk,151.017,172.79955
Truth Hurts,U,electronic,111.929,441.46893
Aztec Two-Step,All I Want,electronic,120.949,171.78077
Carole King ,Will You Love Me Tomorrow,rock,80.569,253.02159
Geeneus ft. Amy Bullman,Saturday,rock,84.659,495.75138
Stefanie Bennett,Right Here Waiting,pop,87.813,234.23955
The Dells,Closer,indie,190.303,226.45506
Mr. Magic,Gangsta,hip-hop,167.846,281.23383
P!nk,Stupid Girls,pop,100.035,195.91791
Patrick Wolf,Hard Times,electronic,150.32,217.57342
Deep Wound,Sisters,rock,53.279,36.67546
Eurythmics,Come Together,electronic,101.74,205.08689
Rookie Of The Year,The Weekend,country,116.932,264.93342
Ali Farka Tour\xc3\xa9_ Toumani Diaat\xc3\xa9,Fantasy,folk,140.02,138.23955
Roger Daltrey,Love Is,rock,128.659,249.10322
Slick Shoes,Regrets,pop,217.757,176.45669
Waxwings,United,rock,151.808,176.1171
Herert Gr\xc3\x6nemeyer,Everlasting,pop,91.955,256.49587
The Living End,White Noise,electronic,141.489,224.28689
Wild Strawerries,All I Want,electronic,114.004,226.97751
Don McLean,Crazy Eyes,electronic,89.619,193.07057
Yves Deruyter,Infinity,pop,132.483,470.85669
Boymerang,The Don,electronic,167.899,443.24526
Kenny Rogers,Elvira,country,126.428,159.00689
Thee Flanders,Misery,rock,163.149,152.24118
Sandra Nasic,Do It Again,hip-hop,156.012,203.80689
Lee Ann Womack,I Hope You Dance,pop,124.098,277.34159
A Life Once Lost,Hunter,pop,163.971,209.18812
HUM,Come Back,electronic,130.035,328.69832
Terminal Choice,Tonight, Tonight,106.864,368.1171
Zico Chain,Junk,electronic,179.203,153.5473
Mike Nichol,Lost for Words,pop,138.969,579.29098
Rapture,We Belong,electronic,82.054,206.88934
Brand Nuian,Here We Go,pop,46.086,21.96853
Lostprophets,Sunshine,hip-hop,148.646,280.73751
Paul Hunter,Static,rock,84.633,377.88689
Soundgarden,Flower,pop,100.021,209.6322
Hem,Home Again,rock,93.713,257.64526
Warrant,Heaven,electronic,141.933,311.77098
Clinic,Interlude,rock,122.098,24.39791
Kidz Bop Kids,Float On,indie,100.951,207.62077
Rise Against,Halfway There,pop,100.813,221.28281
Dr. Lonnie Smith,Devils Haircut,alternative,118.816,503.45751
The Alum Leaf,Broken Arrow,pop,109.966,348.52526
The All-American Rejects,Change Your Mind,country,149.838,220.00281
Ivory Night,Machine,folk,186.113,251.97669
The Lovemakers,This Feeling,jazz,127.997,361.35138
At Vance,Fallen Angel,rock,96.705,295.13098
1. Futurologischer Congress,Adieu,pop,103.566,298.44853
ETA,Magic,rock,119.699,243.06893
Foo Fighters,Come Back,electronic,89.874,469.86404
Circle Jerks,Leave Me Alone,rock,207.459,80.77016
Colie Caillat,Magic,rock,141.233,197.72036
98 Mute,Great Expectations,rock,208.496,145.97179
Paul Hardcastle,Rain Forest,jazz,125.933,448.41751
Johnny Gill,Touch,jazz,121.345,251.24526
Newton Faulkner,Teardrop,indie,77.806,159.34649
Alex Heffes,End Credits,hip-hop,117.251,167.05261
Dooley-O,1990,rock,188.008,291.49995
Ara Strap,Here We Go,pop,124.416,305.42322
Jimmy McCracklin,The Walk,alternative,155.604,167.41832
DT8 Project,We Belong,electronic,130.035,522.44853
Alex Bartlett,Amnesia,folk,132.98,399.93424
Juno Reactor,Guardian Angel,electronic,142.81,447.58159
Antiseen,Commando,pop,101.884,102.24281
Ferrick_ Melissa,Hold On,folk,111.975,202.05669
EDGUY,Tomorrow,rock,194.767,232.28036
Skeeter Davis,The End of the World,alternative,105.07,158.92853
Donna Gardier,Voices,classical,166.009,229.19791
Career Suicide,Let It Go,electronic,195.455,47.82975
Failsafe,Hope,electronic,173.793,175.43791
Alternative TV,Vertigo,electronic,117.413,183.64036
The Prodigy,Poison,rock,104.05,375.03955
Murcof,Ulysses,rock,239.967,610.01098
Carla Thomas,Sugar,electronic,100.349,254.4322
Pops Staples,Pray,pop,109.746,305.08363
It Dies Today,Sirens,hip-hop,157.616,270.99383
Sweetack,Lover, Please Stay (live),81.123,298.34404
Cece Winans,Everlasting Love,rock,127.247,279.30077
Timaland vs. Nephew ,The Way I Are,pop,120.025,230.39955
Sonny Rollins,You,classical,158.311,257.17506
Billie Joe Royal,Hush,jazz,105.634,142.65424
Numatic Soul,Reflection,rock,199.976,384.39138
Our Lady Peace,Innocent,classical,89.011,221.54404
Susanna And The Magical Orchestra,These Days,pop,152.298,195.13424
Bloc Party,One More Chance,rock,129.984,439.7971
SNAP!,The Power,electronic,72.594,228.41424
Lunic,Merci, Herr Marquis /...so einen jungen Mann,159.914,355.99628
The Muckrakers,Hold On,folk,121.952,246.77832
Richard Barone,One Dream,pop,133.936,321.30567
Aztec Camera,Jump,folk,114.6,170.63138
Extra Glenns,Sure,pop,127.544,188.44689
Non Prophets,Spaceman,alternative,187.875,266.55302
Usher,Superstar,hip-hop,140.272,64.62649
The American Boychoir,Gloria,jazz,112.801,189.49179
Die Roten Rosen,Auld Lang Syne,jazz,149.118,151.92771
The Stolen Minks,Bring It,hip-hop,104.915,189.57016
Little Big Town,Bones,alternative,148.016,226.61179
electro nic,Open Your Eyes,rock,134.972,211.56526
Rising Sun,Deep Forest,electronic,127.003,345.05098
Natas,Godlike,electronic,93.182,176.53506
George Michael,A Different Corner,rock,100.74,237.87057
Doc Phatt,Hey DJ, I Can't Dance (To That Music You're Playing),86.659,335.49016
Sam Brown,This Feeling,jazz,107.999,195.68281
Yellowcard,Space Travel, Rock 'n' Roll,95.969,227.21261
Bill Blacks Como,Mona Lisa,electronic,120.12,151.03955
Her Alpert And The Tijuana Brass,The Happening,pop,172.295,150.54322
Sunset Project,Green, Green Grass of Home,147.945,177.71057
Gene Watson,Together Again,pop,72.01,199.44444
Atrium Carceri,Isolation,electronic,112.983,276.40118
U-N-I,Windows,jazz,93.934,235.44118
Camille Jones,Shotgun,electronic,120.016,227.89179
Asher Roth ,Bad Day,rock,112.645,217.93914
John Foxx,Walk Away,rock,154.498,236.25098
Eddie & The Hot Rods,Do Anything You Wanna Do,rock,147.733,260.07465
MJ Cole,Guilty,alternative,130.024,448.39138
Chicane,Already There,jazz,93.214,175.98649
Crucial Conflict,Change,alternative,104.669,233.84771
Eddie Money,Gimme Some Water,rock,186.572,217.93914
The James Brown Band ,Caravan,indie,51.185,199.07873
Stemm,Incomplete,rock,83.745,215.24853
Tujiko Noriko,Tokyo,indie,58.31,312.24118
CONTROL DENIED,Believe,folk,196.142,370.05016
Larry McCray,Hole In My Heart,blues,118.891,337.24036
Jamosa,Dream,hip-hop,166.049,234.37016
OC,Emotions,pop,172.871,244.71465
Shiny Around The Edges,The Christmas Song,rock,93.361,176.19546
Ben Folds,Cologne,electronic,158.047,370.62485
Roie Seay Band,Long Way Home,electronic,140.043,242.31138
Shaa Ranks,Turn It Down,electronic,170.701,231.91465
MU330,Oh My God,hip-hop,178.279,106.78812
David Essex,Rolling Stone,pop,96.5,220.47302
Living In A Box,Mistaken Identity,rock,225.925,232.64608
Crazy Frog,Come On,folk,141.998,170.34404
Tenth Planet,Ghosts,folk,130.006,597.52444
2nd II None,If You Want It,alternative,107.069,226.66404
Didier Super,Lemon Incest,rock,113.441,116.11383
Jesus On Extasy,Alone,rock,160.085,313.36444
John Klemmer,Temptation,alternative,144.123,275.48689
Doc Phatt,Hey DJ, I Can't Dance (To That Music You're Playing),127.953,335.85587
Sky,America,folk,128.499,187.71546
Neurosis,The Tide,electronic,199.874,528.14322
