Artist, Song, Genre, Tempo, Duration
Gemma Fox,Superstar,hip-hop,119.907,236.22485
Glenn Branca,You,classical,89.949,323.082
Atomic Kitten,Follow Me,rock,88.968,197.09342
Veerus & Maxie Devine,Happy Song,electronic,124.994,418.24608
Seigmen,Metropolis,electronic,119.474,300.66893
Leonard Cohen,Hallelujah,hip-hop,85.514,278.22975
Hoodys,Ashes to Ashes,rock,179.964,261.45914
Deodato,Do It Again,hip-hop,125.859,330.762
Donny Osmond,Oh Girl,rock,135.075,217.05098
Ronny Jordan,Why,rock,91.833,281.99138
Apollo 440,Raw Power,rock,115.731,335.67302
Beardfish,Now,rock,135.473,398.36689
Lightning Bolt,Mistake,classical,79.914,243.98322
Toni Braxton,Spanish Guitar,pop,130.018,468.89751
Phil Collins,True Colours,pop,86.018,273.34485
Chicken Shack,Hideaway,electronic,133.784,306.02404
Khalil Fong,Beautiful,hip-hop,123.43,268.93016
Phil Collins,I Wish It Would Rain Down,jazz,125.95,327.81016
Neula,Ignition,hip-hop,85.388,276.29669
Twinkle Twinkle Little Rock Star,Black or White,rock,71.983,230.13832
Soul Asylum,Crawl,hip-hop,110.115,240.56118
Justin,Everyday,jazz,103.036,234.94485
Louis Logic,The Ugly Truth,pop,86.988,281.7824
Mariah Carey ,Boy (I Need You),pop,85.027,257.48853
Down To Earth,Mirrors,pop,105.582,375.84934
T-Nutty,Make It Happen,pop,161.676,234.39628
Lemmy Kilmister,Desire,electronic,151.143,355.26485
Mijk Van Dijk,Automatic,electronic,139.895,479.63383
Frankie Knuckles,Bad Boy,hip-hop,130.808,375.97995
Marv Johnson,The Night,electronic,149.9,237.42649
Michael Stearns,Volcano,folk,205.211,271.75138
Jazz Jamaica,I Want You Back,pop,98.3,287.00689
Amanda,Wonderland,rock,125.022,212.94975
Ladyhawke,Oh My,hip-hop,146.016,204.95628
Wonders,By My Side,rock,130.04,235.4673
The Dickies,Silent Night,alternative,100.917,139.51955
Bill Laswell,Holding On,jazz,111.007,281.88689
Herv\xc3\xa9 Feat. Plastic Little and Ny,Cheap Thrills,pop,125.987,214.36036
Assorted Jelly Beans,The Rhythm,electronic,210.685,113.68444
Ronan Hardiman,Breakout,electronic,109.289,229.85098
Tycoon,Turn Out the Lights,electronic,86.636,254.30159
Afrojack,Space,rock,189.102,458.08281
The Dave Brueck Quartet,Somewhere,folk,174.178,255.99955
Carpenters,Jingle Bells,electronic,126.122,71.8624
Shaolin Temple Defenders,Let Yourself Go!,electronic,122.926,48.16934
4ft Fingers,Walk Away,rock,200.63,199.10485
The Cure,Cold,hip-hop,100.899,265.61261
Cher,Rescue Me,hip-hop,127.858,144.32608
Stanley Huang,Without You,rock,160.033,180.06159
Ativin,The Game,alternative,172.937,237.58322
Wes King,I Believe,jazz,114.015,189.72689
Gigi Dagostino,Strange,country,135.084,188.3424
PAULA COLE,Lovelight,rock,133.356,297.35138
Purity,The Fallen,rock,161.287,237.81832
Natasha Bedingfield featuring Sean Kingston,Love Like This,pop,154.003,223.65995
Wall Of Voodoo,Tomorrow,rock,114.407,184.2673
C\xc3\xa1ssia Eller,Julia, We Don't Live in the '60s,91.383,169.58649
The Sugarcues,Mama, I'm Coming Home,87.24,175.64689
Bonnie Tyler,Save Me,alternative,114.049,248.00608
Knifefight,Bright Lights,rock,118.993,152.45016
Jamiroquai,Cosmic Girl,jazz,239.294,243.93098
Leona Naess,Christmas,rock,79.604,223.03302
The Cranerries,Dreams,alternative,140.187,277.05424
Fischer-Z,Spiders,rock,198.724,104.04526
Kind of Like Spitting,You,classical,145.331,136.56771
John Wesley,Star,rock,151.996,252.02893
Dazz Band,Knock Knock,indie,84.387,327.52281
Sudeten Creche,Dance,pop,119.962,400.61342
Fred Pellichero,Pump It,pop,125.009,418.32444
Aphrodesia,Superstar,hip-hop,150.986,301.71383
Laidack Luke & Diplo,Hey!,jazz,126.988,340.87138
Duchy,Rewind,rock,176.025,166.55628
The Rurals,Float,electronic,125.871,408.11057
Core22,Free,alternative,96.93,254.11873
Der Blutharsch,Untitled,alternative,51.764,218.27873
Clint Mansell,Dreams,alternative,88.06,62.9024
Rednose Distrikt,Sunshine,hip-hop,202.593,366.05342
Stephanie Smith,Superstar,hip-hop,144.033,192.44363
Processor,Crash,electronic,130.163,542.37995
BIZ,Ghosts,folk,97.997,233.40363
KRS-One,Dream,hip-hop,217.694,63.37261
Space Ritual,The Riddle,electronic,158.088,407.14404
Toni Kater,Tiefer,electronic,90.001,217.75628
Pedro Aznar,Isolation,electronic,108.017,186.56608
Lostprophets,Holding On,jazz,115.903,275.3824
Guillemots,Take Me Home,pop,117.647,336.71791
Joe Dolan,Wild Horses,pop,132.846,304.56118
Blues Traveler,Look Around,alternative,126.863,341.81179
Emmerson Nogueira,Natural,pop,90.693,252.29016
Niels Van Gogh,Dreamer,rock,127.476,466.12853
Erin McKeown,Float,electronic,116.55,220.02893
67 Special,Tell Mama,jazz,109.665,226.87302
Giorgio Moroder,Never Ending Story,rock,140.055,472.42404
Bruce Springsteen,Stolen Car,classical,107.712,238.21016
Snapper,Stalker,electronic,133.881,235.85914
Bang Tango,20th Century Boy,rock,132.488,236.95628
Boyzone,Right Here, Right Now,90.065,217.46893
Steve Bug,I Like It,electronic,86.679,267.91138
Philipp Poisel,Ich & Du,pop,96.015,219.29751
The Tiger Lillies & The Symphony Orchestra Of Norrlandsoperan,Eternity,country,67.405,347.89832
The Dead C,Sky,electronic,147.163,171.36281
Maroon 5 ,If I Never See Your Face Again,rock,211.989,225.72363
Playa Fly,Get Me Out,rock,98.713,264.4371
Mindy McCready,Over and Over,hip-hop,125.919,236.90404
Virgin Prunes,Heaven,electronic,192.225,222.17098
4 Lyn,Neon,rock,100.203,337.81506
Majai,Strange,country,127.976,510.27546
Jennifer Paige,Wasted,electronic,106.995,217.46893
Ted Nugent And The Amoy Dukes,Renegade,rock,127.628,213.05424
Harry Pussy,Untitled,alternative,96.517,183.11791
Home Made Mutant,Morning,pop,119.981,243.98322
Sean Lennon,Wasted,electronic,72.081,91.58485
OV7,Joy,electronic,102.019,228.15302
Pariah,Orpheus,rock,93.352,304.16934
Deadmau5,Not Exactly,electronic,128.029,324.64934
Valery,Moonlight Shadow,classical,135.026,355.63057
DNA,Destiny,rock,140.011,232.75057
Tritonal,Forever,hip-hop,137.909,406.72608
The First Class,Broken,rock,137.377,236.9824
Mariano Yanani,All I Want Is You,electronic,92.803,142.65424
Terri Clark,Life Goes On,jazz,117.901,179.33016
Inland Knights,Believe,folk,125.067,362.39628
Fat Freddys Drop,Wandering Eye,electronic,119.683,589.63546
Carla Cook,The Way You Look Tonight,rock,129.903,388.44036
Richard Ashcroft,Bright Lights,rock,140.982,315.08853
Patti LaBelle,Where I Wanna Be,hip-hop,106.605,256.83546
Artur Grek,Slow,electronic,128.019,397.71383
Lyrics Born,Knock Knock,indie,97.539,203.57179
James Taylor Quartet,Change Your Mind,country,116.943,262.03383
Saeed and Palash,Champion,hip-hop,125.01,450.08934
The Cameos,Merry Christmas, Baby (Please Don’t Die),122.701,118.07302
ROBERT MILES Feat. KATHY SLEDGE,Freedom,hip-hop,109.96,351.76444
Omarion,Touch,jazz,115.06,203.4673
Annie Lennox,Little Bird,rock,125.154,398.10567
Sam Isaac,Apple Tree,jazz,163.909,268.042
Q-Burns Astract Message & Lisa Shaw,This Time,rock,126.954,455.3922
Sonny Sharrock Band,No More Tears,rock,121.326,338.78159
Lifehouse,First Time,rock,130.964,203.59791
Moin Master Feat. Roin S.,Show Me Love,pop,85.321,428.64281
The Lucksmiths,Moving,rock,90.163,171.10159
Bill Frenzer and Ogden Edsl,Ugly,folk,82.071,231.02649
Dina Carroll,This Time,rock,107.957,321.88036
Benny Goodman,Solitude,electronic,87.611,204.90404
Sacral Reason,Lonely,pop,113.155,228.67546
Naked on the Vague,These Days,pop,119.703,269.58322
Supergrass,Moving,rock,74.013,265.9522
Synkro,Departure,alternative,113.326,323.21261
Daydream Nation,Runaway,folk,136.099,217.88689
Vesta,Use Me,pop,170.022,237.50485
Crossed Hammers,Here We Go,pop,97.194,199.20934
Fler,Champion,hip-hop,195.929,235.36281
Michael Lington,You and I,rock,133.269,235.33669
Crash Rickshaw,When,electronic,80.06,195.10812
Headman & Dieter Meier,Gimme,alternative,125.016,257.35791
Suicide Love,Game Over,jazz,120.073,248.97261
Twig,Traffic,rock,120.002,348.94322
Blondie (Karaoke),Dreaming,alternative,162.948,183.35302
Marianne Faithfull,Great Expectations,rock,76.595,193.802
Midival Punditz,Hold On,folk,154.062,350.69342
Colin Newman,Safe,hip-hop,99.003,154.122
Hound Dog Taylor,Watch Out,electronic,123.204,191.18975
Jay-Z,Encore,electronic,105.927,212.27057
Blind Guardian,The Edge,rock,98.951,269.66159
Lush,Shut Up,pop,186.009,226.16771
Fromwood,Drive,rock,121.002,419.63057
Warren Hill,Silent Night,alternative,80.841,188.99546
Brick,Free,alternative,123.64,191.76444
Lucky Due,Monster,alternative,132.992,289.67138
Stan Mosley,I Want You,jazz,100.838,297.35138
Lisa Brokop,Timeless,electronic,115.01,222.04036
T. Graham Brown,The Chase,rock,87.974,183.71873
AL-PHA-X,Another Day,electronic,140.091,248.16281
Oxford Collapse,Genetic Engineering,alternative,120.497,227.47383
The Beach Boys,All Summer Long,country,138.345,127.81669
Jimmy Gilmer,Everyday,jazz,111.156,127.26812
KT Tunstall,Lonely This Christmas,pop,173.399,257.41016
Deep Roots,Hold On,folk,114.86,141.53098
Charles Brown,So Long,blues,131.054,200.98567
Bay City Rollers,Money Honey,pop,122.154,197.98159
ATB,The Summer,electronic,133.147,386.24608
The Go-Gos,Beautiful,hip-hop,147.878,239.98649
Gay,Different,hip-hop,110.055,294.71302
Superchick,Wishes,pop,85.033,210.93832
Georgia White,Do It Again,hip-hop,118.473,178.02404
Blue Planet Corporation,Stalker,electronic,150.019,414.30159
Shayna Steele,Alright,jazz,110.055,174.54975
Court Jesters Crew,Love Me,pop,121.71,187.37587
Gerry & The Pacemakers,Pretend,pop,195.148,145.13587
six.yseven,Wallflower,blues,160.815,370.6771
James,Say Something,rock,137.912,236.042
Intelligence,Oh, Look What the Sun Did!,155.737,84.06159
Uran Species,Woman,folk,91.832,293.74649
Duster Bennett,My Love Is Your Love,pop,103.406,255.08526
Moe Bandy,Sometimes,electronic,69.107,242.6771
Kasaian,Empire,alternative,120.105,207.3073
Pavement,Give It A Day,rock,85.377,158.98077
A Flock Of Seagulls,Messages,alternative,161.046,171.88526
Rockstroh,Tanzen,rock,87.336,381.70077
Man Doki Soulmates Allstars,All You Need Is Love,pop,101.926,220.39465
Reel Big Fish,We Hate It When Our Friends Become Successful,rock,88.522,143.85587
Mecano,Mosquito,pop,108.069,261.56363
Believe,Pain,jazz,111.988,315.42812
Stakka Bo,Silver,alternative,234.663,259.63057
Danny Elfman,The Funeral,indie,122.684,252.9171
Pitch Black,Flex,hip-hop,78.397,481.20118
Howard Hewett,Joy,electronic,168.073,271.20281
The Mavericks,Fool #1,rock,100.702,346.04363
Billy Miles,Love Me,pop,89.984,154.40934
GHINZU,Blow,pop,132.98,534.12526
Chris LeDoux,Homecoming,hip-hop,223.759,74.00444
Buju Banton,Justice,electronic,155.386,229.48526
Anthony Evans,I Love You,electronic,85.017,193.30567
Starship,Jane,rock,117.089,263.75791
Kim Richey,Gravity,rock,145.893,205.06077
Ikon,Feel It,electronic,133.0,398.70649
Caroline Henderson,Butterfly,rock,134.027,280.18893
Hawk Nelson,California,rock,139.983,174.81098
Tania Maria,Happiness,rock,90.568,302.8371
Darren Hayes,Words,electronic,90.811,274.52036
Fat Bastard,Interlude,rock,151.452,22.20363
Worlds Apart,Last Summer,rock,139.259,80.71791
Loose Ends,Magic Touch,jazz,114.67,274.99057
Universal Popla,Fire,hip-hop,130.142,257.09669
Spandau Ballet,Gold,rock,130.171,256.44363
The Go Faster Nuns,Saturday Night,pop,89.902,210.28526
Hard n Phirm,Anything,pop,105.761,174.31465
The Field Mice,Canada,rock,91.951,205.24363
Brideshead,Morning,pop,77.132,132.8322
Billy Gilman,The Christmas Song,rock,90.393,238.41914
Stanley Huang,Leave Me Alone,rock,132.042,242.93832
The Hollywood Fats Band,Kansas City,electronic,126.735,451.39546
Patricia Kaas;Alejandro Fernandez,Have Yourself a Merry Little Christmas,folk,65.103,168.51546
temposhark,Snow,alternative,102.019,176.50893
Justin Timerlake,What Goes Around...Comes Around,pop,140.109,462.96771
Irma Thomas,Lady Marmalade,rock,128.365,210.62485
Dannii Minogue,Be Careful,hip-hop,99.966,219.08853
Julien Lourau,Sometimes,electronic,116.098,494.21016
Louisiana Red,Sun Goes Down,electronic,116.814,523.51955
Pretty Purdie,Stop,hip-hop,101.532,165.45914
Ozzy Osourne,I Just Want You,rock,85.705,295.49669
The Great Deceiver,Today,electronic,129.989,261.58975
Leslie Mandoki,Last Night,hip-hop,139.632,248.58077
Wayne Jarrett,Live It Up,pop,144.994,231.83628
B.T Express,Closer,indie,88.016,213.31546
The Yos,Gloria,jazz,167.562,88.29342
Kasey Chamers,Ignorance,rock,108.007,341.10649
Santa And His Little Helpers,Winter Wonderland,electronic,121.955,154.04363
Dennis DeYoung,Paradise,electronic,97.342,196.04853
Pita,Sorry,electronic,177.676,258.71628
Andy Pratt,The Harder They Come,electronic,95.013,246.9873
Fat Jon,Far Away,indie,90.952,193.64526
The House Crew,Euphoria,hip-hop,100.016,439.58812
The Haunted,Twist,electronic,101.806,146.93832
New Duncan Imperials,Get On,electronic,194.711,181.73342
DJ Bitman,Shine,alternative,100.571,195.02975
Kashief Lindo,Natural High,pop,89.008,246.17751
Mickey Katz,Mona Lisa,electronic,55.01,174.44526
Sly & Roie ,Changes,rock,99.03,268.40771
Fiona Joyce,Sweet Surrender,pop,119.751,229.92934
Eddie Cantor,Mandy,pop,149.475,166.68689
Donny Osmond,Young Love,pop,99.089,145.03138
Numer One Gun,We Are,folk,162.261,200.35873
Metermaids,No Matter What,electronic,95.995,187.6371
Avril Lavigne,Hot, Hot Heat - No,145.0,202.97098
Erika,Again,pop,123.073,321.95873
Clipse,Freedom,hip-hop,163.425,226.87302
Ed Bruce,The Greatest Hit,pop,153.96,162.66404
Pascal Parisot,Wonderful,hip-hop,155.078,166.45179
Marques Houston,Everything,alternative,113.264,287.16363
DJ Nasty,Beautiful Girls,pop,140.036,238.94159
Lullatone,Bye Bye Bye,pop,120.001,185.44281
Everclear,Sin City,jazz,138.957,278.25587
Elva Hsiao,Tomorrow,rock,131.932,268.69506
Gary Moore,All I Want,electronic,101.017,258.42893
Kanye West,Flashing Lights,hip-hop,90.552,238.52363
Boyzone,Words,electronic,163.874,243.74812
Down By Law,Rain,electronic,98.505,302.2624
Garrison Starr,Silent Night,alternative,137.565,278.15138
Unleashed,Revenge,alternative,137.952,212.37506
Soulwax,Pop Life,rock,115.921,232.72444
Tea For Two,Hunter,pop,141.479,217.02485
Les Sages,Friends,alternative,125.813,243.46077
Jermaine Jackson,Dynamite,rock,191.349,361.19465
Spear Of Destiny,Tonight, Tonight,121.146,271.5424
Wax Doctor,All I Need,pop,106.597,610.7424
Waterproof Blonde,Parade,pop,92.747,296.75057
Jazztronik,Shine,alternative,127.001,658.52036
Maynard Ferguson,The Fly,electronic,124.357,274.80771
Bill Doggett,Ding Dong,folk,114.35,185.46893
Paperoys,After All,electronic,119.899,217.86077
Pearl Jam,Gone, Gone,115.912,241.84118
Andy Prinz,Back & Forth,pop,91.985,447.16363
The Crystal Method,Keep Hope Alive,electronic,124.942,277.89016
Fatoy Slim,Champion Sound,folk,153.362,268.5122
Bossman,Ayo,hip-hop,94.215,231.96689
The Partridge Family,The Christmas Song,rock,71.222,146.20689
Tina Britt,The Real Thing,rock,87.888,145.08363
General Steele of Smif N Wessun feat. Sean Price_ Illa Noyz & UG,Riot,electronic,85.958,200.22812
Maroon 5,If I Never See Your Face Again,rock,212.081,201.06404
Lissi Dancefloor Disaster,Oh My God,hip-hop,105.407,155.37587
Urinals,U,electronic,135.053,39.00036
Swifty McVay ,Whatever You Want,rock,161.126,169.01179
Fever Ray,Coconut,pop,140.028,406.15138
Mahavishnu Orchestra,Hope,electronic,166.404,118.93506
Kasaian,Fire,hip-hop,118.165,227.47383
Pussy Du Foundation,Stand Up,alternative,126.93,357.43302
Tony Orlando & Dawn,Raindrops,alternative,105.465,183.82322
Dave Evans,Beauty Queen,electronic,159.86,254.11873
Bowling For Soup,Here We Go,pop,182.648,188.36853
Mark Broom,Take Me Home,pop,124.016,377.41669
Alquimia,Reflection,rock,125.761,190.27546
Daniel Stefanik,Like This,pop,129.015,477.6224
Cassandra Wilson,Angel,electronic,134.281,280.76363
Gorillaz,Dirty Harry,hip-hop,96.196,230.08608
Boy Broom,Body and Soul,pop,103.416,396.87791
System F,Cry,electronic,91.991,215.61424
Priessnitz,Star,rock,92.074,305.26649
Erasure,Take Me Back,hip-hop,191.992,294.84363
King Diamond,Darkness,rock,96.067,277.44608
Ledisi,Alone,rock,119.853,258.48118
Middle Of The Road,Bottoms Up,country,86.034,200.6722
Dax Riders,Set Me Free,hip-hop,124.979,339.80036
Omega,Bulletproof,hip-hop,57.436,206.68036
Rhinoceros,Falling Down,rock,137.774,106.03057
Dido,White Flag,hip-hop,62.647,252.23791
K-OS,Sunday Morning,rock,99.918,229.90322
Scary Bitches,The Hole,country,120.128,224.39138
The Foreign Exchange,Happiness,rock,96.213,281.93914
Lusine,Two Dots,electronic,240.304,381.93587
Ti\xc3\xasto,Flight 643,electronic,127.099,360.64608
Johan Gielen,Flash,pop,136.061,431.01995
Julian Marley ,A Little Too Late,rock,139.698,298.4224
Idlewild,Disconnected,electronic,119.249,231.00036
Maliu Stacy,Maria,electronic,168.021,187.71546
Shirley Horn ,Conversation,pop,201.756,193.67138
Fisher,Red,electronic,105.024,192.20853
Spiritualized,Run,rock,63.097,190.74567
Alex Bugnon,I Will Always Love You,pop,136.02,270.78485
The Red Jumpsuit Apparatus,Represent,rock,160.937,203.44118
Mai Tai,History,alternative,103.487,444.94322
Michael Jackson,History,alternative,124.05,480.62649
Tyrese featuring Manny Fresh,What It Is,folk,92.111,235.15383
Lenn Hammond,Tonight, Tonight,88.501,236.45995
Cephalgy,My Dreams,electronic,95.192,258.40281
Blind Mr. Jones,See You Again,rock,112.38,176.79628
The Popes,Last Call,pop,122.764,214.30812
The Salsoul Orchestra,Tangerine,rock,122.961,280.92036
Crystal Gayle,Take Me Home,pop,142.671,96.9922
Shirley Horn ,Conversation,pop,186.898,49.47546
Tom Demac,Long Way Down,alternative,122.971,390.79138
Bruce Dickinson,Faith,rock,161.95,203.25832
Mint Royale,Something New,jazz,130.989,305.6322
Annie Lennox,Sing,pop,190.883,504.5024
Ella Fitzgerald,Solitude,electronic,65.395,130.5073
Plan B & Maeckes,Game Over,jazz,83.602,243.22567
De-Grees,My Life Would Suck Without You,rock,145.014,163.3171
Monrose,Dangerous,rock,81.615,198.08608
Endo,The Getaway,alternative,95.599,166.29506
Renato Russo,If I Loved You,blues,96.971,114.88608
Operator Please,Ghost,pop,85.96,199.23546
The Hollywood Flames,Crazy,alternative,92.833,114.1024
The Hi-Los,Summertime,pop,75.02,215.03955
Morrissey And Siouxsie,Interlude,rock,142.554,227.26485
Alicia Keys,Superwoman,pop,161.628,274.1024
Slim Lamar and his Southerners,Happy,electronic,106.567,179.51302
Assemlage 23,Awake,electronic,137.934,354.58567
Fun Boy Three,Alone,rock,116.403,180.45342
Jimmy Eat World,Firestarter,rock,157.21,385.90649
Boy ,Anonymous,pop,127.988,402.07628
Ricochet Klashnekoff,Interlude,rock,66.564,46.18404
Nightmares On Wax,Strange,country,123.947,251.53261
Derrin Nauendorf,Bones,alternative,180.854,303.38567
20th Century Steel Band,Fire,hip-hop,127.183,216.60689
Kiholm,Fragile,classical,130.022,527.82975
So Called Friend feat. Spoek,Fever,electronic,135.254,267.78077
Leo Ku,Touch,jazz,117.042,223.39873
The Galactic Heroes,Rain,electronic,158.996,132.46649
Kenny Rogers,Crazy,alternative,115.452,197.92934
Anne Murray,Winter Wonderland,electronic,74.499,190.95465
Purple City,Live Your Life,pop,89.618,149.55057
Staylefish,Interlude,rock,85.019,72.59383
Karl Denson,Everything,alternative,97.972,272.90077
Eleven Minutes Away,Tomorrow,rock,95.019,187.16689
opm,Set Me Free,hip-hop,147.983,349.57016
Dolly Parton,Jolene,rock,110.54,160.54812
James Morrison,Wonderful World,pop,151.984,208.43057
Stoa,Alone,rock,156.084,207.49016
Oingo Boingo,Help Me,blues,149.161,236.82567
Supergrass,Alright,jazz,145.771,180.79302
Wally Lopez,Yeah, Yeah,84.658,476.15955
Bad Manners,Exodus,electronic,131.356,166.16444
Kenny Chesney,Young, Wild & Free,83.853,236.59057
The Jagged Edge,How Many Times,hip-hop,125.857,155.27138
Jan Wayne,Run Away,electronic,139.959,260.23138
Envio,For You,jazz,134.015,543.242
Pulic Image Ltd,Home,folk,111.433,349.72689
Grave Digger,Sin City,jazz,152.533,250.09587
Willie Nelson;Leon Russell,Summertime,pop,85.802,146.59873
Plasmatics,Sometimes,electronic,106.714,240.50893
Paul McCartney And Wings,My Love,classical,120.329,246.41261
V V Brown,Game Over,jazz,187.953,195.97016
Colossal,Light My Fire,hip-hop,127.067,305.94567
Nik Kershaw,Life Goes On,jazz,150.031,302.2624
Sid Vicious,My Way,electronic,89.051,234.23955
Third Day,Silent Night,alternative,101.193,247.90159
Fanmail,Shut Your Mouth,electronic,167.802,240.14322
Starship,We Built This City,rock,144.349,290.01098
Anthony Que,Tonight, Tonight,155.952,203.33669
Sascha Funke,Summer Rain,electronic,110.49,196.8322
Larnelle Harris,Silent Night,alternative,144.189,194.42893
Olive,This Time,rock,183.999,284.9171
Revl9n,Spin,rock,121.066,244.58404
Dj Angel feat. Kim English,Love Thing,rock,127.979,483.10812
Black Eyed Peas,Karma,pop,96.686,183.32689
Eraldo Bernocchi ,Two,electronic,170.008,512.73098
The Equals,Bad Boy,hip-hop,159.662,189.962
Marshall Jefferson,Move Your Body,hip-hop,122.261,403.80036
Mass Hysteria,Shine,alternative,214.146,202.16118
Manic Street Preachers,Indian Summer,electronic,135.139,234.762
Bonnie Guitar,Paradise,electronic,84.897,156.65587
