_id,l_ID,r_ID,l_title,l_artist,l_year,r_title,r_artist,r_year,_sim_score
122,b344113,a50,Someday,Joy Enriquez,2001,Someday,FiveAm-Chelsea Watts,—,1.0
123,b242751,a50,Someday,Sam Cooke,1989,Someday,FiveAm-Chelsea Watts,—,1.0
124,b60487,a50,Someday,Deorah Conway,1991,Someday,FiveAm-Chelsea Watts,—,1.0
125,b7244,a50,Someday,Max Melvin,0,Someday,FiveAm-Chelsea Watts,—,1.0
126,b126050,a50,Someday,Toias Regner,2006,Someday,FiveAm-Chelsea Watts,—,1.0
127,b327267,a50,Someday,Sterling Void,1989,Someday,FiveAm-Chelsea Watts,—,1.0
128,b118376,a50,Someday,Maurice Williams & The Zodiacs,0,Someday,FiveAm-Chelsea Watts,—,1.0
129,b32363,a50,Someday,Whiteroom feat. Amy Cooper,2005,Someday,FiveAm-Chelsea Watts,—,1.0
130,b329329,a50,Someday,DJs@Work,1999,Someday,FiveAm-Chelsea Watts,—,1.0
131,b205802,a50,Someday,John Rich,0,Someday,FiveAm-Chelsea Watts,—,1.0
132,b90047,a50,Someday,Vince Gill,0,Someday,FiveAm-Chelsea Watts,—,1.0
133,b184957,a50,Someday,Mariah Carey,1990,Someday,FiveAm-Chelsea Watts,—,1.0
134,b152194,a50,Someday,Continental Drifters,2001,Someday,FiveAm-Chelsea Watts,—,1.0
135,b310917,a50,Someday,Dave Loggins,0,Someday,FiveAm-Chelsea Watts,—,1.0
136,b268939,a50,Someday,Eldar,0,Someday,FiveAm-Chelsea Watts,—,1.0
137,b94861,a50,Someday,The Dixie Hummingirds,2003,Someday,FiveAm-Chelsea Watts,—,1.0
138,b39574,a50,Someday,Ray Charles,0,Someday,FiveAm-Chelsea Watts,—,1.0
139,b309405,a50,Someday,Jean Claude Ades,0,Someday,FiveAm-Chelsea Watts,—,1.0
140,b220856,a50,Someday,Jean Claude Ades,0,Someday,FiveAm-Chelsea Watts,—,1.0
141,b258761,a50,Someday,We Pierce,0,Someday,FiveAm-Chelsea Watts,—,1.0
142,b77516,a50,Someday,Jacynthe,0,Someday,FiveAm-Chelsea Watts,—,1.0
143,b29391,a50,Someday,Whiteroom,2005,Someday,FiveAm-Chelsea Watts,—,1.0
144,b244951,a50,Someday,Brett Dennen,2006,Someday,FiveAm-Chelsea Watts,—,1.0
145,b280289,a50,Someday,Ashes to Ashes,0,Someday,FiveAm-Chelsea Watts,—,1.0
146,b286249,a50,Someday,Alton Ellis,0,Someday,FiveAm-Chelsea Watts,—,1.0
147,b158467,a50,Someday,Chloe Agnew,2006,Someday,FiveAm-Chelsea Watts,—,1.0
148,b176901,a50,Someday,Harry Connick_ Jr.,2007,Someday,FiveAm-Chelsea Watts,—,1.0
149,b17171,a50,Someday,Roachford,1997,Someday,FiveAm-Chelsea Watts,—,1.0
150,b198426,a50,Someday,Kevin Koell,0,Someday,FiveAm-Chelsea Watts,—,1.0
151,b341803,a50,Someday,Severin,0,Someday,FiveAm-Chelsea Watts,—,1.0
152,b186157,a50,Someday,Nickelack,2003,Someday,FiveAm-Chelsea Watts,—,1.0
153,b224395,a50,Someday,Gandalf Murphy and The Slamovian Circus of Dreams,0,Someday,FiveAm-Chelsea Watts,—,1.0
154,b105313,a50,Someday,SOL,0,Someday,FiveAm-Chelsea Watts,—,1.0
155,b46956,a50,Someday,Susanna And The Magical Orchestra,2009,Someday,FiveAm-Chelsea Watts,—,1.0
156,b224062,a50,Someday,M People,1991,Someday,FiveAm-Chelsea Watts,—,1.0
157,b57209,a50,Someday,Los Loos,1993,Someday,FiveAm-Chelsea Watts,—,1.0
158,b282386,a50,Someday,Larue,0,Someday,FiveAm-Chelsea Watts,—,1.0
159,b31623,a50,Someday,Mariah Carey,1990,Someday,FiveAm-Chelsea Watts,—,1.0
160,b73609,a50,Someday,Count Basic,1999,Someday,FiveAm-Chelsea Watts,—,1.0
161,b253834,a50,Someday,Sandi Patty,0,Someday,FiveAm-Chelsea Watts,—,1.0
162,b213486,a50,Someday,Clint Black,0,Someday,FiveAm-Chelsea Watts,—,1.0
163,b178078,a50,Someday,Peter Herolzheimer Rhythm Comination & Brass,0,Someday,FiveAm-Chelsea Watts,—,1.0
164,b288672,a50,Someday,Vashti Bunyan,2007,Someday,FiveAm-Chelsea Watts,—,1.0
165,b173996,a50,Someday,Pan.a.ce.a,0,Someday,FiveAm-Chelsea Watts,—,1.0
166,b226169,a50,Someday,Nickelack,2003,Someday,FiveAm-Chelsea Watts,—,1.0
167,b64466,a50,Someday,Stan Whitmire,0,Someday,FiveAm-Chelsea Watts,—,1.0
168,b61417,a50,Someday,Edda,0,Someday,FiveAm-Chelsea Watts,—,1.0
169,b177645,a50,Someday,Rezonance Q,2002,Someday,FiveAm-Chelsea Watts,—,1.0
170,b20976,a50,Someday,Celtic Woman,2005,Someday,FiveAm-Chelsea Watts,—,1.0
171,b312822,a50,Someday,Spencer Day,2009,Someday,FiveAm-Chelsea Watts,—,1.0
172,b297046,a50,Someday,Concrete Blonde,1992,Someday,FiveAm-Chelsea Watts,—,1.0
173,b265276,a54,What Is Life,Black Uhuru,1997,What Is Life,George Harrison,1970,1.0
174,b273632,a54,What Is Life,Black Uhuru,1997,What Is Life,George Harrison,1970,1.0
175,b83982,a57,Ding Dong,Bill Doggett,1956,Ding Dong,George Harrison,1974,1.0
176,b137333,a57,Ding Dong,Big John Patton,0,Ding Dong,George Harrison,1974,1.0
177,b172200,a57,Ding Dong,Asio Kids,0,Ding Dong,George Harrison,1974,1.0
178,b341168,a57,Ding Dong,The Plan,2004,Ding Dong,George Harrison,1974,1.0
179,b49268,a57,Ding Deng Dong,Mahala Rai Banda,2009,Ding Dong,George Harrison,1974,0.7857142857142857
180,b140995,a57,Ding Dong,McGuire Sisters,0,Ding Dong,George Harrison,1974,1.0
181,b11016,a57,Ding Dong,The Les Claypool Frog Brigade,0,Ding Dong,George Harrison,1974,1.0
182,b194568,a58,Dark Horse,Angra Mainyu featuring Di,0,Dark Horse,George Harrison,1974,1.0
183,b4193,a58,Dark Horse,Angra Mainyu featuring Di,0,Dark Horse,George Harrison,1974,1.0
184,b137486,a58,Dark Horse,Angra Mainyu featuring Di,0,Dark Horse,George Harrison,1974,1.0
185,b215650,a58,Dark Horse,Derek Howell,0,Dark Horse,George Harrison,1974,1.0
186,b17130,a58,Dark Horse,Converge,2009,Dark Horse,George Harrison,1974,1.0
187,b279980,a58,Dark Horse,Derek Howell,0,Dark Horse,George Harrison,1974,1.0
188,b64958,a58,Dark Horse,Derek Howell,0,Dark Horse,George Harrison,1974,1.0
189,b281407,a60,Too Little_ Too Late,JoJo,0,Too Little Too Late,JoJo,2006,0.7619047619047619
190,b84864,a60,A Little Too Late,Julian Marley / Stephen Marley,2009,Too Little Too Late,JoJo,2006,0.7619047619047619
191,b191798,a60,A Little Too Late,Gale Storm,0,Too Little Too Late,JoJo,2006,0.7619047619047619
192,b151081,a60,Too Little Too Late,Hooastank,2001,Too Little Too Late,JoJo,2006,1.0
193,b176015,a60,Too Little_ Too Late,Continental Drifters,2001,Too Little Too Late,JoJo,2006,0.7619047619047619
194,b103264,a61,Anything,Unsane,2005,Anything,JoJo,2007,1.0
195,b114239,a61,Anything,Styrofoam,2004,Anything,JoJo,2007,1.0
196,b233117,a61,Anything,SWV,1992,Anything,JoJo,2007,1.0
197,b64190,a61,Anything,Zinc,0,Anything,JoJo,2007,1.0
198,b194416,a61,Anything,Goldfinger,0,Anything,JoJo,2007,1.0
199,b4303,a61,Anything,Third Eye Blind,1999,Anything,JoJo,2007,1.0
200,b180966,a61,Anything_ Anything,kju:,2007,Anything,JoJo,2007,0.7142857142857143
201,b5879,a61,Anything,Danzig,1992,Anything,JoJo,2007,1.0
202,b34082,a61,Anything,Third Day,2003,Anything,JoJo,2007,1.0
203,b107410,a61,Anything,Fred Thomas,0,Anything,JoJo,2007,1.0
204,b158969,a61,Anything,Martina Topley Bird,2003,Anything,JoJo,2007,1.0
205,b82902,a61,Anything,Hard n Phirm,2005,Anything,JoJo,2007,1.0
206,b51161,a61,Anything,Continental Drifters,1999,Anything,JoJo,2007,1.0
207,b67113,a62,Disaster,The Besnard Lakes,2007,Disaster,JoJo,2011,1.0
208,b4037,a62,Disaster,The Unlovales,2007,Disaster,JoJo,2011,1.0
209,b234262,a62,Disaster,Kicking K8,2009,Disaster,JoJo,2011,1.0
210,b67113,a64,Disaster,The Besnard Lakes,2007,Disaster,Mario Jefferson-JoJo,2013,1.0
211,b4037,a64,Disaster,The Unlovales,2007,Disaster,Mario Jefferson-JoJo,2013,1.0
212,b234262,a64,Disaster,Kicking K8,2009,Disaster,Mario Jefferson-JoJo,2013,1.0
213,b119608,a69,Me Love,Sean Kingston,2007,Me Love,Sean Kingston,2007,1.0
214,b195481,a69,Me Love,Sean Kingston,2007,Me Love,Sean Kingston,2007,1.0
215,b131562,a70,Fire Burning,Sean Kingston,2009,Fire Burning,Sean Kingston,2009,1.0
216,b211179,a70,Fire Burning ,Average White Band,1979,Fire Burning,Sean Kingston,2009,0.7058823529411765
217,b64630,a71,Feel It,Cy Young,0,Feel It,Three 6 Mafia-Tiësto-Sean Kingston-Flo Rida,2009,1.0
218,b241818,a71,Feel It,Junior Caldera / Vika Kova,0,Feel It,Three 6 Mafia-Tiësto-Sean Kingston-Flo Rida,2009,1.0
219,b273572,a71,Feel It,BIZ,0,Feel It,Three 6 Mafia-Tiësto-Sean Kingston-Flo Rida,2009,1.0
220,b117296,a71,Feel It,CJ Peeton,0,Feel It,Three 6 Mafia-Tiësto-Sean Kingston-Flo Rida,2009,1.0
221,b56892,a71,Feel It,Bone Crusher,2006,Feel It,Three 6 Mafia-Tiësto-Sean Kingston-Flo Rida,2009,1.0
222,b165119,a71,Feel It,Daniel Portman,0,Feel It,Three 6 Mafia-Tiësto-Sean Kingston-Flo Rida,2009,1.0
223,b335381,a71,Feel It,Full Scale,2005,Feel It,Three 6 Mafia-Tiësto-Sean Kingston-Flo Rida,2009,1.0
224,b62080,a71,Feel It,The Tamperer feat. Maya,2009,Feel It,Three 6 Mafia-Tiësto-Sean Kingston-Flo Rida,2009,1.0
225,b87692,a71,Feel It,Jakalope,2004,Feel It,Three 6 Mafia-Tiësto-Sean Kingston-Flo Rida,2009,1.0
226,b231068,a71,Feel It,Junior Caldera / Vika Kova,0,Feel It,Three 6 Mafia-Tiësto-Sean Kingston-Flo Rida,2009,1.0
227,b46796,a71,Feel It,Ikon,0,Feel It,Three 6 Mafia-Tiësto-Sean Kingston-Flo Rida,2009,1.0
228,b63278,a71,Feel It,The Headhunter,0,Feel It,Three 6 Mafia-Tiësto-Sean Kingston-Flo Rida,2009,1.0
229,b325251,a71,Feel It,Paperoys,2002,Feel It,Three 6 Mafia-Tiësto-Sean Kingston-Flo Rida,2009,1.0
230,b82717,a71,Feel It,Ikon,0,Feel It,Three 6 Mafia-Tiësto-Sean Kingston-Flo Rida,2009,1.0
231,b2928,a71,Feel It,Hassaan Mackey,0,Feel It,Three 6 Mafia-Tiësto-Sean Kingston-Flo Rida,2009,1.0
232,b76697,a71,Feel It,Cortex Thrill,0,Feel It,Three 6 Mafia-Tiësto-Sean Kingston-Flo Rida,2009,1.0
233,b120730,a71,Feel It,The Producers,0,Feel It,Three 6 Mafia-Tiësto-Sean Kingston-Flo Rida,2009,1.0
234,b331679,a71,Feel It,Nu:Tone,2004,Feel It,Three 6 Mafia-Tiësto-Sean Kingston-Flo Rida,2009,1.0
235,b323521,a71,Feel It,Three 6 Mafia vs. Ti\xc3\xasto with Sean Kingston and Flo Rida,0,Feel It,Three 6 Mafia-Tiësto-Sean Kingston-Flo Rida,2009,1.0
236,b98291,a71,Feel It,The Lotus Eaters,0,Feel It,Three 6 Mafia-Tiësto-Sean Kingston-Flo Rida,2009,1.0
237,b312339,a87,Hey Joe,Amp Fiddler,2007,Hey Joe,The Jimi Hendrix Experience,1966,1.0
238,b134180,a87,Hey Joe,Frantic,0,Hey Joe,The Jimi Hendrix Experience,1966,1.0
239,b186413,a87,Hey Joe,Jimi Hendrix,1970,Hey Joe,The Jimi Hendrix Experience,1966,1.0
240,b338826,a87,Hey Joe,Richie Stephens,0,Hey Joe,The Jimi Hendrix Experience,1966,1.0
241,b29512,a87,Hey Joe,Carl Smith,1993,Hey Joe,The Jimi Hendrix Experience,1966,1.0
242,b127819,a87,Hey Joe,Jimi Hendrix,1970,Hey Joe,The Jimi Hendrix Experience,1966,1.0
243,b155215,a87,Hey Joe,Jimi Hendrix,1970,Hey Joe,The Jimi Hendrix Experience,1966,1.0
244,b168835,a87,Hey Joe,Carl Smith,1993,Hey Joe,The Jimi Hendrix Experience,1966,1.0
245,b171667,a87,Hey Joe,Carl Smith,1993,Hey Joe,The Jimi Hendrix Experience,1966,1.0
246,b9678,a87,Hey Joe,Carl Smith,1993,Hey Joe,The Jimi Hendrix Experience,1966,1.0
247,b29393,a87,Hey Joe,Carl Smith,1993,Hey Joe,The Jimi Hendrix Experience,1966,1.0
248,b28882,a87,Hey Joe,Roy Buchanan,1974,Hey Joe,The Jimi Hendrix Experience,1966,1.0
249,b4339,a87,Hey Joe,The Creation,1967,Hey Joe,The Jimi Hendrix Experience,1966,1.0
250,b332294,a115,History,Darla Farmer,2009,History,Kristen Faulconer-Jason Sutter,2014,1.0
251,b306705,a115,History,Non,0,History,Kristen Faulconer-Jason Sutter,2014,1.0
252,b85040,a115,History,Michael Jackson,1995,History,Kristen Faulconer-Jason Sutter,2014,1.0
253,b176191,a115,History,Headmix,2002,History,Kristen Faulconer-Jason Sutter,2014,1.0
254,b249753,a115,History,Thunderirds Are Now!,0,History,Kristen Faulconer-Jason Sutter,2014,1.0
255,b340389,a115,History,Laleh,2009,History,Kristen Faulconer-Jason Sutter,2014,1.0
256,b121829,a115,History,Blue Foundation,2004,History,Kristen Faulconer-Jason Sutter,2014,1.0
257,b84991,a115,History,Mai Tai,1985,History,Kristen Faulconer-Jason Sutter,2014,1.0
258,b258766,a124,Saying Goodye,Kyle Riako,2008,Saying Goodbye,The Greenhornes,2010,0.7222222222222222
259,b143826,a124,Saying Goodye,Sugarcult,2000,Saying Goodbye,The Greenhornes,2010,0.7222222222222222
260,b332465,a124,Saying Goodye,Every Avenue,2009,Saying Goodbye,The Greenhornes,2010,0.7222222222222222
261,b216321,a129,Life Support,Scarlet,2004,Life Support,The Fades,2003,1.0
262,b211760,a130,This Song,Daniel Johnston,1984,This Song,George Harrison,1976,1.0
263,b301713,a131,Crackerox Palace,Chris Unck & The Black Roses,0,Crackerbox Palace,George Harrison,1977,0.7619047619047619
264,b29770,a142,Beat It,Raintime,2007,Beat It,Sean Kingston-Chris Brown-Wiz Khalifa,2013,1.0
265,b341118,a142,Beat It,Se\xc3\x1or Coconut,2003,Beat It,Sean Kingston-Chris Brown-Wiz Khalifa,2013,1.0
266,b177405,a142,Beat It,Fall Out Boy / John Mayer,2008,Beat It,Sean Kingston-Chris Brown-Wiz Khalifa,2013,1.0
267,b200387,a142,Beat It,Yellowman,1985,Beat It,Sean Kingston-Chris Brown-Wiz Khalifa,2013,1.0
268,b120558,a142,Beat It,Inactive Messiah,2006,Beat It,Sean Kingston-Chris Brown-Wiz Khalifa,2013,1.0
269,b42992,a142,Beat It,Varios / Michael NBossa,2008,Beat It,Sean Kingston-Chris Brown-Wiz Khalifa,2013,1.0
270,b160074,a157,What You Want,Intricate Minds,0,What You Want,The John Butler Trio,2004,1.0
271,b172880,a157,What You Want,Daniel Wanrooy,0,What You Want,The John Butler Trio,2004,1.0
272,b103608,a157,What Do You Want,The Yardirds,1966,What You Want,The John Butler Trio,2004,0.7368421052631579
273,b22637,a157,What You Want,LL Cool J / Freeway,2006,What You Want,The John Butler Trio,2004,1.0
274,b100741,a157,What Do You Want,Craving Theo,0,What You Want,The John Butler Trio,2004,0.7368421052631579
275,b150518,a157,What You Want,Crooked Stilo,0,What You Want,The John Butler Trio,2004,1.0
