id,ltable_ID,rtable_ID,ltable_title,ltable_artist,ltable_year,rtable_title,rtable_artist,rtable_year
26,b769617,a68,Big Girls Don't Cry (Personal),Fergie,0,Big Girls Don't Cry (Personal) [Remix],Fergie-Sean Kingston,2007
27,b81865,a68,Big Girls Don't Cry (Personal),Fergie,0,Big Girls Don't Cry (Personal) [Remix],Fergie-Sean Kingston,2007
28,b599602,a69,Me Love,Sean Kingston,2007,Me Love,Sean Kingston,2007
29,b675473,a69,Me Love,Sean Kingston,2007,Me Love,Sean Kingston,2007
30,b214650,a69,Me Love,Sean Kingston,2007,Me Love,Sean Kingston,2007
31,b467344,a70,Fire Burning,Sean Kingston,2009,Fire Burning,Sean Kingston,2009
32,b445590,a70,Fire Burning,Sean Kingston,2009,Fire Burning,Sean Kingston,2009
33,b611556,a70,Fire Burning,Sean Kingston,2009,Fire Burning,Sean Kingston,2009
34,b5651,a70,Fire Burning,Sean Kingston,2009,Fire Burning,Sean Kingston,2009
35,b803512,a71,Feel It,Three 6 Mafia vs. Ti\xc3\xabsto with Sean Kingston and Flo Rida,0,Feel It,Three 6 Mafia-Tiësto-Sean Kingston-Flo Rida,2009
36,b578286,a71,Feel It,The Lotus Eaters,0,Feel It,Three 6 Mafia-Tiësto-Sean Kingston-Flo Rida,2009
37,b542076,a71,Feel It,The Tamperer feat. Maya,2009,Feel It,Three 6 Mafia-Tiësto-Sean Kingston-Flo Rida,2009
38,b260438,a71,Feel It,Todd Rundgren,1989,Feel It,Three 6 Mafia-Tiësto-Sean Kingston-Flo Rida,2009
39,b543274,a71,Feel It,The Headhunter,0,Feel It,Three 6 Mafia-Tiësto-Sean Kingston-Flo Rida,2009
40,b600724,a71,Feel It,The Producers,0,Feel It,Three 6 Mafia-Tiësto-Sean Kingston-Flo Rida,2009
41,b369141,a71,Feel It,The Crusaders,1977,Feel It,Three 6 Mafia-Tiësto-Sean Kingston-Flo Rida,2009
42,b289921,a71,Feel It,The Tamperer ft. Maya,2009,Feel It,Three 6 Mafia-Tiësto-Sean Kingston-Flo Rida,2009
43,b44228,a87,Hey Joe,The Litter,0,Hey Joe,The Jimi Hendrix Experience,1966
44,b474335,a87,Hey Joe,The Creation,1967,Hey Joe,The Jimi Hendrix Experience,1966
45,b509965,a87,Hey Joe,The Creation,1967,Hey Joe,The Jimi Hendrix Experience,1966
46,b31558,a142,Beat It,Se\xc3\xb1or Coconut,2003,Beat It,Sean Kingston-Chris Brown-Wiz Khalifa,2013
47,b191516,a142,Beat It,Se\xc3\xb1or Coconut,2003,Beat It,Sean Kingston-Chris Brown-Wiz Khalifa,2013
48,b821109,a142,Beat It,Se\xc3\xb1or Coconut,2003,Beat It,Sean Kingston-Chris Brown-Wiz Khalifa,2013
49,b721573,a157,What You Want,The Roots feat. Jaguar,0,What You Want,The John Butler Trio,2004
50,b583603,a157,What Do You Want,The Yardbirds,1966,What You Want,The John Butler Trio,2004
51,b190472,a157,What Do You Want,The Yardbirds,1966,What You Want,The John Butler Trio,2004
52,b119262,a157,What You Want,The Starting Line,2007,What You Want,The John Butler Trio,2004
53,b335029,a157,What Do You Want,The Twinkle Brothers,0,What You Want,The John Butler Trio,2004
54,b327133,a160,Purple Haze,The Rippingtons / Russ Freeman,2003,Purple Haze,The Jimi Hendrix Experience,1967
55,b388760,a160,Purple Haze,The Cure,1993,Purple Haze,The Jimi Hendrix Experience,1967
56,b445147,a160,Purple Haze,The Diplomats feat. Cam'Ron,0,Purple Haze,The Jimi Hendrix Experience,1967
57,b188742,a160,Purple Haze,Toad,0,Purple Haze,The Jimi Hendrix Experience,1967
58,b556053,a160,Purple Haze,The Speed Freak,0,Purple Haze,The Jimi Hendrix Experience,1967
59,b527647,a161,The Wind Cries Mary,The Jimi Hendrix Experience,1967,The Wind Cries Mary,The Jimi Hendrix Experience,1967
60,b612420,a174,Shout,Tears For Fears,1984,Shout,The Isley Brothers,1959
61,b575931,a174,Shout,Tears For Fears,1984,Shout,The Isley Brothers,1959
62,b354749,a174,Shout,Tears For Fears,1984,Shout,The Isley Brothers,1959
63,b744956,a174,Shout,Tears For Fears,1984,Shout,The Isley Brothers,1959
64,b43579,a174,Shout,The Shangri-Las,1964,Shout,The Isley Brothers,1959
65,b524911,a174,Shout,Tears For Fears,1984,Shout,The Isley Brothers,1959
66,b367271,a174,Shout,The Kingsmen,1965,Shout,The Isley Brothers,1959
67,b19082,a174,Shout,Tears For Fears,1984,Shout,The Isley Brothers,1959
68,b226767,a174,Shout,The Trammps,1996,Shout,The Isley Brothers,1959
69,b751485,a174,Shout,True Believers,0,Shout,The Isley Brothers,1959
70,b183170,a174,Shout,The Sentinals,0,Shout,The Isley Brothers,1959
71,b352180,a174,Shout,Tears For Fears,1984,Shout,The Isley Brothers,1959
72,b115877,a174,Shout,Tears For Fears,1984,Shout,The Isley Brothers,1959
73,b813154,a176,Put Yourself In My Place,The Hollies,0,Put Yourself in My Place,The Isley Brothers,1967
74,b420185,a176,Put Yourself In My Place,The Elgins,1966,Put Yourself in My Place,The Isley Brothers,1967
75,b446835,a176,Put Yourself In My Place,The Elgins,1966,Put Yourself in My Place,The Isley Brothers,1967
76,b579782,a176,Put Yourself In My Place,The Elgins,1966,Put Yourself in My Place,The Isley Brothers,1967
77,b663616,a179,America,Tommy Flanagan,0,America,The Indelicates,2007
78,b299131,a179,America,The Nice,1968,America,The Indelicates,2007
79,b11362,a179,America,Trini Lopez,1963,America,The Indelicates,2007
80,b582983,a179,America,Traffic Sound,1997,America,The Indelicates,2007
81,b722272,a179,America,The Vapors,1980,America,The Indelicates,2007
82,b125282,a179,America,The Grassmasters,0,America,The Indelicates,2007
83,b22893,a179,America,Trini Lopez,1963,America,The Indelicates,2007
84,b243669,a179,America,The Canadian Brass,0,America,The Indelicates,2007
85,b463722,a179,America,The Infested,0,America,The Indelicates,2007
86,b545034,a180,Sixteen,The Heavy,2009,Sixteen,The Indelicates,2007
87,b396576,a195,Chime,Orbital,1989,Chime,Orbital,1989
88,b190244,a197,Your Body Is a Wonderland,John Mayer Tribute,0,Your Body is a Wonderland,John Mayer,2001
89,b410063,a215,Sugar Free Jazz,Soul Coughing,0,Sugar Free Jazz,Soul Coughing,1995
90,b18865,a228,All Along The Watchtower,Taj Mahal & The Hula Blues Band,2001,All Along the Watchtower,The Jimi Hendrix Experience,1968
91,b662669,a228,All Along The Watchtower,Tr\xc3\xa4d Gr\xc3\xa4s Och Stenar,1970,All Along the Watchtower,The Jimi Hendrix Experience,1968
92,b20051,a229,Voodoo Chile,Tony Sarno,0,Voodoo Chile,The Jimi Hendrix Experience,1970
93,b235650,a230,Angel,The Satintones,2005,Angel,The Jimi Hendrix Experience,1971
94,b714968,a230,Angel,Think About Mutation,1999,Angel,The Jimi Hendrix Experience,1971
95,b647369,a230,Angel,The Wolfgang Press,1991,Angel,The Jimi Hendrix Experience,1971
96,b102624,a230,Angel,The Jeff Healey Band,1995,Angel,The Jimi Hendrix Experience,1971
97,b75670,a230,Angel,Tokyo Blade,1989,Angel,The Jimi Hendrix Experience,1971
98,b235587,a232,Fire,Too $hort featuring Erick Sermon,2001,Fire,The Jimi Hendrix Experience,2011
99,b22267,a232,Fire,The Headless Horsemen,2007,Fire,The Jimi Hendrix Experience,2011
100,b120077,a232,Fire,The Buff Medways,2002,Fire,The Jimi Hendrix Experience,2011
101,b656804,a232,Fire,Tellison,2007,Fire,The Jimi Hendrix Experience,2011
102,b673773,a232,Fire,Tesla Boy,2009,Fire,The Jimi Hendrix Experience,2011
103,b596946,a232,Fire,The Bug,0,Fire,The Jimi Hendrix Experience,2011
104,b533506,a232,Fire,The Pointer Sisters,1978,Fire,The Jimi Hendrix Experience,2011
105,b306173,a232,Fire,The Young Punx,0,Fire,The Jimi Hendrix Experience,2011
106,b33117,a233,Like A Rolling Stone,The Alarm Clocks,0,Like a Rolling Stone,The Jimi Hendrix Experience,2011
107,b771007,a233,Like A Rolling Stone,The Creation,1967,Like a Rolling Stone,The Jimi Hendrix Experience,2011
108,b680605,a251,It's Your Thing,The Supremes / Four Tops,2009,It's Your Thing,The Isley Brothers,1969
109,b111457,a251,It's Your Thing,The Isley Brothers,1969,It's Your Thing,The Isley Brothers,1969
110,b640899,a252,Work To Do,The Main Ingredient,1973,Work To Do,The Isley Brothers,1972
111,b479325,a271,Are We Here ?,Orbital,1994,Are We Here?,Orbital,1994
112,b510910,a271,Are We Here ?,Orbital,1994,Are We Here?,Orbital,1994
113,b749806,a275,No Such Thing,John Mayer,0,No Such Thing,John Mayer,2002
114,b92154,a275,No Such Thing,John Mayer Tribute,0,No Such Thing,John Mayer,2002
115,b387584,a275,No Such Thing,John Mayer,0,No Such Thing,John Mayer,2002
116,b540472,a275,No Such Thing,John Mayer,0,No Such Thing,John Mayer,2002
117,b20265,a276,Your Body Is A Wonderland,John Mayer,0,Your Body Is a Wonderland,John Mayer,2002
118,b190244,a276,Your Body Is a Wonderland,John Mayer Tribute,0,Your Body Is a Wonderland,John Mayer,2002
119,b123271,a277,Why Georgia,John Mayer,0,Why Georgia,John Mayer,2003
120,b420567,a277,Why Georgia,John Mayer,0,Why Georgia,John Mayer,2003
121,b718822,a277,Why Georgia,John Mayer,0,Why Georgia,John Mayer,2003
122,b137792,a277,Why Georgia,John Mayer,0,Why Georgia,John Mayer,2003
123,b630732,a277,Why Georgia,John Mayer Tribute,0,Why Georgia,John Mayer,2003
124,b777809,a277,Why Georgia,John Mayer,0,Why Georgia,John Mayer,2003
125,b339205,a278,Bigger Than My Body,John Mayer,0,Bigger Than My Body,John Mayer,2003
126,b733955,a279,Daughters,John Mayer,0,Daughters,John Mayer,2004
127,b301809,a279,Daughters,John Mayer,0,Daughters,John Mayer,2004
128,b584183,a279,Daughters,John Mayer,0,Daughters,John Mayer,2004
129,b488896,a313,Psycho Killer,The Flying Pickets,1984,Psycho Killer,Talking Heads,1977
130,b167492,a314,Soundtrack To Mary,Soul Coughing,1996,Soundtrack to Mary,Soul Coughing,1996
131,b686752,a315,Super Bon Bon,Soul Coughing,1996,Super Bon Bon,Soul Coughing,1996
132,b76811,a349,Tears,Thomas Coastline & CrossRyders,0,Tears,The Isley Brothers,—
133,b86423,a349,Tears,Tinie Tempah featuring Cleo Sol,2009,Tears,The Isley Brothers,—
134,b158258,a349,Tears,Thomas Coastline & CrossRyders,0,Tears,The Isley Brothers,—
135,b579226,a349,Tears,This Mortal Coil,1986,Tears,The Isley Brothers,—
136,b156298,a349,Tears,Thomas Coastline & CrossRyders,0,Tears,The Isley Brothers,—
137,b621319,a349,Tears,Teenage Fanclub,1995,Tears,The Isley Brothers,—
138,b425136,a349,Tears,The Phenomenal Handclap Band,2009,Tears,The Isley Brothers,—
139,b820163,a349,Tears,The Stone Roses,1994,Tears,The Isley Brothers,—
140,b351042,a349,Tears,Thompson Twins,1983,Tears,The Isley Brothers,—
141,b58152,a349,Tears,The Mist Of Avalon,0,Tears,The Isley Brothers,—
142,b397332,a349,Tears,The Chameleons UK,1993,Tears,The Isley Brothers,—
143,b13856,a360,Say,Joe McBride,0,Say,John Mayer,2007
144,b47741,a360,Say,Junkie,0,Say,John Mayer,2007
145,b243099,a361,Beat It,Fall Out Boy,2008,Beat It,Fall Out Boy-John Mayer,2008
146,b657398,a361,Beat It,Fall Out Boy / John Mayer,2008,Beat It,Fall Out Boy-John Mayer,2008
147,b688877,a402,Rise & Shine,The Little Ones,2008,Rise & Shine,The Cardigans,1994
148,b492806,a402,Rise & Shine,The Cardigans,1994,Rise & Shine,The Cardigans,1994
149,b513516,a402,Rise & Shine,The Cardigans,1994,Rise & Shine,The Cardigans,1994
150,b705613,a402,Rise & Shine,The Cardigans,1994,Rise & Shine,The Cardigans,1994
151,b614282,a418,Rock This Town,The Pure,0,Rock This Town,The Brian Setzer Orchestra,1999
152,b343706,a418,Rock This Town,The Stray Cats,1981,Rock This Town,The Brian Setzer Orchestra,1999
153,b255575,a427,The Good Things,The Prime Movers,0,The Good Thing,Talking Heads,1978
154,b764624,a427,The Good Thing,Teenage Fanclub & Jad Fair,0,The Good Thing,Talking Heads,1978
155,b614960,a430,Once in a Lifetime,The Jet Set,0,Once in a Lifetime,Talking Heads,1980
156,b280238,a434,Silver Rocket,Sonic Youth,1988,Silver Rocket,Sonic Youth,1988
157,b581247,a435,Kool Thing,Sonic Youth,1990,Kool Thing,Sonic Youth,1990
158,b526254,a435,Kool Thing,Sonic Youth,1990,Kool Thing,Sonic Youth,1990
159,b715739,a436,Disappear,Sean Ensign,0,Disappearer,Sonic Youth,1990
160,b208819,a436,Disappear,Selena Gomez,2009,Disappearer,Sonic Youth,1990
161,b55853,a439,Electricity,Spiritualized,1997,Electricity,Something for Kate,1999
162,b507188,a439,Electricity,Spiritualized,1997,Electricity,Something for Kate,1999
163,b626610,a439,Electricity,Spiritualized,1997,Electricity,Something for Kate,1999
164,b772135,a439,Electricity,STRAIGHTENER,0,Electricity,Something for Kate,1999
165,b342220,a440,Hallways,Slow To Surface,0,Hallways,Something for Kate,1999
166,b564164,a441,Whatever You Want,Swifty McVay / Mr. Porter,0,Whatever You Want,Something for Kate,1999
167,b216125,a442,The Astronaut,Something Corporate,2002,The Astronaut,Something for Kate,2000
168,b471100,a451,Illuminate,Orbital,2001,Illuminate,Orbital,2001
169,b509329,a451,Illuminate,Orbital,2001,Illuminate,Orbital,2001
170,b232777,a455,Wildfire,John Huijbers,0,Wildfire,John Mayer,2013
171,b83982,a470,Dirty Water,The Bloody Hollies,0,Dirty Water,The Blackeyed Susans,1994
172,b758586,a472,Footloose,Kenny Loggins,1984,Footloose,Kenny Loggins,1984
173,b369949,a472,Footloose,Kenny Loggins,1984,Footloose,Kenny Loggins,1984
174,b294733,a472,Footloose,Kenny Loggins,1984,Footloose,Kenny Loggins,1984
175,b538577,a479,Coming Home,Dubnoodles,2008,Coming Home,Diddy - Dirty Money-Skylar Grey,2010
176,b404847,a479,Coming Home,Dominoe,1990,Coming Home,Diddy - Dirty Money-Skylar Grey,2010
177,b156321,a487,A Dark Star,SKOLD,2009,A Dark Star,Skold,2009
178,b661185,a488,Bullets Ricochet,SKOLD,2009,Bullets Ricochet,Skold,2009
179,b202765,a492,Interlude,Ms. Jade,2002,Interlude,Morrissey,1994
180,b768122,a492,Interlude,Musiq,2003,Interlude,Morrissey,1994
181,b821427,a492,Interlude,Muse,0,Interlude,Morrissey,1994
182,b565497,a492,Interlude,Morrissey And Siouxsie,1997,Interlude,Morrissey,1994
183,b553867,a492,Interlude,Mica Paris,1998,Interlude,Morrissey,1994
184,b732216,a492,Interlude,Mud Flow,0,Interlude,Morrissey,1994
185,b367680,a492,Interlude,Marshmallow Coast,1999,Interlude,Morrissey,1994
186,b72814,a492,Interlude,Mr. David,0,Interlude,Morrissey,1994
187,b746755,a492,Interlude,Mandrill,1973,Interlude,Morrissey,1994
188,b605515,a492,Interlude,Miguel Migs*,1999,Interlude,Morrissey,1994
189,b183830,a492,Interlude,MFSB,0,Interlude,Morrissey,1994
190,b446162,a492,Interlude,Memphis Bleek,2005,Interlude,Morrissey,1994
191,b630507,a492,Interlude,Moka Only,0,Interlude,Morrissey,1994
192,b130772,a492,Interlude,Megadrums,0,Interlude,Morrissey,1994
193,b555012,a492,Interlude,Minus 8,1997,Interlude,Morrissey,1994
194,b782532,a537,Sick & Tired,The Cardigans,1994,Sick & Tired,The Cardigans,1994
195,b279919,a537,Sick & Tired,The Cardigans,1994,Sick & Tired,The Cardigans,1994
196,b26793,a538,Carnival,The Cardigans,1995,Carnival,The Cardigans,1995
197,b715330,a538,Carnival,The Ejected,1983,Carnival,The Cardigans,1995
198,b648160,a538,Carnival,Thomas P.Heckmann,0,Carnival,The Cardigans,1995
199,b699305,a538,Carnival,The Les Humphries Singers,1991,Carnival,The Cardigans,1995
200,b132569,a538,Carnival,The Violets,0,Carnival,The Cardigans,1995
201,b460372,a541,Cardiac Arrest,The Killermeters,1997,Cardiac Arrest,Teddybears-Robyn,2011
202,b753961,a542,Zero Gravity,The Transmissionary Six,2008,Zero Gravity,Teddybears,2011
203,b288874,a543,All I Really  Want To Do,The Byrds,0,All I Really Want to Do,The Byrds,1965
204,b617346,a543,All I Really Want To Do,The Byrds,1965,All I Really Want to Do,The Byrds,1965
205,b74202,a544,Mr. Tambourine Man,The Barbarians,0,Mr. Tambourine Man,The Byrds,1965
206,b50921,a544,Mr. Tambourine Man,The Major,0,Mr. Tambourine Man,The Byrds,1965
207,b291869,a544,Mr Tambourine Man,The Byrds,1979,Mr. Tambourine Man,The Byrds,1965
208,b508078,a562,Burning Down The House,Tiga,0,Burning Down the House,Talking Heads,1983
209,b43367,a562,Burning Down The House,Talking Heads,1983,Burning Down the House,Talking Heads,1983
210,b210490,a562,Burning Down The House,Tiga,0,Burning Down the House,Talking Heads,1983
211,b447273,a565,And She Was,Talking Heads,1985,And She Was,Talking Heads,1985
212,b354268,a566,Road To Nowhere,The Flying Pickets,1994,Road to Nowhere,Talking Heads,1985
213,b317711,a566,Road To Nowhere,The Subways,2005,Road to Nowhere,Talking Heads,1985
214,b39429,a566,Road To Nowhere,The Thousand Dollar Playboys,0,Road to Nowhere,Talking Heads,1985
215,b783871,a568,Youth Against Fascism,Sonic Youth,1992,Youth Against Fascism,Sonic Youth,1992
216,b335248,a569,Sugar Kane,Sonic Youth,1992,Sugar Kane,Sonic Youth,1993
217,b404298,a572,Monsters,Switchblade Symphony,1999,Monsters,Something for Kate,2001
218,b390490,a572,Monsters,Scared Of Chaka,1999,Monsters,Something for Kate,2001
219,b805790,a583,Never,Out Of Order,0,Never,Orbital,2011
220,b304941,a583,Never,Overseer,2003,Never,Orbital,2011
221,b606621,a602,The Sound Of Silence,Simon & Garfunkel,1964,The Sound of Silence,Simon & Garfunkel,1965
222,b262593,a602,The Sound Of Silence,Simon & Garfunkel,1964,The Sound of Silence,Simon & Garfunkel,1965
223,b6428,a602,The Sound Of Silence,Sharleen Spiteri,2010,The Sound of Silence,Simon & Garfunkel,1965
224,b686436,a602,The Sound Of Silence,Simon & Garfunkel,1964,The Sound of Silence,Simon & Garfunkel,1965
225,b62963,a614,Danger Zone,Kenny Loggins,1986,Danger Zone,Kenny Loggins,1986
226,b392905,a614,Danger Zone,Kenny Loggins,1986,Danger Zone,Kenny Loggins,1986
227,b187627,a629,Stand Back,Stevie Nicks,1983,Stand Back,Stevie Nicks,1983
228,b599794,a632,Valerie,Steve Winwood,1982,Valerie,Steve Winwood,1987
229,b247670,a642,Invisible,Strangefolk,0,Invisible,Skylar Grey,2011
230,b656072,a642,Invisible,Switchblade Symphony,1999,Invisible,Skylar Grey,2011
231,b191192,a642,Invisible,Sick ft. Nathalia,0,Invisible,Skylar Grey,2011
232,b647017,a642,Invisible,Switchblade Symphony,1999,Invisible,Skylar Grey,2011
233,b343955,a642,Invisible,Shystie,0,Invisible,Skylar Grey,2011
234,b692752,a648,I Will Not Forget,SKOLD,2009,I Will Not Forget,Skold,2009
235,b691424,a662,Colours (Radio Edit),Hot Chip,2006,Colors (Radio Edit),Headhunterz-t.A.T.u.,2013
236,b475748,a684,Lovefool,The Cardigans,1996,Lovefool,The Cardigans,1996
237,b795657,a684,Lovefool,The Cardigans,1996,Lovefool,The Cardigans,1996
238,b648408,a684,Lovefool,The Cardigans,1996,Lovefool,The Cardigans,1996
239,b429649,a684,Lovefool,The Cardigans,1996,Lovefool,The Cardigans,1996
240,b753442,a684,Lovefool,The Cardigans,1996,Lovefool,The Cardigans,1996
241,b557067,a684,Lovefool,The Cardigans,1996,Lovefool,The Cardigans,1996
242,b406803,a685,Been It,The Cardigans,1996,Been It,The Cardigans,1996
243,b599968,a685,Been It,The Cardigans,1996,Been It,The Cardigans,1996
244,b213117,a686,Your New Cuckoo,The Cardigans,1996,Your New Cuckoo,The Cardigans,1997
245,b204355,a686,Your New Cuckoo,The Cardigans,1996,Your New Cuckoo,The Cardigans,1997
246,b256327,a687,My Favourite Game,The Cardigans,1998,My Favourite Game,The Cardigans,1998
247,b455269,a687,My Favourite Game,The Cardigans,1998,My Favourite Game,The Cardigans,1998
248,b827022,a687,My Favourite Game,The Cardigans,1998,My Favourite Game,The Cardigans,1998
249,b369020,a689,Hanging Around,Toni Basil,1981,Hanging Around,The Cardigans,1999
250,b57686,a689,Hanging Around,The Cardigans,1998,Hanging Around,The Cardigans,1999
251,b262781,a689,Hanging Around,The Cardigans,1998,Hanging Around,The Cardigans,1999
252,b156826,a689,Hanging Around,The Spencer Davis Group,0,Hanging Around,The Cardigans,1999
253,b34143,a689,Hanging Around,The Cardigans,1998,Hanging Around,The Cardigans,1999
254,b100011,a701,Wild Life,The Bacon Brothers,0,Wild Wild Life,Talking Heads,1986
255,b435502,a706,The Diamond Sea,Sonic Youth,1995,The Diamond Sea,Sonic Youth,1995
256,b218962,a708,Sunday,Sia,2004,Sunday,Sonic Youth,1998
257,b261477,a708,Sunday,Stakka Bo,2001,Sunday,Sonic Youth,1998
258,b792605,a708,Sunday,Serpentine,0,Sunday,Sonic Youth,1998
259,b71378,a711,Oh Kamikaze,Something For Kate,2006,Oh Kamikaze,Something for Kate,2006
260,b747713,a712,California,Stroke 9,2001,California,Something for Kate,2007
261,b310000,a712,California,Stan Rogers,1981,California,Something for Kate,2007
262,b19941,a712,California,Stereotypical Working Class,2009,California,Something for Kate,2007
263,b150026,a713,The Futurist,Something For Kate,2007,The Futurist,Something for Kate,2007
264,b220144,a713,The Futurist,Something For Kate,2007,The Futurist,Something for Kate,2007
265,b762940,a731,Mandinka,Sin\xc3\xa9ad O'Connor,1987,Mandinka,Sinéad O’Connor,1987
266,b150762,a732,I Want Your (Hands On Me),Sin\xc3\xa9ad O'Connor,1987,I Want Your (Hands on Me),Sinéad O’Connor-MC Lyte,1988
267,b661495,a735,How Can I?,Steve Hackett,1978,How Can I?,Steve Hackett,1978
268,b788122,a741,Fakin' It,Simon & Garfunkel,1968,Fakin' It,Simon & Garfunkel,1967
269,b618400,a741,Fakin' It,Simon & Garfunkel,1968,Fakin' It,Simon & Garfunkel,1967
270,b641448,a742,Mrs. Robinson,Simon & Garfunkel,1968,Mrs. Robinson,Simon & Garfunkel,1968
271,b156624,a742,Mrs. Robinson,Simon & Garfunkel,1968,Mrs. Robinson,Simon & Garfunkel,1968
272,b263117,a743,The Boxer,Sara Groves,0,The Boxer,Simon & Garfunkel,1969
273,b249578,a743,The Boxer,Simon & Garfunkel,1969,The Boxer,Simon & Garfunkel,1969
274,b536441,a743,The Boxer,Simon & Garfunkel,1969,The Boxer,Simon & Garfunkel,1969
275,b520623,a744,Bridge Over Troubled Water,Simon & Garfunkel,1970,Bridge Over Troubled Water,Simon & Garfunkel,1970
276,b740441,a744,Bridge Over Troubled Water,Simon & Garfunkel,1970,Bridge Over Troubled Water,Simon & Garfunkel,1970
277,b653300,a744,Bridge Over Troubled Water,Sheila Walsh,0,Bridge Over Troubled Water,Simon & Garfunkel,1970
278,b719106,a744,Bridge Over Troubled Water,Stevie Wonder,0,Bridge Over Troubled Water,Simon & Garfunkel,1970
279,b245432,a744,Bridge Over Troubled Water,Studio 99 + Guests,0,Bridge Over Troubled Water,Simon & Garfunkel,1970
280,b263117,a746,The Boxer,Sara Groves,0,The Boxer,Simon & Garfunkel,1992
281,b249578,a746,The Boxer,Simon & Garfunkel,1969,The Boxer,Simon & Garfunkel,1992
282,b536441,a746,The Boxer,Simon & Garfunkel,1969,The Boxer,Simon & Garfunkel,1992
283,b122302,a753,Hey Nineteen,Steely Dan,1980,Hey Nineteen,Steely Dan,1980
284,b352492,a763,We Built This City,Starship,1985,We Built This City,Starship,1985
285,b278807,a763,We Built This City,Starship,1985,We Built This City,Starship,1985
286,b566375,a763,We Built This City,Starship,1985,We Built This City,Starship,1985
287,b789234,a763,We Built This City,Starship,1985,We Built This City,Starship,1985
288,b313224,a773,Dreams,Del McCoury,1993,Dreams,Deep Dish-Stevie Nicks,2005
289,b329204,a773,Dreams,Dean Miller,0,Dreams,Deep Dish-Stevie Nicks,2005
290,b795947,a773,Dreams,Dntel,2007,Dreams,Deep Dish-Stevie Nicks,2005
291,b662088,a773,Dreams,Dave Angel,2009,Dreams,Deep Dish-Stevie Nicks,2005
292,b708218,a773,Dreams,Darlene Zschech,2003,Dreams,Deep Dish-Stevie Nicks,2005
293,b188154,a773,Dreams,Descendents,2004,Dreams,Deep Dish-Stevie Nicks,2005
294,b783885,a773,Dreams,DJ Icey,2003,Dreams,Deep Dish-Stevie Nicks,2005
295,b338785,a774,I Can't Wait,Shearwater,2004,I Can't Wait,Stevie Nicks,—
296,b582586,a774,I Can't Wait,Strong Arm Steady,2007,I Can't Wait,Stevie Nicks,—
297,b156629,a774,I Can't Wait,Sleepy Brown featuring Outkast,2006,I Can't Wait,Stevie Nicks,—
298,b675357,a774,I Can't Wait,Sonique,0,I Can't Wait,Stevie Nicks,—
299,b701395,a774,I Can't Wait,Swim,0,I Can't Wait,Stevie Nicks,—
300,b432939,a774,I Can't Wait,Shelby Lynne,2001,I Can't Wait,Stevie Nicks,—
301,b655275,a774,I Can't Wait,Sleepy Brown featuring Outkast,2006,I Can't Wait,Stevie Nicks,—
302,b25036,a777,Holding On,Shabba Ranks (feat. Home T & Cocoa Tea),0,Holding On,Steve Winwood,1988
303,b343464,a777,Holding On,Stemm,2005,Holding On,Steve Winwood,1988
