atable_id,btable_id,sim_title,sim_artist,dif_year
174,751485,1.0000,0.1250,-1
174,183170,1.0000,0.1667,-1
174,352180,1.0000,0.0938,25.0
174,115877,1.0000,0.0938,25.0
176,813154,0.7931,0.1786,-1
176,420185,0.7931,0.1852,1.0
176,446835,0.7931,0.1852,1.0
176,579782,0.7931,0.1852,1.0
179,663616,1.0000,0.0312,-1
179,299131,1.0000,0.1739,39.0
179,11362,1.0000,0.0345,44.0
179,582983,1.0000,0.0323,10.0
179,722272,1.0000,0.2083,27.0
179,125282,1.0000,0.1667,-1
179,22893,1.0000,0.0345,44.0
179,243669,1.0000,0.1562,-1
179,463722,1.0000,0.2400,-1
180,545034,1.0000,0.1667,2.0
195,396576,1.0000,1.0000,0.0
197,190244,0.8000,0.4545,-1
215,410063,1.0000,1.0000,-1
228,18865,0.7931,0.0508,33.0
228,662669,0.7931,0.0175,2.0
229,20051,1.0000,0.0250,-1
230,235650,1.0000,0.0976,34.0
230,714968,1.0000,0.0408,28.0
230,647369,1.0000,0.0889,20.0
230,102624,1.0000,0.1333,24.0
230,75670,1.0000,0.0500,18.0
232,235587,1.0000,0.0161,10.0
232,22267,1.0000,0.1064,4.0
232,120077,1.0000,0.0930,9.0
232,656804,1.0000,0.0263,4.0
232,673773,1.0000,0.0256,2.0
232,596946,1.0000,0.1176,-1
232,533506,1.0000,0.0889,33.0
232,306173,1.0000,0.0976,-1
233,33117,0.7600,0.0930,-1
233,771007,0.7600,0.1026,44.0
251,680605,1.0000,0.1220,40.0
251,111457,1.0000,1.0000,0.0
252,640899,1.0000,0.1081,1.0
271,479325,0.7500,1.0000,0.0
271,510910,0.7500,1.0000,0.0
275,749806,1.0000,1.0000,-1
275,92154,1.0000,0.4545,-1
275,387584,1.0000,1.0000,-1
275,540472,1.0000,1.0000,-1
276,20265,0.8000,1.0000,-1
276,190244,1.0000,0.4545,-1
277,123271,1.0000,1.0000,-1
277,420567,1.0000,1.0000,-1
277,718822,1.0000,1.0000,-1
277,137792,1.0000,1.0000,-1
277,630732,1.0000,0.4545,-1
277,777809,1.0000,1.0000,-1
278,339205,1.0000,1.0000,-1
279,733955,1.0000,1.0000,-1
279,301809,1.0000,1.0000,-1
279,584183,1.0000,1.0000,-1
313,488896,1.0000,0.1290,7.0
314,167492,0.7391,1.0000,0.0
315,686752,1.0000,1.0000,0.0
349,76811,1.0000,0.1064,-1
349,86423,1.0000,0.0192,-1
349,158258,1.0000,0.1064,-1
349,579226,1.0000,0.0556,-1
349,156298,1.0000,0.1064,-1
349,621319,1.0000,0.0278,-1
349,425136,1.0000,0.0889,-1
349,820163,1.0000,0.1562,-1
349,351042,1.0000,0.0909,-1
349,58152,1.0000,0.1111,-1
349,397332,1.0000,0.1143,-1
360,13856,1.0000,0.0870,-1
360,47741,1.0000,0.0526,-1
361,243099,1.0000,0.4444,0.0
361,657398,1.0000,0.7333,0.0
402,688877,1.0000,0.1852,14.0
402,492806,1.0000,1.0000,0.0
402,513516,1.0000,1.0000,0.0
402,705613,1.0000,1.0000,0.0
418,614282,1.0000,0.1176,-1
418,343706,1.0000,0.1282,18.0
427,255575,0.7368,0.0645,-1
427,764624,1.0000,0.0244,-1
430,614960,1.0000,0.0370,-1
434,280238,1.0000,1.0000,0.0
435,581247,1.0000,1.0000,0.0
435,526254,1.0000,1.0000,0.0
436,715739,0.7143,0.0400,-1
436,208819,0.7143,0.0385,19.0
439,55853,1.0000,0.0294,2.0
439,507188,1.0000,0.0294,2.0
439,626610,1.0000,0.0294,2.0
439,772135,1.0000,0.0303,-1
440,342220,1.0000,0.0571,-1
441,564164,1.0000,0.0217,-1
442,216125,1.0000,0.4643,2.0
451,471100,1.0000,1.0000,0.0
451,509329,1.0000,1.0000,0.0
455,232777,1.0000,0.2273,-1
470,83982,1.0000,0.2000,-1
472,758586,1.0000,1.0000,0.0
472,369949,1.0000,1.0000,0.0
472,294733,1.0000,1.0000,0.0
479,538577,1.0000,0.0227,2.0
479,404847,1.0000,0.0244,20.0
487,156321,1.0000,0.0769,0.0
488,661185,1.0000,0.0769,0.0
492,202765,1.0000,0.0500,8.0
492,768122,1.0000,0.0588,9.0
492,821427,1.0000,0.0625,-1
492,565497,1.0000,0.3462,3.0
492,553867,1.0000,0.0952,4.0
492,732216,1.0000,0.0500,-1
492,367680,1.0000,0.0345,5.0
492,72814,1.0000,0.0476,-1
492,746755,1.0000,0.0500,21.0
492,605515,1.0000,0.0435,5.0
492,183830,1.0000,0.0625,-1
492,446162,1.0000,0.0400,11.0
492,630507,1.0000,0.1579,-1
492,130772,1.0000,0.0476,-1
492,555012,1.0000,0.0526,3.0
537,782532,1.0000,1.0000,0.0
537,279919,1.0000,1.0000,0.0
538,26793,1.0000,1.0000,0.0
538,715330,1.0000,0.1667,12.0
538,648160,1.0000,0.0625,-1
538,699305,1.0000,0.1389,4.0
538,132569,1.0000,0.2174,-1
541,460372,1.0000,0.0286,14.0
542,753961,1.0000,0.0278,3.0
543,288874,0.7000,1.0000,-1
543,617346,0.7857,1.0000,0.0
544,74202,1.0000,0.2857,-1
544,50921,1.0000,0.2222,-1
544,291869,0.7727,1.0000,14.0
562,508078,0.7778,0.0500,-1
562,43367,0.7778,1.0000,0.0
562,210490,0.7778,0.0500,-1
565,447273,1.0000,1.0000,0.0
566,354268,0.7000,0.1290,9.0
566,317711,0.7000,0.0769,20.0
566,39429,0.7000,0.0465,-1
568,783871,1.0000,1.0000,0.0
569,335248,1.0000,1.0000,1.0
572,404298,1.0000,0.0244,2.0
572,390490,1.0000,0.0278,2.0
583,805790,1.0000,0.0455,-1
583,304941,1.0000,0.0556,8.0
602,606621,0.7600,1.0000,1.0
602,262593,0.7600,1.0000,1.0
602,6428,0.7600,0.0278,45.0
602,686436,0.7600,1.0000,1.0
614,62963,1.0000,1.0000,0.0
614,392905,1.0000,1.0000,0.0
629,187627,1.0000,1.0000,0.0
632,599794,1.0000,1.0000,5.0
642,247670,1.0000,0.0400,-1
642,656072,1.0000,0.0606,12.0
642,191192,1.0000,0.0323,-1
642,647017,1.0000,0.0606,12.0
642,343955,1.0000,0.0476,-1
648,692752,1.0000,0.0769,0.0
662,691424,0.7917,0.0323,7.0
684,475748,1.0000,1.0000,0.0
684,795657,1.0000,1.0000,0.0
684,648408,1.0000,1.0000,0.0
684,429649,1.0000,1.0000,0.0
684,753442,1.0000,1.0000,0.0
684,557067,1.0000,1.0000,0.0
685,406803,1.0000,1.0000,0.0
685,599968,1.0000,1.0000,0.0
686,213117,1.0000,1.0000,1.0
686,204355,1.0000,1.0000,1.0
687,256327,1.0000,1.0000,0.0
687,455269,1.0000,1.0000,0.0
687,827022,1.0000,1.0000,0.0
689,369020,1.0000,0.0385,18.0
689,57686,1.0000,1.0000,1.0
689,262781,1.0000,1.0000,1.0
689,156826,1.0000,0.1111,-1
689,34143,1.0000,1.0000,1.0
701,100011,0.8462,0.0606,-1
706,435502,1.0000,1.0000,0.0
708,218962,1.0000,0.0588,6.0
708,261477,1.0000,0.0435,3.0
708,792605,1.0000,0.0417,-1
711,71378,1.0000,0.7391,0.0
712,747713,1.0000,0.0345,6.0
712,310000,1.0000,0.0312,26.0
712,19941,1.0000,0.0652,2.0
713,150026,1.0000,0.7391,0.0
713,220144,1.0000,0.7391,0.0
731,762940,1.0000,0.3667,0.0
732,150762,0.8000,0.2250,1.0
735,661495,1.0000,1.0000,0.0
741,788122,1.0000,1.0000,1.0
741,618400,1.0000,1.0000,1.0
742,641448,1.0000,1.0000,0.0
742,156624,1.0000,1.0000,0.0
743,263117,1.0000,0.0323,-1
743,249578,1.0000,1.0000,0.0
743,536441,1.0000,1.0000,0.0
744,520623,1.0000,1.0000,0.0
744,740441,1.0000,1.0000,0.0
744,653300,1.0000,0.0312,-1
744,719106,1.0000,0.0303,-1
744,245432,1.0000,0.0263,-1
746,263117,1.0000,0.0323,-1
746,249578,1.0000,1.0000,23.0
746,536441,1.0000,1.0000,23.0
753,122302,1.0000,1.0000,0.0
763,352492,1.0000,1.0000,0.0
763,278807,1.0000,1.0000,0.0
763,566375,1.0000,1.0000,0.0
763,789234,1.0000,1.0000,0.0
773,313224,1.0000,0.0571,12.0
773,329204,1.0000,0.0571,-1
773,795947,1.0000,0.0333,2.0
773,662088,1.0000,0.0286,4.0
773,708218,1.0000,0.0250,2.0
773,188154,1.0000,0.0882,1.0
773,783885,1.0000,0.0312,2.0
774,338785,1.0000,0.0400,-1
774,582586,1.0000,0.1000,-1
774,156629,1.0000,0.0222,-1
774,675357,1.0000,0.0455,-1
774,701395,1.0000,0.0526,-1
774,432939,1.0000,0.0370,-1
774,655275,1.0000,0.0222,-1
777,25036,1.0000,0.0182,-1
777,343464,1.0000,0.1579,17.0
777,824470,1.0000,0.0294,19.0
814,508078,0.7778,0.0690,-1
814,43367,0.7778,0.0526,16.0
814,210490,0.7778,0.0690,-1
815,364469,1.0000,1.0000,0.0
845,567565,1.0000,1.0000,0.0
849,692074,1.0000,0.0312,16.0
850,783243,1.0000,0.3667,0.0
850,292507,1.0000,0.0263,-1
851,264856,1.0000,0.3667,0.0
853,582554,0.7059,0.0323,-1
853,41885,1.0000,0.0333,7.0
853,25558,1.0000,0.0741,11.0
853,584299,1.0000,0.0312,-1
853,109247,1.0000,0.0667,-1
853,527179,1.0000,0.0312,-1
853,682895,1.0000,0.0116,-1
853,510938,1.0000,0.0312,4.0
853,479444,1.0000,0.0312,4.0
853,177037,1.0000,0.0476,6.0
853,496641,1.0000,0.0370,18.0
853,38900,1.0000,0.0333,17.0
853,302180,1.0000,0.0303,17.0
853,622331,1.0000,0.0312,15.0
857,271845,0.8065,1.0000,0.0
866,762654,0.7429,1.0000,-1
866,181110,0.7576,0.0435,0.0
866,648453,1.0000,0.0385,21.0
866,730797,0.7576,0.0435,0.0
866,723982,0.7576,0.0435,0.0
866,686792,1.0000,1.0000,2.0
866,659424,1.0000,1.0000,2.0
870,131567,0.7778,1.0000,-1
871,322953,1.0000,1.0000,-1
872,539080,0.7143,0.0182,-1
873,678913,1.0000,0.0357,9.0
873,661052,1.0000,0.0417,14.0
873,821990,1.0000,0.0385,9.0
873,364415,1.0000,0.0286,18.0
874,356943,1.0000,0.0370,-1
904,258999,1.0000,1.0000,1.0
905,181697,0.7391,1.0000,1.0
924,609413,0.8065,0.3667,0.0
925,312303,0.7500,0.4783,0.0
926,81305,0.7000,0.3667,0.0
947,207172,1.0000,1.0000,0.0
948,781120,1.0000,0.0606,14.0
948,117996,1.0000,1.0000,1.0
982,31934,0.7143,1.0000,0.0
989,252006,1.0000,0.0303,-1
989,703149,1.0000,0.1053,6.0
1003,34799,1.0000,1.0000,0.0
1004,222517,1.0000,0.0588,10.0
1004,813078,1.0000,1.0000,0.0
1005,204186,1.0000,1.0000,0.0
1005,160562,1.0000,0.0323,8.0
1005,584690,1.0000,0.0213,8.0
1018,577338,1.0000,0.0435,-1
1020,283673,1.0000,0.0227,8.0
1020,204721,1.0000,0.0263,-1
1020,58915,1.0000,0.0217,4.0
1020,44219,1.0000,0.0200,10.0
1020,275912,1.0000,0.0159,10.0
1020,158154,1.0000,0.2917,0.0
1053,378955,1.0000,0.0370,-1
1055,7266,1.0000,1.0000,15.0
1080,667935,1.0000,1.0000,0.0
1080,671342,1.0000,1.0000,0.0
1089,554062,1.0000,1.0000,-1
1091,751396,1.0000,0.1143,28.0
1091,523878,1.0000,0.0312,2.0
1115,707860,1.0000,1.0000,0.0
1115,630629,1.0000,1.0000,0.0
1115,425807,1.0000,1.0000,0.0
1116,561053,1.0000,1.0000,0.0
1116,469300,1.0000,1.0000,0.0
1116,469378,1.0000,1.0000,-1
1117,758341,1.0000,1.0000,0.0
1119,668570,1.0000,1.0000,1.0
1144,473144,1.0000,0.0455,5.0
1144,421275,1.0000,0.0476,12.0
1144,562353,1.0000,0.0385,14.0
1144,490660,1.0000,0.0333,-1
1144,285125,1.0000,0.0455,5.0
1144,631318,1.0000,1.0000,0.0
1144,566048,1.0000,1.0000,0.0
1145,723124,1.0000,0.0333,4.0
1147,524533,0.7143,1.0000,0.0
1155,554279,1.0000,0.0323,15.0
1165,631589,0.7500,0.3667,0.0
1165,381066,0.7500,0.3667,0.0
1218,272352,0.7600,1.0000,0.0
1222,309850,1.0000,0.1000,-1
1223,516182,1.0000,1.0000,0.0
1223,506467,1.0000,1.0000,0.0
1261,108997,0.8182,1.0000,0.0
1262,625939,1.0000,1.0000,0.0
1263,501993,1.0000,1.0000,0.0
1263,515314,1.0000,1.0000,0.0
1263,791978,1.0000,1.0000,0.0
1263,91754,1.0000,1.0000,0.0
1264,456542,1.0000,1.0000,0.0
1270,44667,1.0000,1.0000,0.0
1271,213884,1.0000,1.0000,0.0
1273,538215,1.0000,1.0000,0.0
1275,542267,0.7500,1.0000,0.0
1275,165272,0.7500,1.0000,0.0
1275,473654,0.7500,1.0000,0.0
1275,94004,0.7500,1.0000,0.0
1281,50074,0.7333,0.1944,-1
1287,726091,1.0000,0.0323,13.0
1287,558515,1.0000,0.1538,-1
1287,37831,1.0000,1.0000,0.0
1292,758159,0.8000,0.0294,4.0
1292,479264,1.0000,1.0000,1.0
1292,498151,0.8000,0.1379,-1
1297,561712,1.0000,1.0000,0.0
1297,659369,1.0000,1.0000,0.0
1297,679859,1.0000,1.0000,0.0
1298,375478,1.0000,0.0541,9.0
1298,340704,1.0000,0.0741,5.0
1298,756304,1.0000,0.0357,6.0
1298,804602,1.0000,0.0357,6.0
1298,651055,1.0000,0.0741,5.0
1298,383308,1.0000,0.0417,0.0
1298,783306,1.0000,0.0417,5.0
1298,59840,1.0000,0.0741,5.0
1298,422918,1.0000,0.0500,8.0
1298,467499,1.0000,0.0500,8.0
1299,753842,1.0000,1.0000,0.0
1299,52530,1.0000,0.0435,10.0
1301,256521,1.0000,1.0000,1.0
1353,413736,1.0000,0.1579,-1
1376,745375,0.7600,1.0000,0.0
1378,17644,0.7600,1.0000,0.0
1396,151821,1.0000,1.0000,0.0
1396,734121,1.0000,1.0000,0.0
1396,91801,1.0000,1.0000,0.0
1396,516489,1.0000,1.0000,0.0
1396,228686,1.0000,1.0000,0.0
1396,151203,1.0000,1.0000,0.0
1396,241320,1.0000,1.0000,0.0
1396,188344,1.0000,0.1379,16.0
1396,507931,1.0000,1.0000,0.0
1397,36963,1.0000,1.0000,0.0
1397,381135,1.0000,1.0000,0.0
1397,677987,1.0000,1.0000,0.0
1397,809422,1.0000,1.0000,0.0
1397,189527,1.0000,1.0000,0.0
1397,174455,1.0000,1.0000,0.0
1397,258298,1.0000,1.0000,0.0
1398,648956,1.0000,1.0000,0.0
1398,651147,1.0000,1.0000,0.0
1398,681322,1.0000,1.0000,0.0
1431,69654,1.0000,0.1818,24.0
1431,237989,1.0000,1.0000,0.0
1431,13179,1.0000,0.2353,-1
1431,533739,1.0000,1.0000,0.0
1431,728491,1.0000,0.0400,-1
1432,52227,1.0000,0.0698,-1
1433,198625,1.0000,1.0000,0.0
1434,577482,1.0000,1.0000,0.0
1435,46379,0.7273,1.0000,0.0
1437,166075,1.0000,0.1053,5.0
1440,798457,1.0000,1.0000,0.0
1443,504060,1.0000,1.0000,0.0
1444,670366,1.0000,0.0312,1.0
1444,449400,1.0000,0.0244,-1
1444,577040,1.0000,0.0385,3.0
1474,427267,1.0000,1.0000,0.0
1475,370082,1.0000,1.0000,0.0
1478,362395,0.7273,0.1905,4.0
1479,182515,0.7500,1.0000,0.0
1486,500877,1.0000,0.0303,13.0
1486,561017,1.0000,0.0612,-1
1487,372020,1.0000,0.1053,-1
1487,209795,1.0000,0.1081,-1
1488,365666,1.0000,0.0175,-1
1488,451604,1.0000,0.1724,1.0
1488,757187,1.0000,0.0625,-1
1488,62870,1.0000,0.0357,8.0
1488,134552,1.0000,0.0625,-1
1488,20381,1.0000,0.0233,13.0
1488,182388,1.0000,0.0357,8.0
1488,384302,1.0000,0.0278,-1
1518,810716,1.0000,0.1905,-1
1528,538082,1.0000,1.0000,0.0
1528,301834,1.0000,0.0625,-1
1529,150426,1.0000,1.0000,0.0
1530,25980,1.0000,1.0000,0.0
1530,247968,1.0000,1.0000,0.0
1531,314680,1.0000,0.0800,11.0
1531,173201,1.0000,0.0476,-1
1531,602312,1.0000,0.0476,-1
1531,823905,1.0000,0.0345,8.0
1531,249314,1.0000,0.0455,12.0
1534,759353,1.0000,0.0417,15.0
1534,358197,1.0000,0.1538,3.0
1534,817196,1.0000,0.1538,3.0
1534,581132,1.0000,0.0400,-1
1535,574566,0.8000,1.0000,0.0
1537,643655,1.0000,1.0000,1.0
1537,321604,1.0000,0.0909,-1
1537,254590,1.0000,0.1818,-1
1537,313367,1.0000,0.1818,2.0
1537,753177,1.0000,0.0476,10.0
1541,344257,1.0000,1.0000,1.0
1541,372198,1.0000,1.0000,1.0
1542,8669,0.8065,1.0000,0.0
1542,453551,0.8065,1.0000,0.0
1542,658346,0.8065,1.0000,0.0
1542,633632,0.8065,1.0000,0.0
1544,648433,1.0000,1.0000,0.0
1544,712118,1.0000,1.0000,0.0
1545,749762,1.0000,1.0000,0.0
1545,762161,1.0000,1.0000,0.0
1545,640660,1.0000,1.0000,0.0
1555,179232,1.0000,0.0179,7.0
1556,797352,1.0000,1.0000,0.0
1558,414427,0.7273,0.2500,20.0
1558,366545,1.0000,1.0000,0.0
1560,573661,1.0000,1.0000,0.0
1560,524747,1.0000,1.0000,0.0
1563,397894,1.0000,1.0000,0.0
1564,819587,1.0000,1.0000,0.0
1588,692077,1.0000,1.0000,1.0
1589,638482,1.0000,1.0000,0.0
1598,794783,1.0000,1.0000,0.0
1598,541056,1.0000,1.0000,0.0
1605,19287,1.0000,1.0000,0.0
1605,568415,1.0000,1.0000,0.0
1606,593184,1.0000,1.0000,1.0
1606,134139,1.0000,1.0000,1.0
1622,433377,1.0000,0.0250,-1
1622,825327,1.0000,0.0286,19.0
1622,798219,1.0000,0.1481,17.0
1622,338958,1.0000,0.1026,-1
1622,251392,1.0000,0.1481,17.0
1623,365406,1.0000,0.1471,20.0
1623,146922,1.0000,0.0333,4.0
1623,678970,1.0000,0.0930,16.0
1623,670858,1.0000,0.0444,-1
1623,286249,1.0000,0.1613,-1
1623,618158,1.0000,0.1389,-1
1623,245618,1.0000,0.0323,12.0
1624,625788,1.0000,0.2353,-1
1624,449460,1.0000,0.2353,-1
1634,485558,1.0000,0.1852,-1
1634,297374,1.0000,0.1739,15.0
1649,8758,1.0000,0.0323,17.0
1658,272352,0.7600,1.0000,12.0
1659,206171,1.0000,0.7419,0.0
1660,90645,1.0000,1.0000,0.0
1660,99590,1.0000,0.0769,4.0
1660,809883,1.0000,0.0303,-1
1660,181147,1.0000,0.0500,11.0
1660,519387,1.0000,0.0345,28.0
1661,518390,1.0000,1.0000,0.0
1661,528178,1.0000,1.0000,0.0
1662,663685,1.0000,0.0385,5.0
1662,277290,1.0000,0.1176,11.0
1662,137452,1.0000,0.0556,13.0
1662,620866,1.0000,0.1176,11.0
1662,219483,1.0000,0.1818,10.0
1662,655838,1.0000,0.1739,-1
1662,629247,1.0000,0.0233,12.0
1662,240368,1.0000,0.2000,12.0
1662,312480,1.0000,0.0250,-1
1662,21531,1.0000,0.1538,-1
1662,372331,1.0000,0.0455,11.0
1662,321263,1.0000,0.1818,8.0
1662,595742,1.0000,0.0435,5.0
1662,204457,1.0000,0.0667,9.0
1665,226986,1.0000,0.1379,8.0
1665,558352,1.0000,0.0238,3.0
1666,435212,1.0000,1.0000,0.0
1666,635442,1.0000,1.0000,0.0
1667,247971,1.0000,1.0000,0.0
1667,510941,1.0000,1.0000,0.0
1667,479474,1.0000,1.0000,0.0
1667,685854,1.0000,1.0000,0.0
1668,106157,0.9474,0.0769,21.0
1668,41978,1.0000,1.0000,0.0
1668,99783,1.0000,1.0000,0.0
1668,137114,0.8421,1.0000,0.0
1668,239538,1.0000,1.0000,0.0
1671,721979,0.8286,1.0000,0.0
1671,179312,0.8286,1.0000,0.0
1682,617880,1.0000,1.0000,0.0
1683,645290,1.0000,0.0833,11.0
1684,250536,1.0000,1.0000,0.0
1684,177420,1.0000,1.0000,0.0
1684,501730,1.0000,0.1667,21.0
1684,653406,1.0000,1.0000,0.0
1728,562967,1.0000,0.1600,20.0
1729,389112,1.0000,0.1724,-1
1729,749643,1.0000,0.1724,12.0
1729,543375,0.8000,0.0476,24.0
1742,815360,0.7000,1.0000,0.0
1743,319416,1.0000,1.0000,0.0
1743,438258,1.0000,0.2222,2.0
1744,392036,1.0000,0.2083,-1
1744,229602,1.0000,1.0000,0.0
1744,574856,1.0000,0.1562,2.0
1744,327149,1.0000,0.2857,-1
1744,265831,1.0000,0.0385,-1
1744,22173,1.0000,0.0385,-1
1744,606044,1.0000,0.0370,5.0
1744,234496,1.0000,0.1429,30.0
1745,394407,1.0000,1.0000,2.0
1745,75983,1.0000,1.0000,2.0
1745,462788,1.0000,1.0000,2.0
1746,767121,1.0000,1.0000,0.0
1758,243766,0.7273,1.0000,0.0
1763,412335,1.0000,0.0370,-1
1763,318750,1.0000,0.0385,9.0
1763,752932,1.0000,0.1724,-1
1765,726869,0.7241,0.2308,9.0
1766,533032,1.0000,0.0345,11.0
1766,747789,1.0000,0.0345,11.0
1776,496187,0.7273,0.1429,7.0
1776,514197,0.7273,0.1429,7.0
1776,372635,1.0000,0.1786,15.0
1776,252122,1.0000,0.1538,7.0
1778,659688,1.0000,0.0714,-1
1778,68551,1.0000,1.0000,-1
1779,39199,1.0000,0.0833,-1
1779,213173,1.0000,0.0294,-1
1779,22972,1.0000,0.0294,-1
1779,380163,1.0000,0.0400,-1
1779,346523,1.0000,0.0294,-1
1779,188783,1.0000,0.0345,-1
1779,54007,1.0000,0.0312,-1
1782,622026,0.7714,1.0000,1.0
1783,24690,1.0000,1.0000,0.0
1783,759274,1.0000,1.0000,0.0
1785,452106,0.7000,1.0000,0.0
1798,462291,1.0000,1.0000,0.0
1798,63680,1.0000,1.0000,0.0
1799,208993,1.0000,0.2273,21.0
1799,597143,1.0000,1.0000,0.0
1799,744687,1.0000,0.1538,16.0
1799,538897,1.0000,0.0370,3.0
1799,659739,1.0000,1.0000,0.0
1799,30057,1.0000,0.2222,7.0
1799,467523,1.0000,0.0526,8.0
1799,747852,1.0000,0.3684,16.0
1799,184028,1.0000,0.1379,9.0
1799,495978,1.0000,1.0000,0.0
1799,805819,1.0000,0.0286,2.0
1799,268190,1.0000,0.0455,19.0
1800,421250,1.0000,1.0000,0.0
1800,395097,1.0000,1.0000,0.0
1801,628557,0.7000,0.1538,17.0
1801,12332,0.7000,0.1667,8.0
1801,36323,0.7000,1.0000,1.0
1801,105378,0.7000,1.0000,1.0
1802,533386,1.0000,0.0909,20.0
1802,99900,1.0000,0.2381,-1
1802,109309,1.0000,0.1818,-1
1802,355428,1.0000,0.0455,19.0
1804,777900,0.7600,1.0000,0.0
1806,670931,0.7600,1.0000,0.0
1825,82061,1.0000,1.0000,0.0
1856,704294,1.0000,0.2105,26.0
1858,279724,1.0000,1.0000,0.0
1858,413379,1.0000,1.0000,0.0
1860,597625,1.0000,1.0000,1.0
1862,79354,1.0000,1.0000,0.0
1862,812781,1.0000,1.0000,0.0
1892,188517,1.0000,0.1739,-1
1892,543659,1.0000,0.2353,15.0
1892,150702,1.0000,1.0000,0.0
1892,570340,1.0000,0.0588,13.0
1894,154135,0.7273,1.0000,0.0
1894,384224,0.7273,1.0000,0.0
1896,635526,1.0000,1.0000,0.0
1897,242577,1.0000,1.0000,0.0
1898,574933,1.0000,0.1333,-1
1898,731929,1.0000,0.1333,37.0
1898,605540,1.0000,0.1333,37.0
1899,212873,1.0000,0.0303,5.0
1927,209210,1.0000,1.0000,0.0
1927,762551,1.0000,0.0870,-1
1927,512717,1.0000,0.0435,20.0
1927,521286,1.0000,1.0000,0.0
1927,488582,1.0000,0.0435,20.0
1928,377584,1.0000,0.0417,-1
1928,387383,1.0000,0.0500,13.0
1928,617818,0.7273,0.0500,-1
1928,168520,1.0000,0.0455,-1
1928,205659,1.0000,1.0000,0.0
1928,372770,1.0000,0.1579,16.0
1929,304773,1.0000,1.0000,0.0
1929,802032,1.0000,1.0000,0.0
1929,45455,1.0000,1.0000,0.0
1929,168366,1.0000,0.0417,1.0
1947,720952,1.0000,0.0263,-1
1947,438409,1.0000,0.0175,-1
1947,766176,1.0000,0.0263,-1
1947,100042,1.0000,0.0286,-1
1947,274177,1.0000,0.0286,-1
1947,764102,1.0000,0.0256,-1
1947,331146,1.0000,0.0233,12.0
1947,60679,1.0000,0.0541,-1
1948,707441,0.7083,0.0370,5.0
1948,675029,1.0000,0.0435,-1
1948,792216,0.7083,0.0357,14.0
1948,550731,0.7083,0.0370,19.0
1948,750557,1.0000,0.0435,-1
1948,507667,1.0000,0.0435,-1
1954,488956,1.0000,1.0000,1.0
1954,512801,1.0000,1.0000,1.0
1955,530699,1.0000,1.0000,1.0
1956,584287,1.0000,0.1471,8.0
1956,769912,1.0000,1.0000,1.0
1970,382105,1.0000,1.0000,0.0
1972,27754,1.0000,1.0000,1.0
1972,102790,1.0000,1.0000,1.0
1975,303801,1.0000,0.2174,-1
1992,229430,1.0000,1.0000,0.0
